id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,16,32,16,26,1,6,RS,1,1.5937560010234884,1024,1024,1024,131,8,0.11099297142857141,8
