id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,2,1,2048,False,32,8,32,1,64,19,27.000040858451108,64,2,128,RS,2,False,True,True,256,512,True,4,20,1,1,1,10,16,16,1,29.84664,2,False,4.592807288184427,True,32.693239141548894
2,8,4,2048,False,2,16,1,1024,8,19,6.260823706573074,2,2048,8,RS,1,False,True,False,512,256,True,16,1,12,64,4,10,1,1,1,6.266603,1,True,0.009324523633945193,True,6.272382293426926
3,4,4,256,False,1,16,4,2,32,28,13.019847230431797,256,256,1024,RS,8,False,True,False,2048,1024,False,1,30,5,1,2,10,2,17,1,13.18423,1,True,0.26522117958413494,True,13.348612769568202
4,1,8,1024,False,1,1,1,16,8,1,6.319997491768326,256,16,4,RS,1,True,False,True,512,256,False,1,12,4,512,1,10,512,8,15,6.320656,4,False,0.001062461293412652,True,6.321314508231673
5,8,1,256,False,2,64,64,2,1,24,11.020810154123389,16,1,16,RS,2,True,True,True,512,2048,False,28,1,21,1,1,10,128,19,1,11.963975000000001,32,True,1.5217366979688043,True,12.907139845876614
6,4,8,128,False,8,32,32,4,256,1,5.197005176024784,2,64,1,RS,2,False,True,False,256,1,False,8,24,1,2048,32,10,1024,22,7,5.199717,1,True,0.004375356099793561,True,5.202428823975215
7,2,2,2048,False,2,32,32,128,1,13,5.516583100415459,64,64,32,RS,8,True,True,True,256,32,False,3,1,12,2048,2,10,1024,1,23,5.517003000000001,4,False,0.0006774813650574273,True,5.517422899584543
8,2,1,1,False,32,2,32,8,512,26,15.03827000966017,128,2048,1,RS,1,True,False,True,512,8,True,26,1,3,1024,16,10,512,20,1,15.041889999999999,2,True,0.005840624966559939,True,15.045509990339827
9,8,1,128,False,2,16,1,128,8,11,5.9241986455353155,128,16,4,RS,8,True,False,True,256,2048,False,8,21,1,256,1,10,512,1,8,5.924746,8,False,0.0008831217356626804,True,5.925293354464684
10,4,4,4,False,4,1,16,8,256,1,9.097781289722908,2048,2,16,RS,8,True,False,False,1,32,True,1,18,24,8,1,10,1024,7,27,9.971551999999999,8,True,1.4097736586048133,True,10.84532271027709
11,8,1,16,False,4,128,64,8,128,26,6.6341102016851075,4,4,256,RS,8,False,True,False,2048,2048,False,26,1,27,256,1,10,512,1,14,7.081465,2,True,0.7217786122801091,True,7.528819798314892
12,8,1,128,False,2,1,32,256,1024,26,13.603206105745489,256,8,2048,RS,2,False,False,False,2048,2048,False,1,10,13,32,32,10,512,1,22,13.60703,2,True,0.006169611008807914,True,13.610853894254511
13,8,2,256,False,8,8,16,64,32,1,4.908904621618466,32,128,2,RS,4,True,False,False,1,2048,False,1,15,27,2048,1,10,1,1,30,4.919679,8,True,0.017383776603488714,True,4.930453378381535
14,8,8,2048,False,4,4,1,4,512,8,7.325161021470809,4,1,1,RS,1,False,True,False,64,512,True,1,21,1,4,8,10,256,23,1,7.330674,2,False,0.008894841426354893,True,7.3361869785291915
15,1,8,128,False,1,32,1,1,1,17,5.38783150483133,4,128,256,RS,1,True,True,False,32,1,False,17,2,1,1,2,10,1,11,1,5.388002999999999,16,False,0.00027669658472772603,True,5.388174495168669
16,1,1,8,False,16,4,8,4,2048,15,10.629676396758718,64,8,16,RS,4,False,True,True,2048,2048,False,9,8,1,1024,1,10,1024,11,1,10.633099999999999,2,False,0.005523766830705425,True,10.63652360324128
17,8,1,1,False,2,1,2,4,32,1,10.273244193212836,128,32,128,RS,2,False,True,False,2048,1,True,13,16,1,32,2,10,512,21,18,10.283199999999999,2,False,0.0160630632196974,True,10.293155806787162
18,16,4,1024,False,2,16,512,128,2048,1,2.3956609009885255,1,1,8,RS,2,True,True,False,32,512,True,9,3,1,64,2,10,1,2,12,2.402175,4,True,0.010510085870248683,True,2.408689099011475
19,1,2,2048,False,4,128,32,4,2048,1,5.434380547770483,4,64,1024,RS,2,False,False,True,256,1,False,16,14,1,2048,2,10,128,22,29,5.438852,16,True,0.007214404757150821,True,5.443323452229516
20,1,2,2048,False,2,32,4,64,512,20,3.700922133296399,2,1,16,RS,2,True,False,True,1,512,True,1,29,20,128,8,10,1024,1,27,3.7424929999999996,2,True,0.06707195852962702,True,3.7840638667036
21,2,1,4,False,8,128,2,32,2,25,10.673124424254642,2,1,4,RS,2,False,True,False,2,1,True,15,21,1,1,16,10,2048,17,1,10.88142,4,True,0.336071709014609,True,11.089715575745359
22,4,16,256,False,1,8,256,8,512,16,4.334493437607398,32,128,2,RS,1,False,True,True,128,256,True,2,1,27,2048,1,10,8,1,20,4.36473,2,True,0.048784776928873966,True,4.394966562392602
23,2,4,1024,False,4,8,1024,1,1,8,8.386322361553397,512,4,4,RS,1,True,True,False,1,64,True,1,7,5,1,2,10,32,13,1,8.388459,2,False,0.0034473307065032983,True,8.390595638446602
24,2,32,1,False,1,2,1024,4,2048,25,1.9550730678390806,64,2,2,RS,2,True,False,True,64,512,True,11,1,27,8,16,10,8,7,1,1.9746340000000004,4,True,0.03156032420619283,True,1.9941949321609203
25,1,16,1,False,2,4,32,8,512,2,4.337783208454389,1,4,512,RS,8,False,True,False,64,512,True,23,18,1,1024,2,10,1,2,1,4.3427869999999995,2,False,0.00807330050227302,True,4.34779079154561
