id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,False,8,1024,4,16,4.739797426517142,False,RS,True,1,24,32,True,10,2048,9,1,16,2,0.00012515989773083638,4.739875,True,2,2,1,4.739952573482857,16
2,True,False,128,1,16,4,6.737219511013119,False,RS,False,3,1,2048,True,10,512,13,1,2,1,0.001565822467586792,6.73819,True,16,128,16,6.739160488986881,128
3,True,True,256,1024,2,2,6.401941590683874,False,RS,False,14,1,1,True,10,2048,1,20,16,4,0.010018488359029052,6.408151000000001,True,8,4,16,6.414360409316128,1
4,True,True,512,256,2,4,5.823599638502188,False,RS,False,1,4,256,True,10,2048,20,1,4,1,0.0001070700705145217,5.823666000000001,True,256,4,2,5.8237323614978145,256
5,True,False,4,128,4,16,4.382195849088891,False,RS,False,1,22,1,True,10,2048,26,1,2,2,0.0009247426669078047,4.382769000000001,True,1,8,4,4.38334215091111,512
6,False,False,2,128,2,4,5.960046774596717,False,RS,False,1,20,8,True,10,2048,1,16,16,2,0.00019720294115462084,5.9601690000000005,True,2,1024,64,5.960291225403284,2048
7,False,False,8,1024,2,16,5.841652563588341,False,RS,True,26,1,512,True,10,64,10,1,2,8,0.00013945967159000361,5.841739,True,32,2,8,5.841825436411658,1024
8,True,True,4,64,4,2,4.409563895303493,False,RS,False,16,1,32,True,10,2048,1,26,4,2,0.0018459404107390878,4.410708,True,4,2,64,4.411852104696506,1024
9,True,False,512,64,4,32,6.331856432499384,False,RS,False,1,1,2048,True,10,512,1,26,2,8,0.0012497155676391616,6.332631,True,2,16,4,6.333405567500616,1024
10,True,False,8,64,16,1,8.02530613561583,False,RS,False,27,1,32,False,10,128,1,16,32,1,0.0006935589376542761,8.025735999999998,True,32,1,16,8.026165864384167,64
11,True,True,8,1,1,2,4.862727278023663,False,RS,True,1,19,2048,True,10,1,1,17,2,8,0.0009175968613720178,4.863296,True,256,16,4,4.863864721976337,64
12,True,True,8,64,2,16,6.874743659722116,False,RS,True,1,15,2048,False,10,2048,1,1,16,8,0.0007879060857741307,6.875232000000001,True,1024,16,2,6.875720340277887,512
13,True,True,512,256,4,16,4.389133252251694,False,RS,True,1,1,32,False,10,2048,27,1,32,4,0.00034325500724684515,4.389346,True,32,4,8,4.389558747748305,1024
14,True,True,8,32,8,2,4.567879331349074,False,RS,True,1,3,1024,False,10,1024,1,22,1,1,0.00013015375522834816,4.56796,True,1024,1,1,4.5680406686509265,1024
15,True,True,4,1024,1,1,6.336415252042703,False,RS,True,1,28,128,True,10,256,1,22,1,8,0.00015932357013328916,6.336514,True,1,1024,128,6.336612747957298,1
16,False,False,16,32,8,16,5.897388518332168,False,RS,False,23,1,128,True,10,2048,1,26,2,32,9.91967741412464e-05,5.897450000000001,True,2,4,1,5.897511481667834,1
17,True,False,512,1024,32,2,6.316358455260358,False,RS,True,1,20,512,True,10,2048,23,1,32,2,0.022179178636730565,6.330105,True,128,4,256,6.343851544739641,16
18,True,True,1024,2048,1,1,6.57793500690868,False,RS,False,15,1,16,False,10,1024,1,27,16,8,0.0115683293953793,6.585104999999999,True,4,8,256,6.592274993091317,256
19,False,False,4,1,4,8,5.876555626125847,False,RS,False,1,5,512,False,10,128,1,11,2,32,0.00017162750362326423,5.876662,True,512,512,2048,5.876768373874152,1024
20,True,False,2,1,32,4,5.847456481653199,False,RS,False,1,18,1,False,10,2048,1,5,4,8,0.00290986253970874,5.84926,True,2048,4,1,5.851063518346801,32
21,True,False,2048,512,8,1,7.454873319813093,False,RS,True,1,15,1,True,10,1,1,18,2,32,0.0011514777462027655,7.4555869999999995,True,64,4,4,7.456300680186906,8
22,True,False,1,1024,2,2,5.8286711726814255,False,RS,True,19,1,128,False,10,512,1,18,1,1,0.012089201958772954,5.836163999999999,True,64,32,1024,5.843656827318573,2048
23,False,True,1,2048,1,32,11.206386220119192,False,RS,False,16,1,1024,False,10,1024,16,1,4,4,0.0005223983154644337,11.206710000000001,True,16,32,2,11.20703377988081,2048
24,False,False,4,512,8,4,5.902802907570089,False,RS,True,28,1,128,False,10,256,5,1,1,16,0.00015665248162730994,5.9029,True,128,16,16,5.902997092429911,1024
25,False,True,2,8,32,2,4.5888832432556255,False,RS,False,3,1,1,False,10,1,29,1,4,8,0.0005223609862920992,4.589206999999999,True,2048,8,4,4.589530756744373,256
26,False,False,16,32,4,32,6.011051501652567,False,RS,True,1,21,128,False,10,512,23,1,4,16,0.00016698802352276332,6.0111550000000005,True,128,32,32,6.011258498347434,1
