id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,1,8,16,4,34.974090611121746,1,8,RS,4,False,128,1,8,25,19,False,False,10,0.09564353663473658,35.03337,True,False,35.09264938887825
2,1,1,1,16,1.627262680028218,256,2048,RS,32,False,1,17,64,1,19,True,False,10,0.10511591183545907,1.6924129999999997,True,True,1.7575633199717815
3,4,1,8,4,1.0862006389693966,1,2,RS,1,True,512,16,8,1,24,False,False,10,1.8330302779846536e-05,1.0862120000000002,True,False,1.0862233610306038
4,1,8,1,1,1.5628562349215152,8,1,RS,1,True,1024,22,512,22,1,False,False,10,0.005945134901749493,1.566541,True,True,1.5702257650784848
5,32,1024,2,2,0.865442323377619,8,1,RS,1,False,32,1,64,8,9,True,False,10,0.11024624764789048,0.9337724,True,True,1.002102476622381
6,2,1024,4,4,1.0821476283025058,4,1024,RS,1,True,128,19,1,27,1,True,False,10,3.448187929910681e-05,1.082169,True,False,1.082190371697494
7,32,1024,1,2,inf,2,128,RS,32,False,1024,21,1024,1,16,True,False,1,inf,inf,False,False,inf
8,8,1024,8,4,1.1798244198605703,1,64,RS,256,True,64,1,2048,6,30,False,False,10,0.006175557950501337,1.183652,True,True,1.1874795801394296
9,1,1024,32,2,2.9141154579517634,2,2,RS,16,True,64,19,256,1,8,True,False,10,0.0024145757391310294,2.915612,True,True,2.9171085420482363
10,16,2048,2,1,0.9600828119848706,4,256,RS,32,True,8,17,256,1,23,False,False,10,0.010588965178902045,0.9666458,True,True,0.9732087880151294
11,16,512,1,2,0.754538959671673,1,128,RS,8,True,32,25,8,1,30,False,False,10,3.281783051940184e-05,0.7545592999999999,True,False,0.7545796403283269
12,16,1,2,4,2.9707632263738084,1,4,RS,2,False,64,1,16,30,19,True,False,10,0.00014807092894959478,2.9708550000000002,True,False,2.970946773626192
13,16,16,4,1,1.7962388696233587,1024,1,RS,2,True,1024,3,2,1,21,True,False,10,4.0546269865401965e-05,1.7962639999999996,True,False,1.7962891303766406
14,4,1,8,2,1.8256293636360543,64,32,RS,64,False,256,1,256,29,15,False,False,10,0.003924904584827492,1.8280619999999999,True,True,1.8304946363639454
15,4,2048,2,2,27.411733618786783,16,8,RS,2,True,1,13,4,1,7,True,False,10,7.483314773530442e-05,27.41178,True,False,27.411826381213217
16,2,32,1,1,2.8034385186600095,2,4,RS,2048,True,1,1,2048,12,11,False,False,10,0.0010414432293697634,2.804084,True,False,2.8047294813399906
17,1,128,4,8,1.462352469549189,64,2,RS,32,False,1024,7,256,1,29,False,False,10,2.8284271247450938e-05,1.4623700000000004,True,False,1.4623875304508118
18,8,32,2,2,1.2735879209632732,64,1,RS,4,True,1,21,1,1,17,True,False,10,2.2715633383218925e-05,1.273602,True,False,1.2736160790367266
19,2,4,32,2,3.056556026093024,128,1,RS,64,False,2048,2,1024,1,6,False,False,10,0.0035462915841764126,3.058754,True,True,3.060951973906976
20,1,256,2,1,1.6911168258432774,1024,256,RS,1,False,1,5,4,14,1,False,False,10,2.6095976701433747e-05,1.691133,True,False,1.6911491741567226
21,1,64,8,8,2.833147167135961,4,8,RS,64,False,128,14,64,11,1,True,False,10,0.16544958820136113,2.935692,True,True,3.038236832864039
22,1,512,2,8,2.842983982392715,64,16,RS,4,False,512,1,1024,29,24,True,False,10,0.0018490267710339313,2.84413,True,True,2.8452760176072847
23,32,32,2,1,0.2796175081995763,32,1,RS,1,False,512,1,16,19,20,True,False,10,0.01680715600718933,0.29003450000000003,True,True,0.30045149180042374
24,2,64,1,32,2.1077620420067076,4,32,RS,16,False,32,10,256,3,1,True,False,10,0.0018295693482346996,2.108896,True,True,2.1100299579932926
25,8,1,1,4,1.091444346501287,64,512,RS,16,True,1024,20,64,7,1,False,False,10,0.07701199753285198,1.139176,True,True,1.1869076534987129
26,2,1024,2,16,inf,8,2,RS,4,True,64,28,64,29,1,True,False,1,inf,inf,False,True,inf
27,16,8,1,4,2.794155973809626,4,2,RS,1,True,256,28,512,1,11,False,False,10,3.2310988842842774e-05,2.7941759999999998,True,False,2.7941960261903733
28,4,2,4,4,1.079290034408092,256,1,RS,2,True,256,3,64,1,19,False,False,10,3.544009029335785e-05,1.0793120000000003,True,False,1.0793339655919085
29,16,512,1,1,inf,32,16,RS,32,False,512,14,2048,1,5,True,False,1,inf,inf,False,False,inf
30,2,64,1,4,1.3616195440751013,2,64,RS,4,True,8,1,128,13,18,False,False,10,0.2523535165219617,1.5180270000000002,True,True,1.6744344559248991
31,2,2,16,1,0.8018539264684377,1,1,RS,8,False,1,9,32,22,1,False,False,10,0.20695837631130082,0.9301256999999999,True,True,1.0583974735315622
32,8,1,2,1,0.10923735788529182,2,64,RS,4,True,16,1,4,23,3,True,False,10,0.00916148374664279,0.1149156,True,True,0.1205938421147082
33,8,1024,2,2,1.255935946972457,2,512,RS,128,True,8,1,128,28,18,True,False,10,3.074085229786349e-05,1.255955,True,False,1.255974053027543
34,2,64,16,2,3.0311579299554228,32,4,RS,256,False,1,17,1,8,1,True,False,10,9.04654630231878e-05,3.031214,True,False,3.031270070044577
35,2,256,32,2,1.3124503033124033,32,256,RS,128,True,256,1,256,12,19,True,False,10,3.6619666847217876e-05,1.3124729999999998,True,False,1.3124956966875962
36,2,1024,4,2,1.0748280460328836,4,256,RS,2,True,32,28,2048,1,24,True,False,10,4.026164427836185e-05,1.0748529999999998,True,False,1.074877953967116
37,2,128,1,4,2.5699450912735347,64,8,RS,32,False,128,12,32,1,20,False,False,10,0.9765727009393619,3.1752199999999995,True,True,3.7804949087264643
38,32,1,2,1,0.5762841207439182,256,512,RS,16,True,256,1,64,25,18,False,False,10,0.04033426851313906,0.6012831000000001,True,True,0.6262820792560819
39,1,2048,1,4,0.6524133572136065,256,2,RS,16,True,512,11,256,1,28,True,False,10,0.007183088850905308,0.6568653999999999,True,True,0.6613174427863934
40,2,64,2,32,1.5625117065461949,64,4,RS,16,False,128,8,512,1,3,False,False,10,3.1128764832544544e-05,1.562531,True,False,1.562550293453805
41,8,1,1,4,0.9594508364088442,16,1024,RS,32,False,32,28,2048,1,16,False,False,10,0.004339117693725302,0.9621402,True,True,0.9648295635911558
42,4,1,1,4,1.0864216139080765,8,2048,RS,32,True,1,4,512,16,1,False,False,10,2.9664793948359923e-05,1.08644,True,False,1.0864583860919237
43,2,1,4,16,3.257180972490834,2,64,RS,8,False,1024,1,16,18,22,False,False,10,0.00026142111620915863,3.257343,True,False,3.257505027509166
44,4,1024,1,8,0.7470969474374362,512,512,RS,2,True,1024,1,128,16,9,False,False,10,2.4447699278249375e-05,0.7471121000000001,True,False,0.747127252562564
45,2,4,2,4,1.460491280683525,1,4,RS,16,True,32,29,128,1,6,False,False,10,2.374868417408556e-05,1.4605059999999999,True,False,1.4605207193164746
46,2,1,2,8,inf,8,2,RS,256,False,2048,1,512,18,10,True,False,1,inf,inf,False,False,inf
47,8,1024,4,1,0.11636433703708646,128,16,RS,8,True,128,26,8,1,13,False,False,10,0.01037272425209501,0.1227933,True,True,0.12922226296291353
48,32,2048,2,1,1.720651033265662,1,4,RS,2,False,128,15,64,1,28,False,False,10,0.15659203716664524,1.8177059999999998,True,True,1.9147609667343377
49,2,256,1,2,19.40185703074516,256,16,RS,2,True,2048,18,4,1,26,False,False,10,0.00014999999999965044,19.401950000000003,True,False,19.402042969254847
50,16,64,4,1,1.7801974492505586,256,2,RS,16,False,1024,1,1,11,18,False,False,10,0.0031341825090443975,1.78214,True,False,1.7840825507494416
51,2,1024,32,1,1.7097932749041456,32,128,RS,64,True,512,1,512,8,12,False,False,10,0.0031151025665297114,1.7117239999999998,True,True,1.713654725095854
52,4,64,2,16,1.343968261342144,64,32,RS,2,True,64,18,4,23,1,False,False,10,0.0004013240585860652,1.344217,True,False,1.344465738657856
53,2,1,1,2,1.0825563105829008,1024,1024,RS,128,True,1024,15,128,9,1,False,False,10,0.008460360512413168,1.0878,True,True,1.0930436894170994
54,2,2,1,1,1.6257861626099457,4,1,RS,256,False,4,16,1024,1,5,False,False,10,2.071231517718501e-05,1.625799,True,False,1.6258118373900543
55,1,2048,2,16,1.552441772349594,16,2048,RS,32,False,256,2,2048,18,1,True,False,10,0.009790700689940425,1.5585099999999998,True,True,1.5645782276504057
56,8,2048,1,2,inf,32,512,RS,16,False,64,29,1024,1,24,False,False,1,inf,inf,False,False,inf
57,1,1,1,32,inf,2,128,RS,8,False,256,16,512,22,1,True,False,1,inf,inf,False,False,inf
58,2,8,2,4,2.7535037949881875,1024,1,RS,1,False,2048,1,512,11,26,True,False,10,0.002305931698901798,2.7549330000000003,True,True,2.756362205011813
