id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,8,64,RS,1,4,False,32,32,0.00025895173295425767,True,1,32,1,False,2.065691503002309,2,8,2048,64,True,False,True,4,True,8,False,2048,False,4,8,512,False,16,1,16,1,16,1,8,False,10,2.066012496997692,16,2.0658520000000005,4,1,8,True,32,512,16,512,True,12,1,32,1
2,16,256,RS,8,2,False,4,4,0.00014050266901375325,False,32,512,16,False,3.8993259171437202,256,4,1,32,False,True,False,64,False,4,True,2048,False,8,1,256,True,12,1,8,1,12,12,1,False,10,3.8995000828562807,8,3.8994130000000005,16,2,1,True,64,256,16,2048,False,4,1,1,1
3,2,256,RS,32,2,False,2,1,0.00012762836675285353,True,2,2,4,False,3.458119896572306,16,64,2,256,True,False,False,16,False,8,True,2048,False,16,12,32,True,1,1,1,1,12,4,1,False,10,3.458278103427695,12,3.4581990000000005,1,4,4,True,1024,512,1,2,True,1,16,1,8
4,512,32,RS,2,2,True,1,1,8.772684879784894e-05,True,512,4,16,True,3.538187627334915,128,1,1024,2048,True,False,True,128,True,32,True,1,False,4,1,128,True,4,1,1,4,8,12,1,False,10,3.538296372665084,4,3.5382419999999994,16,2,4,True,256,8,1,256,False,8,4,4,1
5,16,16,RS,4,1,False,2,16,0.00093815830220701,False,256,2,1,True,2.181111534144777,2,1,1,512,False,True,False,16,True,8,False,64,False,8,16,1024,True,12,1,12,1,4,1,8,False,10,2.1822744658552233,4,2.181693,8,4,8,True,16,128,16,1,True,1,32,2,16
6,2,512,RS,8,2,False,4,2048,0.0008142088184243466,True,4,512,1,False,3.341497357419082,2,128,256,128,True,True,True,512,True,1,True,64,False,4,8,16,False,12,1,16,1,8,1,12,False,10,3.342506642580918,4,3.342002,1,1,8,True,512,1,1,2048,False,16,4,8,1
7,128,256,RS,2,8,False,2,256,0.0006045403212359102,True,1,16,2,False,3.45303430891207,32,128,512,2048,True,False,True,16,False,128,False,256,False,1,4,1,False,16,1,1,8,16,16,1,False,10,3.4537836910879296,1,3.4534089999999997,12,8,4,True,32,1024,4,16,False,1,1,1,4
8,16,2048,RS,2,4,True,4,2,7.186097689289278e-05,False,32,32,16,False,2.357689460923505,128,32,128,64,True,True,False,1,True,2,False,16,False,12,1,512,True,1,12,16,1,1,16,1,False,10,2.3577785390764947,16,2.3577339999999998,4,16,1,True,128,2,8,2048,True,1,16,2,1
9,32,64,RS,32,1,False,1,1,0.0003807308760791393,True,16,16,4,True,2.0799820248943606,16,64,256,256,True,False,True,256,True,32,True,128,True,1,12,64,True,1,16,1,1,4,1,1,False,10,2.0804539751056383,12,2.0802179999999995,12,1,1,True,256,4,1,128,True,12,8,4,1
10,2,64,RS,8,1,True,2,16,0.00021932624102009485,False,64,16,8,False,1.7803980626853617,128,32,512,2048,True,False,True,2,True,16,False,1024,False,1,8,1,False,4,1,1,1,12,4,1,False,10,1.7806699373146384,12,1.780534,8,4,32,True,4,256,12,32,True,1,8,4,1
11,128,128,RS,8,32,False,1,2,0.0002443685740842878,True,2,8,2,True,5.040510541571732,2,64,256,2,False,False,True,32,False,1,False,64,True,4,4,32,False,1,8,4,1,4,1,8,False,10,5.040813458428269,8,5.040662,16,32,1,True,1024,1,12,512,False,16,8,1,1
12,32,2048,RS,16,8,True,4,128,0.00011487384384624014,True,2,8,1,False,2.2280668017622425,2,1,1024,16,True,True,False,32,False,1,False,64,True,16,4,512,True,1,16,12,1,1,16,1,False,10,2.2282091982377574,1,2.228138,4,1,2,True,128,2048,1,64,True,4,1,32,1
13,64,1,RS,1,16,False,8,128,0.00018525927777029907,False,256,8,16,False,5.30394217721995,256,4,2048,512,False,False,True,4,True,1,False,512,True,12,16,1,True,1,4,1,12,1,4,1,False,10,5.3041718227800505,1,5.304057,8,8,4,True,256,1,8,16,False,4,4,16,1
14,32,256,RS,32,2,False,32,128,0.00041246696837440416,True,256,2048,1,True,3.3223653550220114,4,128,512,1,False,False,False,16,True,1,True,16,True,16,16,4,True,1,12,4,1,4,1,12,False,10,3.3228766449779874,1,3.3226209999999994,16,4,1,True,64,128,8,2048,False,8,8,16,1
15,8,512,RS,2,2,False,2,256,0.0001757156794369356,False,4,128,32,True,2.194159092294787,32,256,1024,32,False,True,True,1,False,16,False,64,False,16,8,32,False,1,4,16,1,16,1,8,False,10,2.1943769077052133,1,2.194268,12,2,16,True,128,2048,4,2048,True,1,4,32,12
16,8,64,RS,8,1,False,32,1,0.00011045813686646108,False,4,16,1,True,2.7041545385954926,16,8,16,2048,False,False,False,256,False,32,True,256,True,16,12,1024,True,1,1,1,1,1,1,12,False,10,2.704291461404508,1,2.7042230000000003,16,4,16,True,512,2048,12,16,False,8,32,2,1
17,8,1024,RS,1,1,False,32,8,0.00041656812167997504,False,32,1,2,True,2.2819728131475663,2,256,512,64,False,False,False,512,True,1024,True,2048,True,4,8,256,False,1,1,12,1,16,4,1,False,10,2.2824891868524335,16,2.282231,4,1,8,True,2048,2048,8,4,True,1,16,2,4
18,4,16,RS,4,1,False,4,64,0.000500003999984027,False,1,1,1,True,3.1146761000046777,4,16,2048,512,False,True,False,4,False,2048,False,1,True,12,4,32,False,8,1,16,1,12,12,1,False,10,3.1152958999953224,8,3.114986,4,4,2,True,16,256,1,8,False,16,4,32,1
19,16,1024,RS,1,32,False,1,2,0.004836581540716469,True,16,16,8,False,5.115435310787729,64,16,2048,1024,True,False,True,2,False,1,False,64,False,1,16,2048,False,1,16,1,4,16,1,4,False,10,5.121430689212272,8,5.1184330000000005,1,2,32,True,8,128,4,1,False,1,2,8,4
20,1024,1,RS,2,2,False,1,4,0.0002466677927902075,True,16,1,4,False,1.710272116527399,4,32,1024,1,True,False,True,256,False,512,True,1024,False,8,4,64,False,1,16,1,1,12,1,1,False,10,1.710577883472601,8,1.710425,4,2,1,True,1024,8,4,512,True,1,16,4,12
21,1,2048,RS,4,8,True,2,2,0.002289311905354974,True,512,2,1,True,1.9664700958536654,256,1,8,2048,False,False,True,2,True,1,False,64,False,4,1,1,False,4,1,16,1,8,12,1,False,10,1.9693079041463346,4,1.967889,16,4,1,True,1024,128,8,32,True,16,2,8,1
22,2,32,RS,1,1,False,32,64,0.00016815469068690643,True,128,128,16,True,3.6980937785580537,16,1,1,512,False,False,False,16,True,1,False,16,True,16,4,16,False,1,12,4,1,4,1,4,False,10,3.6983022214419465,8,3.698198,1,16,2,True,1,256,1,2048,False,1,32,2,1
23,256,128,RS,4,16,True,8,64,0.00396234841981375,False,1024,1,2,False,2.9991491561331394,8,2,2048,1024,True,True,True,8,False,4,False,64,False,8,1,8,True,12,1,1,8,8,16,1,False,10,3.00406084386686,16,3.0016049999999996,8,1,32,True,128,256,4,2048,True,1,8,1,16
24,8,32,RS,1,8,False,8,2,0.0003245689449100159,True,16,128,32,True,2.622973833780305,256,2,2048,256,True,False,True,16,False,8,False,512,False,12,1,2048,False,1,8,1,4,4,8,1,False,10,2.6233761662196957,4,2.6231750000000003,8,16,4,True,16,4,4,1,True,12,1,16,1
25,1024,128,RS,32,4,False,8,64,0.00013958868148957078,False,2,16,4,True,3.7096184836286463,2,2,1,64,True,False,False,1024,True,8,True,64,False,12,1,8,True,16,1,1,12,1,1,12,False,10,3.709791516371353,16,3.7097049999999996,8,4,4,True,1,128,16,2048,False,4,32,2,1
26,2,128,RS,1,16,False,2,4,0.001411938029801648,True,1,1,16,True,2.5846938878232075,16,32,32,2,False,True,False,8,False,16,False,512,True,16,16,64,False,1,1,1,16,16,1,4,False,10,2.5864441121767934,4,2.5855690000000005,12,4,4,True,256,256,8,16,True,1,16,8,1
27,8,128,RS,16,1,True,4,2,0.002001164910745714,False,4,64,2,True,3.8190366879294975,2,2,2048,1,False,True,True,512,False,64,False,2048,False,4,4,1,True,8,1,1,12,16,8,1,False,10,3.8215173120705024,12,3.820277,16,4,32,True,1024,8,4,1,True,1,4,32,8
28,4,256,RS,2,8,True,16,16,0.0001734041521994103,True,2,64,32,True,2.5444815249678863,32,2,64,2,True,False,True,2,False,1024,True,1,False,8,4,32,True,1,12,8,1,4,1,12,False,10,2.544696475032115,8,2.5445890000000007,4,16,2,True,256,16,1,512,True,4,4,32,1
29,2,128,RS,4,16,True,4,4,0.001998929713621771,True,64,16,2,False,3.6051210732935712,16,4,4,1,False,True,True,32,True,16,False,256,True,4,12,128,False,16,1,12,1,4,1,16,False,10,3.607598926706429,12,3.60636,4,2,8,True,2048,1,8,256,False,1,32,2,8
30,512,2048,RS,2,16,True,4,1024,0.00048174785936218507,False,8,2,1,False,2.142194415069944,4,1024,512,64,False,True,True,32,False,512,True,512,False,4,12,1024,True,4,1,4,1,8,12,1,False,10,2.142791584930056,16,2.142493,1,1,16,True,1024,2048,1,1,True,4,4,2,1
31,2,512,RS,16,16,True,2,32,0.0003485053801593829,True,4,8,8,True,2.067241998096646,16,1,8,512,True,True,True,8,False,512,True,1,True,4,1,2048,True,1,16,12,1,12,1,16,False,10,2.0676740019033546,8,2.0674580000000002,16,16,4,True,8,2048,12,8,True,12,8,8,1
32,8,128,RS,1,4,True,4,4,0.0003578882507152852,False,64,8,32,True,2.4581321826400866,1,32,16,256,False,True,True,1,True,1,False,1,False,1,12,2048,False,1,8,1,1,1,12,1,False,10,2.4585758173599133,1,2.458354,16,1,4,True,8,8,12,16,True,1,16,2,4
33,8,16,RS,2,2,False,16,2,0.0006192164403502247,True,16,256,16,True,2.6949352127263495,2,8,8,128,False,False,True,32,True,16,False,128,False,12,1,2048,True,4,1,8,1,8,12,1,False,10,2.6957027872736505,8,2.695319,16,2,16,True,32,8,16,1024,True,8,2,32,1
34,64,1024,RS,2,2,True,8,16,0.00046366474957678625,False,4,2048,32,True,4.317677622891558,64,128,256,512,True,True,True,2,False,128,False,512,True,1,1,1,True,8,1,4,1,16,8,1,False,10,4.3182523771084425,12,4.317965,4,2,32,True,2048,64,16,1,False,16,2,1,1
35,1024,64,RS,1,2,False,2,2048,0.0016063436743113712,False,16,128,1,True,3.146014396170488,2,1,1024,64,True,True,True,64,False,256,False,1,True,12,12,256,False,1,8,1,1,8,1,4,False,10,3.1480056038295126,12,3.1470100000000003,8,1,4,True,2048,2048,12,1024,False,4,4,32,1
36,8,1,RS,2,8,False,2,2048,0.001208096022673697,True,32,16,1,True,1.8491232280866001,4,16,1024,128,True,False,False,1024,True,2,False,8,True,12,16,128,True,12,1,1,8,4,1,12,False,10,1.8506207719134002,4,1.8498720000000002,4,4,16,True,1024,1,12,128,True,12,1,8,1
37,4,512,RS,8,2,False,1,2,0.0004987143470966591,True,8,2,2,True,2.28489289932513,4,8,1,1024,True,True,False,8,False,1,True,1024,True,8,8,4,False,12,1,1,8,8,16,1,False,10,2.285511100674869,12,2.2852019999999995,8,4,16,True,64,8,16,1024,True,8,1,4,1
38,32,2048,RS,8,8,False,8,8,0.0024110155536619833,True,2,4,4,False,2.7268476645370314,32,256,32,16,False,True,False,256,True,16,False,256,False,8,8,2048,False,1,1,12,1,12,8,1,False,10,2.7298363354629687,16,2.728342,12,1,8,True,512,32,12,1,True,16,2,1,1
39,16,256,RS,16,16,False,4,8,0.0005048603767380029,False,2,64,2,False,3.7913510900464904,2,2,1,1,False,False,False,4,False,8,True,16,True,16,4,128,True,12,1,12,1,16,1,12,False,10,3.7919769099535094,1,3.791664,4,8,2,True,16,256,1,1,True,8,32,4,1
40,64,2048,RS,2,8,True,4,8,0.0001371130920080835,False,1,512,32,False,4.16568501798671,16,4,2048,2048,False,False,True,16,False,16,False,128,False,8,8,16,True,16,1,4,1,1,8,1,False,10,4.165854982013291,1,4.16577,4,32,1,True,64,1,16,1024,False,1,32,1,1
41,128,8,RS,2,4,True,4,16,9.703607576567525e-05,False,8,64,2,False,2.541897857522286,512,2,256,1024,False,True,True,2,True,32,False,256,True,1,1,2048,False,1,12,1,16,8,1,12,False,10,2.542018142477714,4,2.541958,8,1,8,True,1,16,12,512,True,1,2,32,4
42,128,1024,RS,4,2,False,16,512,0.0006881634980148271,False,128,256,32,False,2.196244479682517,128,128,1,1,False,True,False,2,True,16,True,16,False,12,1,1,True,16,1,12,1,8,8,1,False,10,2.1970975203174827,8,2.196671,16,1,32,True,2048,1,12,2048,True,1,4,1,1
43,1024,512,RS,1,8,True,8,512,0.0017962516527480314,True,2,128,16,True,1.9259766921488577,512,1,1,64,True,True,True,4,True,8,False,1,True,12,4,512,False,8,1,1,1,1,1,16,False,10,1.9282033078511418,16,1.9270899999999997,16,8,2,True,1,512,1,1,True,8,8,8,1
