id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,True,False,32,64,4,32,5.974722379093931,False,DLMT,False,30,1,2048,True,10,64,24,1,2,1,0.001143314917247194,5.975431,True,1,32,64,5.9761396209060695,1
2,False,True,2,64,2,8,6.186911793268239,False,DLMT,False,29,1,1,True,10,2,1,27,16,2,6.164414002973341e-05,6.18695,True,8,128,8,6.186988206731762,2048
3,True,False,4,8,2,32,5.824448890392312,False,DLMT,False,1,14,32,True,10,256,1,18,1,4,8.246211251230104e-05,5.8245000000000005,True,4,4,8,5.824551109607689,4
4,False,False,8,256,2,1,6.789961709638379,False,DLMT,False,1,12,256,False,10,128,19,1,4,32,0.00015213152204591456,6.790056,True,16,8,256,6.790150290361621,64
5,False,True,32,2048,1,8,4.770060324062672,False,DLMT,True,6,1,16,True,10,1024,1,21,2,16,6.88549199405489e-05,4.770103000000001,True,4,2,2,4.7701456759373295,32
6,False,False,4,8,1,2,5.946234452135535,False,DLMT,True,5,1,2048,True,10,4,5,1,8,1,0.0001267320006942856,5.946312999999999,True,1,512,1,5.946391547864463,512
7,False,False,4,2048,16,1,5.8525024274268045,False,DLMT,True,1,7,16,True,10,4,16,1,2,2,0.0004994757251359905,5.852812,True,4,256,2048,5.853121572573196,1
8,True,False,256,32,1,2,5.834909841067093,False,DLMT,False,28,1,1,True,10,2048,24,1,8,4,0.0001212641744291691,5.8349850000000005,True,8,1,2,5.835060158932908,1
9,True,False,64,128,2,8,7.376075230171444,False,DLMT,False,1,14,64,False,10,1,5,1,32,2,0.022316683915850895,7.389906999999999,True,2,256,128,7.403738769828554,1
10,True,True,128,512,8,8,5.860056875274828,False,DLMT,False,1,18,2,False,10,2048,1,25,32,4,0.00026803171454136955,5.860223,True,2,256,8,5.860389124725173,512
11,False,False,512,8,8,1,7.178886240300724,False,DLMT,True,26,1,1024,False,10,1024,1,29,8,1,0.00016418282492396347,7.178988000000001,True,64,1,8,7.179089759699279,256
12,False,False,16,512,1,2,4.393567640615059,False,DLMT,False,12,1,1024,True,10,1,1,10,2,2,0.00014256226709775526,4.393656,True,8,2048,1,4.393744359384941,1
13,True,True,1024,64,16,4,6.564539127886245,False,DLMT,False,1,13,512,False,10,2048,1,28,16,4,0.011384202431439897,6.571595,True,4,2,32,6.578650872113756,32
14,False,True,256,4,2,4,6.20330064280016,False,DLMT,True,28,1,64,True,10,2048,19,1,4,32,5.866003750431997e-05,6.203337,True,1,1,2,6.20337335719984,256
15,False,True,2048,2048,8,16,7.527026461079119,False,DLMT,True,14,1,1,False,10,1,1,3,8,8,0.0001557594298910391,7.5271230000000005,True,64,32,1024,7.527219538920882,32
16,True,False,4,64,1,8,6.016231422060894,False,DLMT,False,1,20,1024,True,10,2048,15,1,2,32,0.001328790803700793,6.017055,True,16,4,64,6.017878577939106,1024
17,False,False,1024,16,8,16,6.56084275706082,False,DLMT,True,12,1,1,False,10,2048,30,1,8,4,0.000456994529507842,6.561126,True,1024,512,1,6.561409242939179,1
18,True,True,4,32,4,4,6.674647283055682,False,DLMT,True,30,1,1,False,10,32,1,30,8,4,0.00584341073346736,6.678269,True,4,2048,32,6.681890716944318,1
