id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,16,32,1,1,32,512,inf,False,RS,2,inf,False,12,1,True,inf,True,inf,False
2,32,8,1,64,4,512,inf,False,RS,2,inf,False,17,1,False,inf,True,inf,False
3,1,2048,10,4,16,64,2.3271159999999997,False,RS,32,0.0006026143045099377,True,1,12,False,2.3267425026476687,True,2.327489497352331,True
4,16,512,10,128,64,1024,6.39118,False,RS,1,0.018051761132919907,True,1,22,False,6.379991608125468,True,6.402368391874533,False
5,32,1024,10,128,128,1,2.329264,False,RS,1,0.0004959677408863733,True,14,1,False,2.328956601658015,True,2.3295713983419843,False
6,2,2048,10,8,2,16,4.013029999999999,False,RS,16,0.0003021588985945992,True,30,1,False,4.012842723415683,True,4.013217276584315,True
7,16,8,1,2,4,64,inf,False,RS,2,inf,False,18,1,False,inf,False,inf,True
8,8,32,10,8,2,32,4.149512,False,RS,16,0.004695352595918608,True,1,30,False,4.146601843786131,False,4.152422156213868,True
9,8,256,1,64,8,2048,inf,False,RS,4,inf,False,23,1,True,inf,False,inf,False
10,1,1024,1,32,128,256,inf,False,RS,4,inf,False,1,10,True,inf,True,inf,False
11,2,2048,10,4,256,8,2.273873,False,RS,8,0.0006894062662900445,True,1,15,False,2.2734457094209137,False,2.2743002905790863,True
12,16,16,1,32,8,256,inf,False,RS,8,inf,False,28,1,True,inf,True,inf,False
13,16,1024,1,1,128,256,inf,False,RS,8,inf,False,5,1,True,inf,False,inf,False
14,4,64,10,1,32,512,1.3382830000000001,False,RS,1,0.08827238107698239,True,4,1,True,1.2835722167187913,True,1.392993783281209,True
15,16,32,1,2,8,256,inf,False,RS,2,inf,False,21,1,False,inf,False,inf,True
16,8,2048,1,16,16,1,inf,False,RS,4,inf,False,1,15,False,inf,True,inf,True
17,16,1024,10,2,32,256,1.346518,False,RS,1,0.06602267516543082,True,15,1,True,1.3055974739130083,True,1.387438526086992,True
18,32,512,1,4,1,256,inf,False,RS,2,inf,False,1,14,False,inf,False,inf,False
19,4,1024,1,128,128,1024,inf,False,RS,32,inf,False,6,1,False,inf,True,inf,True
20,16,1024,10,2,64,64,2.22611,False,RS,4,0.0004911008043161485,True,1,11,False,2.225805618161124,False,2.2264143818388757,True
21,1,16,1,1,8,2048,inf,False,RS,16,inf,False,11,1,True,inf,True,inf,False
22,32,128,1,16,4,16,inf,False,RS,4,inf,False,6,1,False,inf,False,inf,True
23,32,2048,10,128,1024,256,2.310671,False,RS,1,0.00045968358682903535,True,19,1,False,2.3103860903964515,False,2.310955909603549,False
24,1,256,10,4,8,4,1.3466069999999999,False,RS,32,0.056082312550393254,True,4,1,True,1.3118474612811144,True,1.3813665387188854,True
25,4,512,1,1,256,8,inf,False,RS,2,inf,False,1,2,True,inf,True,inf,False
26,32,1,10,2,1024,2,1.3885530000000001,False,RS,1,0.05976294504958738,True,19,1,True,1.3515122235423753,False,1.425593776457625,False
27,2,1024,10,2,128,64,2.272303,False,RS,32,0.00024062626623040165,True,1,28,False,2.2721538610355485,False,2.2724521389644514,True
28,2,1024,10,1,512,8,2.180089,False,RS,32,0.0003798802442875531,True,1,5,False,2.17985355211172,True,2.1803244478882804,False
29,1,1024,1,32,32,64,inf,False,RS,4,inf,False,1,29,False,inf,True,inf,True
30,1,128,10,16,1,128,1.4439170000000001,False,RS,32,0.051417793233471204,True,1,12,True,1.4120485071818316,False,1.4757854928181686,True
31,2,2,10,64,2,1024,4.28868,False,RS,1,0.00012743625857670893,True,15,1,False,4.2886010156399985,True,4.288758984360002,True
32,2,64,1,256,16,1024,inf,False,RS,4,inf,False,7,1,True,inf,True,inf,True
33,4,16,1,128,4,128,inf,False,RS,4,inf,False,17,1,False,inf,False,inf,True
34,8,128,1,256,8,1024,inf,False,RS,4,inf,False,1,26,True,inf,True,inf,False
35,1,1024,10,4,64,256,2.393294,False,RS,32,0.0007801563945773123,True,5,1,False,2.3928104629422204,False,2.3937775370577796,False
36,8,64,1,1,64,8,inf,False,RS,8,inf,False,17,1,True,inf,True,inf,True
37,2,1,1,8,1024,32,inf,False,RS,2,inf,False,1,22,False,inf,True,inf,False
38,4,32,1,1,4,16,inf,False,RS,16,inf,False,15,1,True,inf,False,inf,False
39,2,1024,1,256,256,256,inf,False,RS,2,inf,False,1,13,True,inf,True,inf,False
40,2,1024,10,16,32,512,1.277566,False,RS,32,0.06611058087779897,True,26,1,True,1.2365909903891712,True,1.3185410096108288,True
41,8,256,1,32,32,1024,inf,False,RS,8,inf,False,1,30,True,inf,False,inf,False
42,32,256,10,1,1,1,2.254566,False,RS,1,0.0005354661520581695,True,29,1,False,2.254234120738987,True,2.254897879261013,True
