id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,512,256,0.11372728250401526,1,256,128,1,RS,False,True,False,False,True,5,1,35,0.11376443178169901,5.6066869696382166e-05,0.11374585714285713,23,1,True,13,8
2,2048,1,256,inf,32,64,256,16,RS,False,True,True,True,True,22,1,1,inf,inf,inf,1,19,False,23,1
3,64,1024,1024,0.09267108517036061,1,128,32,32,RS,False,False,True,True,False,11,1,35,0.09271204625821082,6.181977465807667e-05,0.09269156571428572,1,14,True,8,8
4,512,64,2048,0.10883511277053182,8,128,16,512,RS,True,True,False,True,True,30,1,35,0.10896900151518246,0.00020206914557110617,0.10890205714285714,28,1,True,30,8
5,1,1024,1024,0.16544383916299002,8,32,256,64,RS,True,False,False,True,False,10,1,35,0.16552867512272426,0.00012803712471826982,0.16548625714285714,1,26,True,24,1
6,2048,64,128,0.2697591969853267,8,32,16,1,RS,False,True,False,True,False,28,1,35,0.2699318315861019,0.00026054562215567615,0.2698455142857143,22,1,True,14,1
7,64,256,1024,0.10801571811541608,8,32,256,64,RS,True,True,False,False,True,4,1,35,0.10807673902744103,9.20946983782871e-05,0.10804622857142855,6,22,True,1,8
8,1,256,1024,0.16417001746660892,8,256,64,32,RS,True,True,False,False,True,21,8,35,0.16438729681910536,0.00032792489931665196,0.16427865714285714,24,21,True,1,1
9,128,2048,2048,inf,32,512,512,64,RS,False,False,False,False,True,12,1,1,inf,inf,inf,1,2,False,28,1
10,256,64,2048,0.3019868246517076,1,512,32,16,RS,True,True,False,True,False,13,1,35,0.30206094677686385,0.00011186746531461558,0.30202388571428573,14,22,True,1,32
11,128,64,512,0.24182382049422554,1,1,1,1,RS,True,True,True,True,False,2,1,35,0.2420837795057744,0.00039233839621283137,0.24195379999999997,5,1,True,15,32
12,256,1024,2048,0.11554322884881825,1,1,256,32,RS,False,True,False,True,False,29,8,35,0.11563517115118173,0.00013876224270312242,0.11558919999999999,7,1,True,18,8
13,1024,1,512,0.14227759207129362,8,128,128,32,RS,False,True,True,False,True,5,8,35,0.14229400792870642,2.477533335511343e-05,0.14228580000000002,1,2,True,26,1
14,512,2048,512,0.18219692206309124,8,256,512,64,RS,True,True,False,True,True,22,8,35,0.18228896365119446,0.00013891208789470073,0.18224294285714285,26,25,True,1,1
15,1024,1,256,0.08933364844143939,1,64,1,512,RS,True,True,True,False,False,23,8,35,0.08935570012998918,3.3281108694247974e-05,0.08934467428571428,1,28,True,10,8
16,512,256,128,0.135654833903857,1,16,64,512,RS,True,True,False,False,True,22,1,35,0.13576179466757157,0.00016142858154235342,0.13570831428571428,1,5,True,21,32
17,128,64,1,0.11157470617920827,8,16,32,64,RS,False,False,False,True,True,13,1,35,0.11162980810650601,8.316157864822692e-05,0.11160225714285714,16,1,True,3,8
18,128,2048,1024,inf,1,256,1,1,RS,True,False,False,True,False,3,32,1,inf,inf,inf,10,1,False,18,1
19,512,2048,1,0.11757446901585923,1,256,1,32,RS,False,False,False,True,True,30,1,35,0.11769055955556933,0.0001752075294253839,0.11763251428571428,2,1,True,12,8
20,256,1024,256,0.14662421796166053,8,16,32,64,RS,True,True,True,True,True,13,8,35,0.14666172489548235,5.66066556986688e-05,0.14664297142857144,1,12,True,1,1
21,1024,1024,1024,0.1204546945266258,1,128,128,32,RS,True,False,False,True,True,11,1,35,0.12048741975908847,4.9389960146423005e-05,0.12047105714285714,18,1,True,30,8
22,512,128,256,inf,1,1,64,32,RS,False,True,False,True,True,27,32,1,inf,inf,inf,2,7,False,1,1
23,1,128,512,0.2529451493192664,1,1,32,1,RS,True,True,True,True,True,9,1,35,0.2531253078235907,0.0002719009363420327,0.25303522857142857,8,1,True,1,32
24,1024,64,1024,0.29525112609433496,8,32,32,32,RS,True,True,False,True,True,26,8,35,0.2955857310485221,0.0005049964235072382,0.2954184285714285,12,29,True,1,1
25,1,1,1024,0.10758347006506053,8,128,64,256,RS,False,False,False,False,True,23,1,35,0.10763418707779662,7.65437263321837e-05,0.10760882857142857,10,1,True,15,8
26,256,64,512,0.11084294605045444,1,256,16,64,RS,False,False,True,True,False,28,1,35,0.11086831109240267,3.82817268712497e-05,0.11085562857142855,1,11,True,9,8
27,512,512,1,0.12820817596374617,1,16,512,32,RS,False,True,False,True,False,5,8,35,0.1282741668933967,9.959560682057871e-05,0.12824117142857144,24,1,True,30,8
28,1024,64,128,0.23351465363452645,1,16,64,32,RS,True,True,True,False,True,18,8,35,0.23355174636547354,5.598152756554295e-05,0.2335332,29,1,True,17,1
29,128,256,256,0.1514402795943973,32,1,32,64,RS,False,False,True,False,False,9,1,35,0.1514976061198884,8.651901289217432e-05,0.15146894285714285,28,23,True,1,1
30,512,128,1024,inf,1,64,128,512,RS,True,True,False,True,False,9,32,1,inf,inf,inf,23,1,False,12,1
31,1024,512,2048,0.08863215705781852,8,512,128,512,RS,True,False,True,False,False,10,1,35,0.08865428865646721,3.340171155335966e-05,0.08864322285714286,11,14,True,1,8
32,1,64,64,0.17987684620688693,1,16,16,512,RS,False,True,True,True,False,20,1,35,0.1799137823645417,5.5745222180187574e-05,0.17989531428571431,13,5,True,1,1
33,2048,1,64,0.17246975224586183,1,32,64,64,RS,True,False,False,False,True,8,32,35,0.17251224775413818,6.413557069654704e-05,0.172491,8,23,True,1,1
34,1,1,512,0.19745521374490227,1,128,64,128,RS,False,False,True,True,True,27,8,35,0.1976191291122406,0.000247386278140573,0.19753717142857144,8,28,True,1,1
35,2048,2048,256,0.14840822651677749,1,32,128,512,RS,True,True,False,True,True,29,8,35,0.14846685919750824,8.849030386178556e-05,0.14843754285714286,1,13,True,14,1
36,1024,512,2048,0.1653827688480292,32,16,32,512,RS,False,False,True,False,False,22,1,35,0.165466945437685,0.0001270419824551003,0.1654248571428571,23,17,True,1,1
37,1024,2048,128,0.16250875548609464,1,16,32,1,RS,True,False,False,False,True,6,32,35,0.16280433022819105,0.0004460907878676793,0.16265654285714284,1,13,True,10,1
38,256,1,1,0.09989337570025422,1,64,256,256,RS,True,False,False,True,True,12,1,35,0.09991992715688863,4.0072301594769766e-05,0.09990665142857143,6,29,True,1,8
39,512,128,1,0.2790509495274323,1,32,64,32,RS,True,True,True,True,False,1,1,35,0.279216364758282,0.0002496499197856416,0.27913365714285715,17,21,True,1,32
40,1,64,128,0.12479473025525784,1,16,64,16,RS,False,False,True,False,False,16,1,35,0.12481904117331355,3.669080961499847e-05,0.12480688571428569,1,14,True,14,32
41,128,1,128,0.16603004916322178,32,64,256,1,RS,False,True,True,False,False,27,1,35,0.16605457940820678,3.7021824782203327e-05,0.16604231428571428,29,1,True,1,1
42,1024,256,128,inf,32,32,128,256,RS,True,True,False,False,True,18,1,1,inf,inf,inf,30,1,False,7,1
