id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,128,1,64,1,30,18,DLMT,20,2048,2048,2048,0.28859430630735844,0.2887267794069272,0.00019993260905431514,32,0.2886605428571428,1
2,False,1,False,32,256,512,1,1,4,4,DLMT,25,1,2048,2048,inf,inf,inf,1,inf,1
3,True,35,False,1,1,256,512,30,27,1,DLMT,26,1,2048,256,0.19210075426721945,0.1921275314470663,4.041297023562181e-05,1,0.19211414285714287,32
4,True,35,False,1,128,64,128,1,6,1,DLMT,8,2048,64,1024,0.23640728954048726,0.2364473390309413,6.0443962916581185e-05,1,0.23642731428571429,8
5,True,35,False,1,16,1,64,30,1,10,DLMT,29,1,64,1,0.24882688409411458,0.2490383730487425,0.00031918584695747343,32,0.24893262857142853,1
6,True,35,False,1,16,1,512,1,15,2,DLMT,20,512,512,1,0.15015479634180925,0.15030166080104787,0.00022165250612025424,1,0.15022822857142856,32
7,True,35,False,1,128,1,512,23,1,24,DLMT,29,512,1,256,0.2481915599149784,0.24835524008502155,0.00024703131091306665,32,0.24827339999999998,1
8,True,35,False,32,256,16,128,29,20,1,DLMT,29,2048,256,2048,0.20483941182073276,0.20486955960783862,4.549999775734498e-05,1,0.2048544857142857,1
9,True,35,False,1,512,32,512,1,30,17,DLMT,11,512,1024,2048,0.1560396197831758,0.15618912307396707,0.0002256351145056084,1,0.15611437142857143,32
10,True,35,False,1,512,64,64,1,6,17,DLMT,24,512,1,1024,0.12499718372933763,0.12502333055637663,3.946162175882756e-05,8,0.12501025714285713,1
11,True,35,False,32,512,1,64,29,12,1,DLMT,14,2048,2048,512,0.2153652788081769,0.215386321191823,3.1757833679268016e-05,1,0.21537579999999995,1
12,True,35,False,1,128,1,64,1,18,30,DLMT,21,512,512,1,0.2847309767496904,0.2849998803931667,0.00040583791878843394,1,0.28486542857142855,1
13,True,35,False,1,16,128,1,3,1,3,DLMT,30,2048,512,1,0.12889829982446402,0.1289206716041074,3.376420033837512e-05,8,0.1289094857142857,1
14,True,35,False,32,64,64,512,17,1,30,DLMT,29,2048,512,512,0.20240085281550016,0.20263051861307133,0.00034661891560193415,1,0.20251568571428574,1
15,True,35,False,1,1,256,512,1,19,27,DLMT,20,2048,256,128,0.12438302670993787,0.12444988757577641,0.00010090854214362177,8,0.12441645714285714,1
16,True,35,False,1,128,128,128,18,1,30,DLMT,19,2048,2048,2048,0.29512248053934054,0.295349348032088,0.00034239562509125556,32,0.2952359142857143,1
17,True,35,False,8,1,64,64,27,1,26,DLMT,16,512,1,1,0.12904791762594847,0.1290730538026229,3.793631613154937e-05,8,0.1290604857142857,1
18,True,35,False,1,512,16,32,15,1,2,DLMT,13,256,512,2048,0.2513549693766264,0.2513792020519451,3.6572723191370885e-05,1,0.25136708571428573,32
19,True,35,False,1,512,512,1,1,15,30,DLMT,25,2048,2048,512,0.29368185937177954,0.29400568348536343,0.0004887256364823731,1,0.2938437714285715,32
20,True,35,False,1,256,512,128,23,30,1,DLMT,15,128,1024,1,0.1958929269884814,0.1959279872972329,5.291413144068918e-05,1,0.19591045714285715,1
21,True,35,False,32,1,64,1,24,27,1,DLMT,16,128,256,1,0.2003191736760456,0.20036311203824012,6.631317165310361e-05,1,0.20034114285714286,1
22,True,35,False,1,512,32,256,21,9,1,DLMT,9,1,2048,1,0.19477049569652086,0.1948531043034792,0.00012467553317082016,1,0.19481180000000003,32
23,True,35,False,8,32,128,1,19,1,12,DLMT,25,64,512,1024,0.20089928769718124,0.2010641408742473,0.0002488016503652877,1,0.20098171428571426,1
24,True,35,False,32,1,32,512,13,1,21,DLMT,29,1,2048,512,0.1607719533221767,0.16086587524925183,0.0001417499551884162,1,0.16081891428571427,1
25,True,35,False,8,16,16,16,28,18,1,DLMT,8,256,512,2048,0.11999960508663181,0.12011805205622535,0.00017876392824285435,8,0.12005882857142858,1
26,True,35,False,1,128,1,32,1,2,18,DLMT,16,1,64,1024,0.15237683967655338,0.1524058460377323,4.3777321498135925e-05,1,0.15239134285714284,32
27,True,35,False,1,1,1,64,1,30,30,DLMT,6,1024,128,512,0.13044300346354198,0.1304743108221723,4.725005992869501e-05,8,0.13045865714285715,1
28,True,35,False,1,512,256,128,15,25,1,DLMT,1,2048,1,512,0.32533614300103664,0.3258371141418205,0.0007560815559076124,32,0.32558662857142856,1
29,True,35,False,1,16,512,32,1,9,30,DLMT,2,1,1024,256,0.2290306281279602,0.22956348615775407,0.0008042062614904257,32,0.22929705714285714,1
30,True,35,False,1,512,1,512,7,4,1,DLMT,30,512,256,2048,0.28209334551324394,0.2823825973438989,0.00043654804911220484,32,0.28223797142857143,1
31,True,35,False,1,64,16,16,1,11,16,DLMT,10,512,2048,512,0.13809398654113592,0.1381234420302927,4.445515970604323e-05,1,0.1381087142857143,1
