id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,False,4,2048,1,32,6.272618672673118,False,DLMT,True,17,1,1,False,10,2048,1,21,1,16,0.0003554841768630376,6.272839,True,128,1,128,6.273059327326883,128
2,False,False,2048,2,16,4,5.836807707875606,False,DLMT,True,1,7,1,True,10,1,1,25,1,2,0.0001360000000001321,5.836892,True,2048,4,1,5.836976292124393,256
3,False,False,2,16,32,4,4.561711038227836,False,DLMT,True,1,14,1,True,10,256,1,15,2,32,0.00011126544836555562,4.56178,True,1024,2,4,4.561848961772164,256
4,False,False,4,2048,1,32,5.844278610877842,False,DLMT,False,1,23,64,True,10,1,1,17,32,1,0.0004168944710594649,5.844537,True,8,16,1,5.844795389122158,512
5,False,True,8,256,32,2,6.4211236007947345,False,DLMT,False,24,1,256,True,10,2048,1,30,8,2,0.0014608042305525677,6.422029,True,8,128,8,6.422934399205266,256
6,True,False,16,2048,8,2,6.636722611896919,False,DLMT,False,29,1,128,True,10,32,1,27,1,8,0.01944253741156238,6.648773,True,1,32,1024,6.660823388103082,2048
7,False,False,1,2048,4,8,5.886947455139905,False,DLMT,False,26,1,256,False,10,16,13,1,2,16,0.0002590289559102125,5.8871080000000005,True,256,32,128,5.887268544860096,2048
8,True,False,1024,2048,2,1,5.918544630352934,False,DLMT,True,21,1,1024,False,10,1,1,23,16,8,0.00025067907770697667,5.918699999999999,True,1024,64,4,5.918855369647065,2048
9,True,True,64,4,4,32,5.330889709638379,False,DLMT,True,1,18,512,False,10,1,30,1,16,1,0.00015213152204579313,5.330984,True,128,1,2,5.331078290361621,2
10,False,False,64,2048,1,32,5.906501147496795,False,DLMT,False,1,9,64,False,10,64,1,26,4,32,0.00022241627638284241,5.906639,True,16,16,16,5.906776852503206,256
11,False,True,1,512,1,2,6.079236340797702,False,DLMT,True,1,3,2048,True,10,256,30,1,16,2,0.00021081034130237807,6.0793669999999995,True,4,8,16,6.079497659202297,16
12,False,True,2,32,32,2,4.5916742350172175,False,DLMT,False,5,1,1024,False,10,2048,30,1,4,4,0.0001770988424582221,4.591784,True,8,16,16,4.591893764982782,1024
13,True,False,256,2048,1,8,7.496873151386212,False,DLMT,True,26,1,16,True,10,512,1,5,1,32,0.018092833968176517,7.508086999999999,True,4,1,2048,7.519300848613786,16
14,False,False,32,1,1,1,6.211384136233201,False,DLMT,False,15,1,64,True,10,1024,1,17,4,1,9.33595201358656e-05,6.211442,True,16,1,16,6.211499863766798,2048
15,False,False,2,256,32,4,6.531274321995562,False,DLMT,True,1,19,1,False,10,2,1,7,16,1,0.00023342878999832326,6.531419,True,8,8,4,6.531563678004438,16
16,True,False,32,1,16,8,7.210441166062051,False,DLMT,False,20,1,512,True,10,128,1,11,2,32,0.0012937082360410088,7.2112430000000005,True,64,1,256,7.21204483393795,16
17,True,False,1,1,1,8,5.919611388816567,False,DLMT,True,13,1,256,True,10,32,1,27,1,4,0.00014296852800548947,5.919700000000001,True,4,8,2,5.919788611183434,1
18,False,True,4,2048,2,8,6.379547946288902,False,DLMT,True,3,1,8,True,10,4,30,1,16,8,0.000295345560318829,6.3797310000000005,True,2,2048,2048,6.379914053711099,1
19,False,False,32,2048,4,4,6.003362163461854,False,DLMT,True,1,28,1024,False,10,512,19,1,8,1,0.0006434974747425138,6.003761,True,1024,512,256,6.004159836538146,2048
20,False,False,16,2048,32,4,5.959979626685068,False,DLMT,False,28,1,8,True,10,2048,1,13,8,4,0.00026359248851217976,5.960143,True,8,2,32,5.960306373314933,4
21,True,False,1,16,1,4,18.76513560070464,False,DLMT,True,18,1,2048,False,10,16,1,4,32,1,0.0006040695324210208,18.76551,True,256,2048,2,18.76588439929536,1
22,False,False,1,16,8,8,6.069142468955097,False,DLMT,True,1,3,64,True,10,128,1,17,8,1,0.00013638548309850412,6.069227,True,64,1,16,6.069311531044902,64
23,False,True,2,128,8,4,5.0768582792265695,False,DLMT,False,1,18,32,False,10,2,8,1,1,8,0.0002270440485897302,5.076999,True,1,2,4,5.07713972077343,8
24,False,False,4,512,4,1,6.211548083711286,False,DLMT,True,21,1,32,False,10,1,1,24,32,2,0.00014346079603843622,6.211637000000001,True,32,4,64,6.211725916288716,1
25,True,True,2,256,2,32,7.562694427637669,False,DLMT,True,24,1,1,False,10,32,24,1,16,2,0.012259814884409838,7.5702929999999995,True,256,64,64,7.57789157236233,128
26,True,True,1,256,1,1,4.377786112579778,False,DLMT,True,1,17,1,True,10,2,1,7,4,16,0.0019149676237470838,4.378973,True,4,2,256,4.3801598874202226,64
27,False,True,128,8,1,1,5.830071088391027,False,DLMT,False,1,30,1,True,10,256,3,1,32,2,0.00012247856955399902,5.830147,True,128,4,1,5.830222911608973,8
28,True,False,8,256,1,2,6.367199636442281,False,DLMT,False,1,5,4,True,10,8,1,24,8,8,0.00614778008715332,6.37101,True,4,4,256,6.374820363557719,512
29,True,True,8,1024,8,1,6.10817947297816,False,DLMT,False,9,1,1,False,10,1,1,2,4,32,0.0029469855785190864,6.110005999999999,True,256,2048,1024,6.111832527021838,1
30,True,False,8,1,16,1,6.022215508592056,False,DLMT,False,1,6,1024,False,10,16,8,1,8,4,0.005893063379940829,6.025867999999999,True,256,64,1024,6.0295204914079426,1
31,True,True,8,16,16,1,6.771120888109829,False,DLMT,False,30,1,2048,False,10,8,1,15,16,1,0.009096736172935802,6.776759,True,2048,16,16,6.782397111890171,2048
32,False,False,1,1,4,2,5.918848690625913,False,DLMT,False,30,1,1,True,10,1,21,1,32,1,0.00014248157775652165,5.918937000000001,True,512,32,512,5.9190253093740886,1
33,True,True,1024,1024,2,4,7.415491382357972,False,DLMT,False,2,1,1,False,10,2048,10,1,32,2,0.02278433499139259,7.429613000000001,True,4,256,1,7.443734617642029,1024
34,True,False,16,1024,1,16,4.383975456319621,False,DLMT,True,1,6,8,True,10,1024,1,27,1,32,0.00013479243302213834,4.384059,True,1,4,128,4.384142543680379,2048
35,False,False,2,32,32,4,5.915823926384711,False,DLMT,False,14,1,64,True,10,2048,20,1,1,32,0.00024858801258313316,5.915978,True,16,1,1,5.916132073615289,512
36,True,False,64,64,4,32,7.833651335053583,False,DLMT,False,1,17,1,True,10,2048,8,1,4,32,0.002506739914709892,7.835204999999999,True,4,2048,4,7.836758664946416,2048
37,True,False,256,512,16,8,6.0379803038687125,False,DLMT,True,1,28,64,False,10,2048,1,19,2,2,0.0012967127669610392,6.038784000000001,True,32,4,1,6.039587696131289,32
38,True,False,1,1,32,2,4.3921545666946304,False,DLMT,True,2,1,1,False,10,4,25,1,4,1,0.0019029408818983726,4.393334,True,2,32,256,4.39451343330537,128
39,False,True,512,2048,1,32,6.583750387719863,False,DLMT,False,1,18,1,True,10,512,1,1,16,4,0.0002897930295917169,6.5839300000000005,True,2048,32,4,6.584109612280138,2048
40,True,False,1,512,2,1,4.462617408009014,False,DLMT,True,1,5,256,True,10,16,2,1,4,4,0.0018483400661134116,4.463763,True,64,2,512,4.464908591990986,1024
41,True,True,256,1,16,1,5.330969061756177,False,DLMT,False,1,25,1,True,10,1,27,1,4,8,0.001937637737039568,5.33217,True,32,1,1,5.333370938243823,512
42,False,True,16,1024,16,1,5.941431078444194,False,DLMT,False,1,21,8,True,10,16,28,1,1,32,0.00018703208280927434,5.941547000000001,True,2,128,8,5.941662921555808,2048
43,True,False,2,64,16,4,6.8607812108079305,False,DLMT,False,1,19,2048,False,10,2,30,1,1,32,0.00041269964865499337,6.8610370000000005,True,16,128,8,6.8612927891920705,512
44,False,True,128,256,1,4,6.347223638598787,False,DLMT,True,14,1,1,False,10,1024,8,1,1,4,0.00023775828061282453,6.347371,True,128,16,32,6.347518361401213,128
45,True,True,2,64,2,2,9.16464576816168,False,DLMT,False,28,1,1024,False,10,512,22,1,4,32,0.002693199769790873,9.166315,True,64,1,4,9.167984231838322,512
46,False,True,2,1024,1,2,5.846219360676567,False,DLMT,False,1,2,128,False,10,512,1,6,1,4,0.00017366922582882734,5.8463270000000005,True,128,256,16,5.846434639323434,512
47,False,True,32,8,1,1,5.0778760482600225,False,DLMT,True,14,1,128,False,10,1024,2,1,1,4,0.00021773607877423245,5.078011,True,128,16,1,5.078145951739978,128
48,False,False,512,2048,4,8,6.163340492509407,False,DLMT,True,1,7,16,False,10,2048,1,22,1,32,0.0001395743529450169,6.1634269999999995,True,4,16,128,6.163513507490592,1
49,False,False,1,2048,8,1,6.0290423635558765,False,DLMT,True,1,3,2048,False,10,64,1,2,4,2,0.00025110953785157053,6.029198000000001,True,16,256,2048,6.029353636444125,1024
50,True,True,1,64,2,1,5.850657116132287,False,DLMT,True,1,17,2048,False,10,512,1,4,2,4,0.001256679752363278,5.851436,True,2048,8,64,5.852214883867712,512
51,False,True,2,1,8,8,6.32517000116727,False,DLMT,False,1,2,256,False,10,256,8,1,1,4,0.0005517934396130572,6.325512,True,256,32,2,6.32585399883273,2048
52,False,False,512,32,8,8,6.218276684973599,False,DLMT,True,30,1,8,True,10,1,5,1,16,2,0.00022154909162521393,6.218414,True,8,1,8,6.218551315026401,1
53,False,False,8,1024,2,32,6.018048875977556,False,DLMT,False,1,4,1,True,10,512,1,20,2,1,0.0001244347218422998,6.018126,True,256,64,32,6.018203124022444,1024
54,False,True,4,2048,2,16,4.4431676979569,False,DLMT,False,1,17,2048,False,10,512,16,1,16,8,6.341135544985985e-05,4.443206999999999,True,32,8,128,4.443246302043098,8
