id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,2048,RS,16,1,32,1,9,13,64,64,17.241501154583094,0.08546807999999997,True,False,False,301
