id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,1,512,1,512,256,512,256,1,0.09698119394406084,64,128,64,DLMT,1,True,False,False,64,512,True,4,1,30,1,1,35,1024,3,1,0.09878896571428572,8,True,0.00545669313652995,True,0.1005967374845106
2,1,32,64,1,16,1,64,64,1,0.15393714719243967,256,1,16,DLMT,32,True,False,False,256,1024,True,4,1,21,512,1,35,64,7,28,0.1543336,1,True,0.0011966783360619529,True,0.1547300528075603
3,1,1,512,1,256,256,128,512,9,0.09011337195009253,512,128,16,DLMT,1,False,False,True,1,1,False,1,5,5,256,1,35,128,1,10,0.09105539428571428,8,True,0.002843460052817227,True,0.09199741662133604
4,8,8,256,1,1,512,1,1,26,0.12095640216124061,1,16,512,DLMT,32,False,False,False,128,1024,True,4,2,1,512,1,35,2048,1,18,0.12388614285714285,1,True,0.008843315406542493,True,0.1268158835530451
5,1,1,1,8,32,64,16,64,13,0.1665755436843886,1,256,32,DLMT,8,True,True,False,64,256,True,29,1,30,128,1,35,2048,3,1,0.16828928571428572,8,False,0.005172867795783405,True,0.17000302774418286
6,1,32,1,1,16,32,512,1,1,0.17894477026972241,16,512,32,DLMT,1,False,True,True,2048,512,True,9,28,1,2048,1,35,512,11,24,0.18014354285714285,32,True,0.003618451321000322,True,0.18134231544456328
7,1,1,512,1,32,64,1,1,28,0.13676678662852412,32,16,512,DLMT,1,True,False,False,1024,2048,False,4,1,21,1,1,35,1,22,1,0.13765605714285717,32,True,0.0026842306047714774,True,0.13854532765719021
8,1,8,128,1,1,256,64,256,1,0.17065246560442668,1,1,256,DLMT,1,False,True,True,2048,1,False,9,20,1,2048,1,35,1,4,5,0.17427651428571428,1,True,0.01093905873039078,True,0.17790056296700188
9,1,1,512,1,1,16,512,2048,28,0.13177591666495247,1,64,1,DLMT,1,True,False,False,512,256,True,26,1,23,1024,1,35,512,26,1,0.13250634285714286,32,True,0.0022047648134095777,True,0.13323676904933324
10,1,32,128,1,256,1,64,256,26,0.12550526616749572,16,1,1,DLMT,1,True,True,False,128,1024,False,9,26,1,1024,1,35,512,25,1,0.12554414285714285,1,False,0.00011734786938406467,True,0.12558301954679
11,32,1,128,1,32,512,32,1024,29,0.10659718691927722,512,16,16,DLMT,1,True,True,False,2048,128,False,25,1,13,128,1,35,64,25,1,0.1070126,1,True,0.0012539092288860931,True,0.10742801308072278
12,1,32,1,1,256,32,1,2048,28,0.19813207025009977,256,256,512,DLMT,32,False,False,True,2048,1024,True,25,1,25,1,1,35,128,12,1,0.20632962857142859,1,True,0.024744030726143357,True,0.2145271868927574
13,32,1,1024,1,256,1,1,1,9,0.09627104050691661,1,256,16,DLMT,1,True,True,False,2048,1,True,5,1,25,512,1,35,1,1,24,0.09706090857142856,32,False,0.0023841879364287217,True,0.09785077663594051
14,32,1,2048,1,128,1,256,1,30,0.16104338151986802,128,512,16,DLMT,8,True,True,True,1,256,True,1,27,20,1024,1,35,512,1,16,0.16496339999999998,8,True,0.011832432770507146,True,0.16888341848013194
15,1,1,512,32,128,512,256,1024,7,0.13997243472502482,16,512,16,DLMT,1,True,True,True,1024,2048,True,7,20,1,512,32,35,512,9,1,0.14083337142857139,1,False,0.002598706030598574,True,0.14169430813211795
16,1,1,1024,1,256,256,64,1024,1,0.16960487699630236,1,1,16,DLMT,8,False,True,True,1,256,True,1,27,30,256,1,35,64,15,28,0.17107785714285714,8,True,0.004446136834491309,True,0.17255083728941192
17,32,1,512,1,256,16,512,1,1,0.1218239867268841,128,256,512,DLMT,1,True,True,True,256,512,False,17,1,2,1024,8,35,1,28,10,0.12372654285714285,8,True,0.005742796269329113,True,0.1256290989874016
18,1,8,2048,1,16,128,512,2048,29,0.1400183551673562,256,512,128,DLMT,1,False,True,False,1,1,False,6,1,27,512,32,35,2048,1,29,0.14003665714285718,1,False,5.524384534931849e-05,True,0.14005495911835816
19,32,1,512,1,128,256,1,1024,2,inf,512,1,32,DLMT,1,False,False,False,1024,1024,False,28,22,1,512,1,1,1,1,13,inf,32,False,inf,False,inf
20,32,1,512,1,256,128,512,256,21,inf,1,512,512,DLMT,8,False,False,False,1024,512,False,25,18,1,256,8,1,1,1,5,inf,1,True,inf,False,inf
21,1,32,2048,1,128,16,1,64,16,0.28749058873175215,512,512,32,DLMT,1,False,False,False,1,64,True,1,29,3,128,1,35,2048,21,1,0.28897439999999996,32,True,0.004478830180176194,True,0.2904582112682478
22,1,1,1024,1,16,256,16,1024,1,0.22683709313181016,32,512,256,DLMT,8,True,False,False,256,2048,False,8,30,1,64,1,35,1024,10,29,0.22744025714285718,1,True,0.0018206285624610462,True,0.2280434211539042
23,8,1,1,1,64,1,16,512,1,0.15495314054811776,512,32,32,DLMT,8,True,True,False,1,128,False,19,1,28,2048,8,35,1024,13,6,0.15557917142857142,1,True,0.0018896513735261818,True,0.15620520230902507
24,1,1,128,32,128,32,256,512,1,0.07982107572944207,16,1,128,DLMT,1,False,True,True,128,1,False,1,26,21,256,8,35,1024,23,22,0.08195294571428573,8,True,0.00643497177346869,True,0.08408481569912939
25,1,1,128,1,256,128,1,1,23,0.2274094972008557,256,128,32,DLMT,1,True,False,False,1024,1,True,26,19,1,2048,32,35,64,21,1,0.22963620000000004,1,False,0.006721221163704448,True,0.23186290279914437
26,1,1,512,1,128,64,128,2048,30,0.13741713314410817,128,16,512,DLMT,1,True,True,True,256,1024,True,1,20,8,256,8,35,2048,1,2,0.13892128571428572,8,False,0.0045402296579511,True,0.14042543828446327
27,8,8,1024,1,1,1,32,64,16,0.10924307789960863,16,128,64,DLMT,32,True,True,True,1,1,False,1,30,22,1,1,35,256,1,9,0.10925265714285715,1,False,2.8914596271624945e-05,True,0.10926223638610566
28,8,1,1024,8,16,512,256,1,10,0.15745335312404984,512,1,512,DLMT,1,True,True,False,512,1024,True,15,30,1,1,1,35,256,4,1,0.1584032,1,True,0.0028670781423403365,True,0.15935304687595014
29,32,1,512,1,16,64,32,2048,1,0.12439811766757691,128,16,256,DLMT,1,False,False,True,256,1024,True,26,1,25,1024,1,35,1024,16,10,0.12587217142857143,1,False,0.004449377500509573,True,0.12734622518956595
30,1,8,2048,1,512,128,16,128,1,0.10088041758552761,128,1,32,DLMT,1,True,True,True,2048,1024,False,28,1,22,2048,8,35,2048,1,27,0.10090162857142856,8,False,6.40245871138738e-05,True,0.10092283955732952
31,1,1,2048,32,512,1,32,1024,1,0.24919804681131402,128,128,16,DLMT,8,False,True,False,256,64,True,12,7,1,1024,1,35,1,7,7,0.25128274285714286,8,False,0.006292578959572057,True,0.2533674389029717
32,1,1,1024,1,512,64,256,64,1,0.11131017153856095,16,256,16,DLMT,8,False,True,True,512,2048,False,5,1,24,512,1,35,256,29,23,0.11139625714285714,1,False,0.00025984625595665967,True,0.11148234274715334
33,1,1,64,8,128,32,256,1,23,0.1517538690932869,1,1,64,DLMT,1,True,False,True,128,1,True,22,7,1,1,1,35,2048,1,26,0.15263465714285715,1,True,0.0026586265943458996,True,0.1535154451924274
34,8,8,2048,1,1,1,1,512,8,0.172455977750521,32,1,1,DLMT,1,False,False,True,1024,2048,True,1,13,10,64,32,35,64,6,1,0.17429168571428572,1,True,0.005541017517549997,True,0.17612739367805044
35,1,1,1,32,128,1,32,128,27,0.17559355057805304,64,256,128,DLMT,1,False,False,False,1,2048,True,1,27,16,128,8,35,1,1,23,0.17683074285714287,1,False,0.0037344197586609805,True,0.1780679351362327
36,8,1,1,8,16,64,512,64,1,0.14234502182347308,512,64,1,DLMT,32,True,False,True,2048,1,False,1,17,2,1,1,35,2048,23,18,0.1423728,1,False,8.38474124313226e-05,True,0.1424005781765269
37,1,32,512,1,128,512,1,512,17,0.13014514159400456,512,512,512,DLMT,8,True,False,True,1,1024,False,1,1,30,2048,1,35,64,1,1,0.1301723142857143,1,False,8.201977860024281e-05,True,0.13019948697742403
38,1,1,512,32,512,1,32,128,20,0.083003735696853,16,128,16,DLMT,1,True,False,False,2048,1024,False,1,9,25,512,1,35,512,2,1,0.08801219714285714,1,True,0.015117858153956028,True,0.09302065858886129
