id,speedup,T2_J,T2_I,T3_J,T3_I,T2_Ja,T2_Ia,technique,T3_Ja,VEC2,VEC3,U2_J,SCREP,RT2_I,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,points,T3_Ia,U3_I,U3_J
1,1.0055501161468106,2,128,2,128,16,128,DLMT,128,True,False,1,True,1,8,8,False,6.947242,1,False,8,228,1024,14,1
