id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,False,256,128,0.018706880000000002,1,10,RS,7.1522348996732745,2048,1,True,False,False,True,True,301
