id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,True,10,32,2,0.07957861999999999,9,4,RS,0.07676349278215856,0.0045420293340752435,True,256,2048,True,True,False,True,True,0.08239374721784141,False
2,False,10,8,512,0.05005033,9,3,RS,0.042353579981406396,0.01241821830997104,True,1,256,True,False,False,True,False,0.0577470800185936,False
3,False,10,8,32,0.13730919999999996,10,5,RS,0.1371209245089356,0.0003037705713198729,True,1,32,False,False,False,False,False,0.13749747549106434,False
4,True,10,4,64,0.08369908,4,4,RS,0.08368305468914479,2.5855823328602207e-05,True,1,8,False,False,False,False,False,0.0837151053108552,False
5,True,10,16,2,0.22454789999999997,2,1,RS,0.2245242640207557,3.8135154385421595e-05,True,4,256,False,False,True,False,True,0.22457153597924423,False
6,True,10,128,128,0.07948178,10,1,RS,0.06950674599448907,0.016094085117818905,True,2048,512,True,True,True,True,False,0.08945681400551093,False
7,False,10,64,4,0.07269859,8,3,RS,0.06094621457042332,0.018961712851873376,True,1024,1024,True,False,False,False,True,0.08445096542957667,False
8,False,10,8,32,0.1651659,8,1,RS,0.1651458691105449,3.231857051293842e-05,True,2048,8,False,True,True,False,True,0.1651859308894551,False
9,True,10,32,16,0.0248601,1,13,RS,0.020607436172207096,0.006861403538489776,True,1024,32,True,True,False,True,True,0.029112763827792904,False
10,False,10,1,16,0.07530798999999999,1,4,RS,0.0672202693280646,0.013049024678147407,True,128,2048,True,False,False,False,True,0.08339571067193538,False
11,True,10,2,2,0.07117539,11,3,RS,0.06153114777415423,0.015560373547987208,True,1024,64,True,True,False,False,False,0.08081963222584577,False
12,True,10,1,1,0.07206420999999999,28,1,RS,0.06494619303376055,0.011484469211979279,True,16,256,True,False,True,False,False,0.07918222696623943,False
13,False,10,2,4,0.07288129000000002,2,11,RS,0.06582067696944745,0.011391851600196519,True,64,256,True,True,True,False,False,0.07994190303055258,False
14,False,10,128,4,0.08011367999999999,9,3,RS,0.07142627955818537,0.014016569977194847,True,1024,512,True,True,True,False,False,0.08880108044181462,False
15,True,10,2,8,0.1898519,3,15,RS,0.18981756039061476,5.54047831870128e-05,True,32,64,False,False,False,False,True,0.18988623960938522,False
16,True,10,64,32,0.12066910000000002,8,2,RS,0.12065162782523493,2.819024654024763e-05,True,32,1024,False,True,False,True,True,0.1206865721747651,False
17,True,10,2,8,0.1245435,1,3,RS,0.12450798920615115,5.729441508559146e-05,True,32,8,False,False,False,False,True,0.12457901079384885,False
18,True,10,1,8,0.15917009999999998,6,2,RS,0.15915721347900477,2.079158483618233e-05,True,16,64,False,False,False,False,True,0.1591829865209952,False
19,False,10,32,1,0.04887611000000001,3,14,RS,0.04387349375272566,0.008071404232901485,True,64,256,True,True,False,False,True,0.053878726247274356,False
20,True,10,32,64,0.09495888,3,2,RS,0.09494664329954582,1.974314058097105e-05,True,128,1,False,True,True,False,True,0.09497111670045418,False
