id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,15,1,0.06391031,301,RS,1.5039958341619686,16,512,4,512,True,False,1,False,8
