id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,1,2,2048,1,6.966747152066711,1,False,8,DLMT,1,True,False,0.004147900191663358,1,False,8,10,3,8,False,6.9693179999999995,8,True,32,True,4,6.971888847933288,10,1
2,16,2,2,128,6.9961804977547,256,False,16,DLMT,2048,False,True,0.0008010749028647652,1,True,1,10,4,1,False,6.996677,1,False,32,True,1024,6.9971735022453,5,1
3,8,8,4,1,7.0801197107137215,1,False,256,DLMT,16,True,True,0.004624576088680987,14,True,32,10,1,1,False,7.082986,1,True,8,True,4,7.0858522892862785,1,27
4,32,32,8,1,7.172971416184872,2048,False,64,DLMT,2048,False,False,0.009834838127798454,21,False,32,10,1,1,False,7.179067000000001,32,True,1,True,2048,7.18516258381513,1,17
5,512,4,64,256,6.981745060492499,2048,False,4,DLMT,256,False,False,0.003336489322626369,1,False,8,10,30,8,False,6.9838130000000005,1,True,32,True,256,6.985880939507502,10,1
6,16,4,128,64,6.9460046816704075,512,False,2048,DLMT,256,True,False,0.0004877714628798666,1,True,32,10,8,32,False,6.946307,8,False,1,True,512,6.9466093183295925,1,7
7,16,2,512,1,7.027033766389238,16,False,1024,DLMT,2048,False,False,0.00930183901172247,1,False,8,10,8,32,False,7.032799,32,True,32,True,8,7.038564233610762,7,1
8,1024,2,1,1,6.98401836777518,1,False,256,DLMT,16,True,True,0.0040830146950507065,30,True,1,10,1,8,False,6.986548999999999,1,True,32,True,1024,6.9890796322248185,16,1
9,8,8,2,128,7.026995509761058,128,False,512,DLMT,1024,True,True,0.0010043485450777724,1,False,8,10,24,32,False,7.0276179999999995,8,False,32,True,2048,7.028240490238941,1,25
10,1,4,256,16,7.007068690262013,1024,False,1,DLMT,256,False,True,0.0009766288957428586,7,False,32,10,1,8,False,7.007674,32,False,8,True,2048,7.008279309737986,1,4
11,8,512,2048,256,6.988686077475603,256,False,512,DLMT,2048,True,False,0.003015388034731166,1,False,1,10,30,32,False,6.9905550000000005,8,True,32,True,2048,6.992423922524398,1,4
12,4,8,2048,2048,6.9659345936305845,2048,False,1,DLMT,1,False,False,0.0038648363484110222,16,True,8,10,1,8,False,6.96833,1,True,8,True,1,6.970725406369415,1,17
13,2,4,4,128,6.962763528546639,1,False,16,DLMT,2048,True,True,0.00101077198219986,1,False,8,10,23,32,False,6.9633899999999995,1,False,1,True,256,6.96401647145336,1,10
14,2048,2,256,2,6.966711295005038,2048,False,8,DLMT,256,False,True,0.0040928127247652,20,False,1,10,1,8,False,6.969248,32,True,8,True,4,6.971784704994962,9,1
15,1,64,64,16,7.091795373643266,512,False,128,DLMT,64,False,False,0.002810003736652285,1,False,32,10,1,32,False,7.093537,1,True,32,True,1024,7.095278626356735,1,30
16,1,256,2,128,6.972652933169909,64,False,1,DLMT,512,False,True,0.007428370009631953,22,False,32,10,1,1,False,6.977257,32,True,32,True,2048,6.98186106683009,25,1
17,8,16,2,2,7.048646555409972,512,False,16,DLMT,16,True,True,0.0039358892260834555,1,True,1,10,7,32,False,7.051086,8,True,8,True,1,7.0535254445900275,1,22
18,1,1,1,64,6.984120679904113,2048,False,16,DLMT,128,True,True,0.0009588978047738485,30,True,8,10,1,8,False,6.984715,32,False,32,True,128,6.985309320095886,1,19
19,2,32,256,1,7.036760381962441,1,False,1,DLMT,1,True,False,0.002300144343296893,28,False,1,10,1,32,False,7.0381860000000005,32,True,32,True,1,7.03961161803756,1,11
20,8,1,4,64,6.962025627263916,16,False,64,DLMT,64,False,False,0.0008508824830726858,27,False,8,10,1,1,False,6.962553,32,False,1,True,512,6.9630803727360835,3,1
21,1024,512,2048,1,6.989040993568867,2048,False,2048,DLMT,2048,True,False,0.0020668226822832037,11,False,8,10,1,1,False,6.990322000000001,8,False,32,True,16,6.991603006431134,1,12
22,2,1,16,32,6.9938413997803535,512,False,1024,DLMT,1,True,False,0.0038248131980528496,11,False,8,10,1,8,False,6.996212,8,True,8,True,512,6.998582600219646,20,1
23,8,32,8,2048,6.973533320700412,1024,False,32,DLMT,512,False,True,0.0006142019211952797,9,True,8,10,1,1,False,6.973914000000001,32,False,32,True,2048,6.9742946792995895,1,29
24,2048,128,128,1024,6.966874111140444,2048,False,128,DLMT,1024,False,False,0.004691694363446874,13,False,8,10,1,32,False,6.9697819999999995,1,True,8,True,2048,6.972689888859555,1,1
25,16,256,2,64,6.951225089699745,16,False,2048,DLMT,2,False,True,0.0008856319777422755,1,False,1,10,20,8,False,6.951774,8,False,1,True,64,6.952322910300255,1,2
26,32,1,128,2,7.0039971740357165,512,False,64,DLMT,256,False,False,0.0009645543012189814,1,True,1,10,30,32,False,7.004595,32,False,8,True,1,7.005192825964284,18,1
27,2,1024,8,64,6.972500177400707,8,False,2048,DLMT,128,False,False,0.002894219065654796,30,False,32,10,1,32,False,6.974294,1,True,8,True,64,6.976087822599294,14,1
28,256,16,1,8,6.952337251047922,2048,False,32,DLMT,1,False,True,0.0007288683008609355,22,False,8,10,1,32,False,6.952789,32,False,8,True,256,6.953240748952078,1,25
29,16,128,4,256,6.9887687168919586,128,False,1,DLMT,8,True,False,0.0012976598167471112,2,True,8,10,1,32,False,6.989573,8,False,1,True,2048,6.9903772831080415,9,1
30,1,2,4,4,7.003281470701904,4,False,1,DLMT,32,False,False,0.000601052410360363,1,True,32,10,23,1,False,7.003654,1,False,32,True,1,7.004026529298096,11,1
31,1,32,4,128,6.975884491600011,2048,False,128,DLMT,1024,True,False,0.003626212348994451,4,True,1,10,1,8,False,6.978132,32,True,8,True,1,6.980379508399988,11,1
32,64,4,64,8,6.994179077957217,128,False,128,DLMT,256,True,True,0.003462309200519225,1,False,1,10,10,1,False,6.996325000000001,32,True,1,True,1,6.9984709220427845,1,8
33,2048,256,256,32,6.993625335555917,1,False,512,DLMT,512,False,False,0.005552907436649577,1,True,1,10,17,8,False,6.9970669999999995,1,True,1,True,128,7.000508664444082,1,22
34,256,16,2048,256,6.971879332692221,2048,False,16,DLMT,1,True,False,0.0004560657847283853,23,False,1,10,1,8,False,6.972162,32,False,32,True,1024,6.972444667307779,28,1
35,64,1,32,256,6.982480875710625,1024,False,2,DLMT,2048,False,False,0.004490394637445644,6,False,1,10,1,32,False,6.985264000000001,8,True,1,True,1,6.988047124289377,1,29
36,2048,8,64,8,6.990039076915566,1,False,64,DLMT,1024,True,False,0.002618483530595614,1,True,32,10,28,1,False,6.991662000000001,1,True,1,True,2048,6.993284923084436,1,15
37,4,4,1,2048,6.967390356366257,2048,False,32,DLMT,4,True,False,0.0010642931926869994,1,False,32,10,24,8,False,6.968050000000001,8,False,32,True,1,6.968709643633744,24,1
38,2,64,128,512,6.988237284539778,2048,False,512,DLMT,128,True,True,0.0036281598641735497,1,True,1,10,3,1,False,6.990486,8,True,32,True,512,6.992734715460221,30,1
