id,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,U1_I2,U1_I1,T2_I2a,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
27,1,1,1,8,1.4768504124254618,False,DLMT,30,1,64,35,256,23,1,8,1,0.00011000704986684692,1.4768868571428573,True,64,128,1,1.4769233018602528,1
28,256,256,32,1,1.4982196914503862,False,DLMT,1,30,2048,35,512,1,3,8,1,8.458590609674027e-05,1.4982477142857142,True,512,128,256,1.4982757371210422,128
29,512,512,32,1,1.5218411310910336,False,DLMT,1,1,128,35,512,5,1,8,1,7.679073073313375e-05,1.5218665714285715,True,1,512,1,1.5218920117661094,1
30,16,1,32,1,1.1159876083867255,False,DLMT,1,14,1,35,256,20,1,8,8,4.689023221901208e-05,1.1160031428571426,True,1,1,512,1.1160186773275598,2048
31,64,2048,1,8,1.4939639505615712,False,DLMT,1,21,1024,35,2048,1,26,1,32,8.81158791777447e-05,1.493993142857143,True,512,256,32,1.4940223351527147,2048
32,256,1,8,1,1.4797115430995018,False,DLMT,16,1,128,35,1024,1,17,1,8,7.899677079423826e-05,1.4797377142857144,True,64,128,512,1.479763885471927,128
33,1,128,8,8,1.5237225597392106,False,DLMT,1,6,512,35,1,30,1,1,32,0.0001725189134854498,1.5237797142857143,True,16,16,32,1.5238368688322181,1024
34,1,2048,32,1,1.4938479039393524,False,DLMT,1,30,256,35,2048,1,13,1,32,0.00013827685922061908,1.4938937142857143,True,256,512,1,1.4939395246320761,1
35,1,1,1,1,1.5958863722139593,False,DLMT,20,1,128,35,1,1,29,8,1,0.000151524497918291,1.5959365714285716,True,1,32,256,1.5959867706431838,128
36,64,256,1,1,1.5691761517582357,False,DLMT,1,25,64,35,2048,1,30,1,8,0.00010734419178607994,1.569211714285714,True,32,32,16,1.5692472768131924,512
37,256,128,1,8,1.4956375221707654,False,DLMT,21,1,1,35,256,11,1,1,32,8.25096160134957e-05,1.4956648571428572,True,64,32,1,1.495692192114949,1
38,64,128,8,1,1.676493234127299,False,DLMT,24,1,2048,35,512,30,1,8,1,7.303004693344331e-05,1.6765174285714286,True,32,1,64,1.6765416230155583,1
39,256,1,8,8,1.5127495632653365,False,DLMT,1,23,512,35,2048,21,1,8,1,9.10097550277021e-05,1.5127797142857142,True,128,1,1,1.512809865306092,128
40,1,2048,1,1,1.4641593083915332,False,DLMT,1,13,2048,35,64,1,2,1,1,0.00011247711785434776,1.4641965714285716,True,256,1,1,1.46423383446561,256
41,32,2048,32,1,1.4955395693979816,False,DLMT,1,13,1024,35,256,20,1,1,1,0.00010220267978432789,1.4955734285714284,True,128,64,128,1.4956072877448752,64
42,1,1024,8,1,1.4577531327603115,False,DLMT,27,1,2048,35,2048,2,1,1,8,7.074876504295614e-05,1.4577765714285713,True,256,256,512,1.4578000100968311,2048
43,1,1,1,1,1.1034504393400657,True,DLMT,1,1,1,35,1,1,1,1,1,5.731830209543039e-05,1.1034694285714286,True,1,1,1,1.1034884178027915,1
44,512,1,8,1,1.1797903531369724,False,DLMT,2,1,2048,35,2048,26,1,32,1,6.016575743183821e-05,1.1798102857142858,True,1,512,16,1.1798302182915992,2048
45,64,1,8,1,1.6311896067322045,False,DLMT,21,1,1,35,512,1,25,8,1,0.000145210895189154,1.6312377142857142,True,1,256,16,1.6312858218392239,1
46,1,1,1,1,1.4815915002133022,False,DLMT,1,17,64,35,512,30,1,1,32,0.0001679552904550228,1.481647142857143,True,1,1,1,1.4817027855009837,256
47,64,1,1,1,1.5232742425985106,False,DLMT,17,1,128,35,1,1,8,8,8,0.0001993487355549083,1.523340285714286,True,1,32,32,1.5234063288300612,2048
48,16,1,32,1,1.5149157802357633,False,DLMT,6,1,128,35,2048,13,1,32,1,4.378425772454603e-05,1.5149302857142857,True,1,1,64,1.514944791192808,256
49,1,1,8,1,1.5183610251748363,False,DLMT,1,30,512,35,1,18,1,8,8,6.244932639626625e-05,1.5183817142857143,True,1,256,32,1.5184024033965924,2048
50,128,1,8,1,1.505550590888726,False,DLMT,1,16,64,35,1,1,2,32,1,9.394483835242315e-05,1.5055817142857142,True,1,128,1,1.5056128376827025,512
51,32,1,8,1,1.0935320083860438,False,DLMT,1,2,1,35,2048,26,1,1,8,5.77567029416836e-05,1.0935511428571432,True,1,64,512,1.0935702773282425,256
52,128,1,1,1,1.4559657653386118,False,DLMT,15,1,128,35,256,17,1,1,1,5.072856941704974e-05,1.4559825714285717,True,1,512,32,1.4559993775185316,512
53,16,1,1,1,1.0922363350872133,False,DLMT,28,1,1024,35,1,18,1,1,8,0.00010075389292118114,1.0922697142857143,True,1,512,1,1.0923030934842153,1
54,1,1,1,1,1.5677105615924845,False,DLMT,4,1,256,35,1,1,29,32,1,9.058359539728516e-05,1.5677405714285715,True,1,64,1,1.5677705812646585,512
55,128,1,32,1,1.5257057701228565,False,DLMT,30,1,256,35,2048,30,1,32,1,6.192556427037351e-05,1.5257262857142857,True,1,16,256,1.525746801305715,64
56,1,1,1,1,1.4235701504994038,False,DLMT,21,1,2048,35,512,1,12,32,1,7.888819264488413e-05,1.4235962857142856,True,1,32,512,1.4236224209291675,1
57,128,1,8,1,1.1056400532733033,False,DLMT,1,29,2048,35,256,4,1,8,8,0.0001421381908781792,1.105687142857143,True,1,1,1,1.105734232440983,256
58,512,1,1,1,1.4684748957621738,False,DLMT,1,10,512,35,2048,10,1,8,1,3.955466380303426e-05,1.4684879999999998,True,1,128,1,1.4685011042378258,2048
59,1,1,1,1,1.1405940715638774,False,DLMT,1,18,1,35,128,16,1,32,1,0.000161918598848509,1.1406477142857143,True,1,1,512,1.1407013570075513,512
60,512,1,8,1,1.4577821756279663,False,DLMT,1,20,2048,35,1,1,15,1,8,7.36378341088713e-05,1.4578065714285715,True,1,32,128,1.4578309672291767,2048
61,16,1,8,1,1.4886207345596245,False,DLMT,1,14,256,35,1024,1,19,1,32,0.00022028664072437916,1.4886937142857142,True,1,1,1,1.4887666940118038,1
62,1,1,1,1,1.4759053807491003,False,DLMT,1,4,2048,35,2048,1,8,1,1,8.0349237706407e-05,1.475932,True,1,1,64,1.4759586192508998,1
63,512,1,8,1,1.4821341190227593,False,DLMT,1,7,512,35,512,1,30,1,8,7.812078560062338e-05,1.4821600000000001,True,1,1,512,1.482185880977241,64
64,16,1,32,1,1.1215976959587288,False,DLMT,1,14,2048,35,1024,28,1,8,1,5.525008080149486e-05,1.1216160000000002,True,1,32,128,1.1216343040412715,256
65,256,1,1,1,1.5015646636145088,False,DLMT,29,1,2048,35,2048,1,28,1,32,0.00017565504227760282,1.501622857142857,True,1,32,1,1.501681050671205,512
66,512,1,1,1,1.5185260219624768,False,DLMT,1,30,64,35,1,1,13,1,1,0.0002957431317883667,1.5186240000000002,True,1,1,1,1.5187219780375236,64
67,128,1,32,1,1.1254397558963727,False,DLMT,1,29,1,35,2048,8,1,1,1,0.00015683450265961717,1.1254917142857142,True,1,1,512,1.1255436726750556,2048
68,1,1,32,1,1.5147431039032748,False,DLMT,17,1,128,35,64,2,1,1,32,0.00013465481189823192,1.5147877142857142,True,1,512,128,1.5148323246681537,1
69,1,1,32,1,1.4775880295275772,False,DLMT,29,1,64,35,128,1,17,1,1,7.407883280255118e-05,1.4776125714285713,True,1,64,1,1.4776371133295654,2048
70,64,1,1,1,1.12278756888314,False,DLMT,23,1,1024,35,2048,1,1,8,1,6.080816271738916e-05,1.1228077142857142,True,1,1,512,1.1228278596882886,2048
71,32,1,32,1,1.5260098470589412,False,DLMT,1,27,1024,35,512,1,23,32,1,0.00018846880324317354,1.5260722857142854,True,1,512,128,1.5261347243696297,2048
72,512,1,32,1,1.503934924736865,False,DLMT,1,2,1,35,1024,1,28,8,8,6.361491289672645e-05,1.503956,True,1,512,128,1.5039770752631352,1
73,512,1,32,1,1.1115339381635587,False,DLMT,13,1,1024,35,1,21,1,1,32,0.00010108957434283788,1.1115674285714283,True,1,32,512,1.111600918979298,128
74,512,1,8,1,1.200914696621612,False,DLMT,30,1,1024,35,1,9,1,32,1,0.0005550193966090154,1.2010985714285716,True,1,1,64,1.2012824462355312,512
75,128,1,32,1,1.1041308857455352,False,DLMT,1,3,2048,35,128,26,1,8,8,7.753129716970466e-05,1.1041565714285717,True,1,1,1,1.1041822571116082,2048
76,128,1,1,1,1.4720112401772218,False,DLMT,1,4,256,35,128,9,1,1,32,8.422322138466624e-05,1.472039142857143,True,1,64,256,1.4720670455370644,1
77,32,1,8,1,1.4987576879910143,False,DLMT,1,1,1024,35,1,1,23,8,1,0.00013030450992242593,1.498800857142857,True,1,512,1,1.4988440262946998,1024
78,512,1,1,1,1.5469229214624471,False,DLMT,1,1,512,35,1024,1,12,8,8,7.56986506767782e-05,1.5469479999999998,True,1,256,512,1.5469730785375524,512
79,32,1,8,1,1.0954923290728775,False,DLMT,1,3,2048,35,1,17,1,1,8,7.231224809456435e-05,1.0955162857142857,True,1,32,512,1.095540242355694,2048
80,1,1,8,1,1.1118948052877358,False,DLMT,1,5,2048,35,64,25,1,1,32,0.0001976502786566573,1.1119602857142858,True,1,512,512,1.112025766140836,512
81,1,1,32,1,1.1050557743621394,False,DLMT,8,1,2048,35,1,30,1,32,1,5.328858667094857e-05,1.1050734285714285,True,1,1,128,1.1050910827807177,128
82,1,1,8,1,1.1062871882986387,False,DLMT,29,1,2048,35,2048,28,1,1,1,4.470858019281134e-05,1.1063020000000001,True,1,32,512,1.1063168117013615,512
83,1,1,1,1,1.177435568065811,False,DLMT,1,11,2048,35,1,3,1,8,8,4.7011939430110764e-05,1.1774511428571433,True,1,512,16,1.1774667176484754,2048
84,64,1,8,1,1.1312687999741515,False,DLMT,1,29,2048,35,512,21,1,8,1,0.0003365156393248535,1.1313802857142856,True,1,512,256,1.1314917714544197,1
85,32,1,32,1,1.0922585017776005,False,DLMT,23,1,2048,35,64,4,1,1,8,5.281774593557938e-05,1.092276,True,1,512,64,1.0922934982223995,1
86,512,1,8,1,1.1141015204340718,False,DLMT,16,1,2048,35,1024,1,1,1,32,0.00012822301999695712,1.114144,True,1,512,16,1.1141864795659282,512
87,512,1,8,1,1.1107700034232095,False,DLMT,1,19,2048,35,1,18,1,1,1,0.0001612618608199308,1.1108234285714285,True,1,64,64,1.1108768537196474,64
88,512,1,1,1,1.0946636366737499,False,DLMT,16,1,2048,35,512,25,1,1,8,4.680484886791935e-05,1.0946791428571427,True,1,32,512,1.0946946490405356,64
89,256,1,32,1,1.105145925488998,False,DLMT,1,18,2048,35,256,28,1,8,8,5.6282088353120265e-05,1.1051645714285714,True,1,32,1,1.1051832173681448,1024
90,64,1,32,1,1.113969607259453,False,DLMT,1,5,2048,35,2048,1,1,8,8,0.00013399786778685137,1.114014,True,1,128,512,1.1140583927405472,512
91,32,1,8,1,1.1131528312076255,False,DLMT,1,23,2048,35,2048,30,1,1,32,8.028317230343673e-05,1.1131794285714287,True,1,1,32,1.1132060259352319,2048
92,64,1,1,1,1.1405745812018904,False,DLMT,1,16,2048,35,512,17,1,32,1,7.75881329028249e-05,1.1406002857142858,True,1,512,128,1.1406259902266813,1024
93,128,1,8,1,1.1084924296330692,False,DLMT,11,1,2048,35,256,2,1,32,1,0.0001522135985772535,1.108542857142857,True,1,128,512,1.108593284652645,2048
94,256,1,32,1,1.11311040056126,False,DLMT,29,1,2048,35,256,13,1,1,1,4.881117302671617e-05,1.1131265714285712,True,1,1,512,1.1131427422958824,2048
95,512,1,8,1,1.1539394724266048,False,DLMT,1,30,2048,35,1,19,1,32,1,0.00010680747508805926,1.1539748571428572,True,1,512,32,1.1540102418591096,2048
96,64,1,32,1,1.1119884903285304,False,DLMT,14,1,2048,35,1,14,1,1,32,0.00011839608377415066,1.1120277142857142,True,1,16,512,1.112066938242898,2048
97,64,1,1,1,1.158430477394477,False,DLMT,1,2,2048,35,128,7,1,32,1,3.823023699127019e-05,1.1584431428571431,True,1,64,64,1.1584558083198093,128
98,512,1,8,1,1.1515239699074074,False,DLMT,1,16,2048,35,2048,7,1,32,1,0.00013204081001796662,1.1515677142857141,True,1,1,512,1.151611458664021,1
99,32,1,1,1,1.1028384873815285,False,DLMT,1,1,2048,35,1,30,1,1,1,4.5099436622572736e-05,1.1028534285714284,True,1,128,1,1.1028683697613284,2048
100,32,1,1,1,1.0930571703460146,False,DLMT,1,27,2048,35,1,2,1,1,8,3.5276169906383226e-05,1.093068857142857,True,1,1,256,1.0930805439396996,128
101,1,1,32,1,1.11116160382529,False,DLMT,1,30,2048,35,128,3,1,1,32,3.569256482339767e-05,1.1111734285714285,True,1,32,32,1.111185253317567,512
102,16,1,8,1,1.0954464451238741,False,DLMT,14,1,2048,35,2048,7,1,1,8,6.506260721136459e-05,1.0954679999999999,True,1,128,32,1.0954895548761256,2048
103,32,1,32,1,1.138178606886451,False,DLMT,1,28,2048,35,2048,25,1,32,1,6.802400536663214e-05,1.1382011428571428,True,1,512,1,1.1382236788278346,512
104,128,1,8,1,1.1072365418798513,False,DLMT,29,1,2048,35,1,12,1,8,8,0.000166535894273966,1.1072917142857142,True,1,256,1,1.107346886691577,256
105,32,1,1,1,1.154400015875134,False,DLMT,30,1,2048,35,1024,25,1,1,32,8.619389627522466e-05,1.1544285714285714,True,1,64,16,1.1544571269820088,1
106,512,1,32,1,1.1194168390936348,False,DLMT,2,1,2048,35,2048,14,1,8,8,3.7138461278348705e-05,1.119429142857143,True,1,1,128,1.1194414466206513,2048
107,1,1,1,1,1.0982557491839287,False,DLMT,14,1,2048,35,2048,23,1,8,1,3.8703477668963566e-05,1.0982685714285718,True,1,32,1,1.098281393673215,1
108,16,1,8,1,1.0956558648426604,False,DLMT,1,2,2048,35,128,10,1,1,8,0.00015564323411743647,1.0957074285714288,True,1,1,1,1.0957589923001971,64
109,64,1,1,1,1.1259768948030624,False,DLMT,18,1,2048,35,512,30,1,8,1,4.559448588216205e-05,1.125992,True,1,1,256,1.1260071051969378,256
110,32,1,8,1,1.0952216876752152,False,DLMT,13,1,2048,35,64,25,1,1,8,3.198979429091094e-05,1.0952322857142853,True,1,32,512,1.0952428837533554,256
111,1,1,32,1,1.0932660962740475,False,DLMT,27,1,2048,35,512,26,1,1,8,3.7655798805419466e-05,1.093278571428571,True,1,128,256,1.0932910465830947,512
112,512,1,8,1,1.0985667273744246,False,DLMT,1,30,2048,35,1024,26,1,1,1,5.127437200483676e-05,1.0985837142857144,True,1,128,256,1.0986007011970043,1
113,1,1,8,1,1.0952825064856662,False,DLMT,1,5,2048,35,2048,18,1,1,1,6.315255258466017e-05,1.0953034285714283,True,1,1,512,1.0953243506571904,256
114,32,1,1,1,1.0932429042699974,False,DLMT,1,29,2048,35,512,1,1,1,8,0.00016889170543064568,1.093298857142857,True,1,1,512,1.0933548100157167,64
115,32,1,1,1,1.1084085830257426,False,DLMT,1,30,2048,35,1,15,1,1,1,0.00010173033581233977,1.108442285714286,True,1,32,128,1.1084759884028292,128
116,64,1,32,1,1.1188223894194795,False,DLMT,14,1,2048,35,1024,15,1,1,32,0.00010145231110513956,1.1188559999999999,True,1,1,512,1.1188896105805202,2048
117,32,1,8,1,1.0981642698696135,False,DLMT,28,1,2048,35,64,22,1,1,1,0.00011043734949400196,1.0982008571428572,True,1,1,1,1.098237444416101,128
118,128,1,8,1,1.0951278118485759,False,DLMT,17,1,2048,35,512,30,1,1,8,6.266203485560681e-05,1.0951485714285711,True,1,512,64,1.0951693310085664,1024
119,64,1,32,1,1.1071351687794018,False,DLMT,1,15,2048,35,128,21,1,1,1,4.994200718464576e-05,1.1071517142857144,True,1,1,32,1.107168259792027,2048
120,1,1,8,1,1.0965663668168835,False,DLMT,1,28,2048,35,1024,30,1,1,8,5.7537210674850674e-05,1.0965854285714285,True,1,1,1,1.0966044903259735,2048
121,1,1,8,1,1.096711126329517,False,DLMT,13,1,2048,35,1,14,1,1,8,9.319104800660495e-05,1.096742,True,1,64,512,1.0967728736704832,2048
122,1,1,32,1,1.1125717098137617,False,DLMT,1,29,2048,35,1,9,1,1,32,6.900695025627336e-05,1.1125945714285714,True,1,512,32,1.1126174330433811,1
123,32,1,1,1,1.1128950430345814,False,DLMT,10,1,2048,35,1,30,1,1,32,9.516730702574087e-05,1.1129265714285712,True,1,512,512,1.112958099822561,1024
124,256,1,8,1,1.123315718628302,False,DLMT,17,1,2048,35,2048,1,1,1,32,7.846694351437612e-05,1.1233417142857143,True,1,32,32,1.1233677099431265,1
125,128,1,32,1,1.0923548700697707,False,DLMT,1,14,2048,35,2048,10,1,1,8,4.394430612508054e-05,1.0923694285714287,True,1,128,1,1.0923839870730867,256
126,16,1,1,1,1.1776364855124264,False,DLMT,2,1,2048,35,2048,4,1,1,1,6.321585954459008e-05,1.1776574285714285,True,1,512,64,1.1776783716304307,2048
127,512,1,1,1,1.0936202533429629,False,DLMT,1,3,2048,35,512,13,1,1,8,6.305423645317456e-05,1.093641142857143,True,1,1,16,1.0936620323713233,1
128,512,1,1,1,1.1176137297660136,False,DLMT,30,1,2048,35,2048,22,1,1,32,9.481926954765481e-05,1.1176451428571428,True,1,16,128,1.117676555948272,2048
129,128,1,8,1,1.0946297974470744,False,DLMT,30,1,2048,35,512,2,1,1,8,6.0118250819785015e-05,1.0946497142857143,True,1,32,256,1.0946696311243542,2048
130,512,1,32,1,1.1035623814895594,False,DLMT,1,17,2048,35,1,3,1,1,1,7.215403025219596e-05,1.1035862857142857,True,1,512,512,1.103610189939012,1
131,512,1,32,1,1.0922322203897505,False,DLMT,1,2,2048,35,1,3,1,1,1,5.970403192893562e-05,1.0922519999999998,True,1,64,1,1.092271779610249,128
132,64,1,8,1,1.1163756841082515,False,DLMT,1,1,2048,35,256,21,1,1,32,7.598388658396509e-05,1.1164008571428572,True,1,128,1,1.116426030177463,2048
133,1,1,1,1,1.1257613179485484,False,DLMT,16,1,2048,35,512,3,1,1,32,8.48508896204806e-05,1.1257894285714287,True,1,64,1,1.125817539194309,512
134,512,1,8,1,1.1129691487342253,False,DLMT,1,21,2048,35,512,11,1,1,32,7.32878028106757e-05,1.1129934285714285,True,1,512,64,1.1130177084086317,512
135,32,1,32,1,1.1110089151637406,False,DLMT,1,5,2048,35,2048,30,1,1,32,6.1918972727845e-05,1.1110294285714286,True,1,64,32,1.1110499419791167,1
136,16,1,8,1,1.0987861402963253,False,DLMT,29,1,2048,35,512,8,1,1,32,0.00011255329803234727,1.0988234285714285,True,1,512,1,1.0988607168465316,1
137,16,1,8,1,1.1501247015297926,False,DLMT,1,11,2048,35,64,1,1,1,32,5.4802055674238855e-05,1.1501428571428571,True,1,1,64,1.1501610127559216,1024
138,1,1,1,1,1.109659062075359,False,DLMT,1,20,2048,35,256,30,1,1,1,6.320036166262248e-05,1.10968,True,1,64,256,1.109700937924641,1
139,512,1,32,1,1.093642486171894,False,DLMT,30,1,2048,35,1024,18,1,1,8,5.02775967473821e-05,1.093659142857143,True,1,16,512,1.0936757995423918,64
140,128,1,1,1,1.0947305509946397,False,DLMT,1,1,2048,35,1,1,1,1,8,5.3531604245146065e-05,1.0947482857142854,True,1,1,512,1.0947660204339311,128
141,512,1,1,1,1.0948934916931707,False,DLMT,17,1,2048,35,2048,4,1,1,8,5.327939449307782e-05,1.094911142857143,True,1,64,512,1.0949287940211152,256
142,1,1,8,1,1.0953659878190964,False,DLMT,1,3,2048,35,1024,30,1,1,8,4.8332183894374904e-05,1.095382,True,1,16,512,1.0953980121809037,128
143,128,1,8,1,1.0936209556913443,False,DLMT,1,19,2048,35,2048,1,1,1,8,6.093422348594259e-05,1.0936411428571429,True,1,64,512,1.0936613300229414,2048
144,512,1,32,1,1.0916302024246476,False,DLMT,1,12,2048,35,1,20,1,1,8,5.113407745868417e-05,1.0916471428571428,True,1,64,512,1.091664083289638,2048
145,64,1,8,1,1.0960999690779671,False,DLMT,30,1,2048,35,2048,8,1,1,8,6.736195256272578e-05,1.0961222857142858,True,1,32,512,1.0961446023506045,1
146,32,1,1,1,1.0945385692474996,False,DLMT,15,1,2048,35,2048,30,1,1,8,9.832225234463706e-05,1.094571142857143,True,1,512,512,1.0946037164667863,512
147,1,1,8,1,1.095056039787722,False,DLMT,12,1,2048,35,1,28,1,1,8,5.3349827381454934e-05,1.0950737142857143,True,1,32,512,1.0950913887837066,1
148,32,1,8,1,1.0936520803292842,False,DLMT,1,13,2048,35,128,10,1,1,8,5.408987230262872e-05,1.09367,True,1,512,512,1.0936879196707157,512
149,32,1,32,1,1.0926256938378187,False,DLMT,1,13,2048,35,2048,28,1,1,8,6.21558278745851e-05,1.0926462857142858,True,1,1,512,1.0926668775907529,256
150,1,1,32,1,1.092444604668439,False,DLMT,30,1,2048,35,256,17,1,1,8,8.78663177555361e-05,1.0924737142857142,True,1,32,512,1.0925028239029893,512
151,512,1,1,1,1.0930646178272156,False,DLMT,1,2,2048,35,512,16,1,1,8,7.747758069405547e-05,1.0930902857142857,True,1,1,512,1.0931159536013557,1
152,1,1,1,1,1.0959411044776777,False,DLMT,1,10,2048,35,1,8,1,1,8,9.584426142957662e-05,1.095972857142857,True,1,512,512,1.0960046098080365,1
153,512,1,8,1,1.0960813283656705,False,DLMT,30,1,2048,35,1,29,1,1,8,5.1185138149150836e-05,1.0960982857142856,True,1,256,512,1.0961152430629006,2048
154,16,1,8,1,1.095767788885792,False,DLMT,13,1,2048,35,64,16,1,1,8,4.375814792932101e-05,1.0957822857142858,True,1,1,512,1.0957967825427797,2048
155,256,1,32,1,1.0927692415464814,False,DLMT,19,1,2048,35,256,1,1,1,8,5.317203500075936e-05,1.0927868571428572,True,1,1,512,1.092804472739233,1
156,1,1,32,1,1.0928837803040683,False,DLMT,1,4,2048,35,128,2,1,1,8,5.8445160062184705e-05,1.0929031428571427,True,1,512,512,1.0929225054102172,1
157,512,1,8,1,1.0949564651983976,False,DLMT,1,29,2048,35,2048,17,1,1,8,7.621344891759346e-05,1.0949817142857143,True,1,512,512,1.095006963373031,1
158,64,1,32,1,1.0935721247514656,False,DLMT,3,1,2048,35,2048,27,1,1,8,6.085513075146639e-05,1.0935922857142857,True,1,256,512,1.0936124466771058,2048
159,128,1,1,1,1.0913329992659302,False,DLMT,1,26,2048,35,128,30,1,1,8,6.338994963152683e-05,1.091354,True,1,32,512,1.0913750007340697,1
160,256,1,8,1,1.095099104374086,False,DLMT,1,1,2048,35,256,4,1,1,8,4.151223080156921e-05,1.0951128571428572,True,1,64,512,1.0951266099116284,128
161,32,1,32,1,1.0925958115818653,False,DLMT,1,30,2048,35,1,12,1,1,8,4.627689510334871e-05,1.0926111428571428,True,1,16,512,1.0926264741324203,512
162,1,1,1,1,1.0934355233726798,False,DLMT,1,30,2048,35,512,2,1,1,8,5.663344364220965e-05,1.093454285714286,True,1,1,512,1.093473048055892,2048
163,256,1,32,1,1.0930791900072219,False,DLMT,1,25,2048,35,256,26,1,1,8,4.7290677339909966e-05,1.0930948571428571,True,1,32,512,1.0931105242784924,2048
164,32,1,32,1,1.0933591350578393,False,DLMT,1,25,2048,35,256,30,1,1,8,5.3493467081582895e-05,1.093376857142857,True,1,512,512,1.0933945792278748,1
