id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,256,256,512,2,1,10,DLMT,9,1.5782913310335007,2048,256,1,104,1,0.11199160000000001,8
