id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
21,2,512,False,4,32,32,2,1,17,0.45975942450031787,1,8,DLMT,True,False,3,True,2048,True,1,2,2048,2,10,1,16,4,0.4656992000000001,1,True,0.009583451286462508,True,0.4716389754996823
22,32,64,False,32,64,4,4,8,1,0.13913797282081822,4,32,DLMT,False,True,24,True,8,True,30,1,512,32,10,32,8,4,0.1514641,3,True,0.019887424933610683,True,0.16379022717918176
23,16,2048,False,4,1,16,256,2048,1,1.1301420932012316,1,512,DLMT,False,False,24,True,64,False,1,6,16,8,10,1,32,1,1.130224,5,False,0.00013215142829343696,True,1.1303059067987682
24,2,1,False,4,1,4,4,16,9,1.282575779135385,32,8,DLMT,False,False,1,False,2048,False,14,1,1024,2,10,256,2,1,1.2837859999999999,13,True,0.0019526146573249142,True,1.2849962208646148
25,4,256,False,2,8,16,4,128,1,2.9710346067506084,256,256,DLMT,False,False,10,False,512,True,24,1,1024,4,10,4,2,32,2.973665,12,False,0.004243972785021062,True,2.9762953932493916
26,1,1,False,2,4,2,1024,4,17,5.90573752629844,512,1,DLMT,False,True,1,True,512,False,1,29,1,1,10,1,4,32,5.908219999999999,5,False,0.004005313970215078,True,5.9107024737015585
27,1,1,False,8,2,1,1,1024,2,0.9840196007959247,256,4,DLMT,True,False,11,True,1,False,1,22,2048,16,10,1,16,8,0.9840909999999999,1,False,0.00011519809026195037,True,0.9841623992040752
28,8,128,False,16,2,1,64,128,23,0.7001645732814282,1,128,DLMT,True,False,5,True,16,True,28,1,1,8,10,128,32,16,0.7082388,1,False,0.013027253039685696,True,0.7163130267185717
29,16,8,False,2,2048,4,8,1,2,1.4092135009653017,8,8,DLMT,True,False,1,False,32,False,1,23,2048,16,10,256,16,16,1.409259,22,False,7.340980860895722e-05,True,1.4093044990346983
30,1,1,False,32,2048,64,64,128,3,0.9955556165039089,2,2048,DLMT,False,True,15,False,1024,False,17,1,2048,8,10,2048,32,2,1.0003132999999997,1,True,0.007676220763500749,True,1.0050709834960907
31,2,128,False,4,8,4,1,2048,3,0.8361606741938662,16,64,DLMT,False,False,30,False,512,True,30,1,1024,1,10,2,8,1,0.8481558,1,True,0.01935337519814051,True,0.8601509258061338
32,1,8,False,2,32,4,256,1,6,1.3160396312751157,1,2,DLMT,False,True,12,True,2,False,18,1,32,16,10,1024,1,4,1.316087,1,False,7.642643521713307e-05,True,1.3161343687248843
33,4,32,False,2,1,8,32,512,27,1.0147207998955239,4,4,DLMT,False,True,1,True,8,False,1,28,1024,16,10,2048,1,32,1.0168709999999999,4,True,0.003469211581901586,True,1.0190212001044758
34,4,128,False,32,1,1,16,512,19,1.1250412818117808,128,16,DLMT,True,True,1,True,1,True,2,1,8,2,10,1,1,8,1.1344309999999997,3,False,0.015149715145836927,True,1.1438207181882187
35,32,8,False,16,2,2048,2,1,14,5.638154510014379,1,4,DLMT,False,True,1,True,128,False,1,28,1,4,10,8,1,32,5.641875,7,False,0.006002774775051921,True,5.64559548998562
36,32,2,False,16,32,2,2,32,14,1.3851196622437292,16,1,DLMT,True,False,1,False,64,False,21,1,128,1,10,4,2,2,1.3851930000000001,8,False,0.00011832582135780317,True,1.385266337756271
37,4,64,False,8,2,64,4,128,1,0.8462314956737539,4,4,DLMT,True,False,14,False,256,True,7,1,4,1,10,16,4,1,0.8499557,7,False,0.006008767628224615,True,0.8536799043262461
38,32,1,False,16,2,4,8,1,1,inf,8,64,DLMT,False,False,1,True,128,False,1,10,512,32,1,256,8,32,inf,30,False,inf,False,inf
39,16,2048,False,8,128,16,16,256,3,0.10262967104545359,8,16,DLMT,False,True,1,True,64,True,25,1,256,8,10,16,4,8,0.1158649,7,True,0.021354203026336522,True,0.12910012895454642
40,8,32,False,1,4,2,2,1024,18,inf,2048,32,DLMT,False,True,1,False,1,True,20,1,2048,32,1,128,16,1,inf,6,False,inf,False,inf
41,2,16,False,16,8,2,2048,256,5,3.6662939139142305,128,16,DLMT,False,False,1,True,256,False,14,1,128,8,10,1,32,16,3.668191,17,True,0.0030608281559081144,True,3.67008808608577
42,4,64,False,4,2,256,1,2048,1,1.1350926730261455,1,1,DLMT,False,True,4,True,8,False,30,1,128,1,10,1024,32,8,1.1351600000000002,27,False,0.00010862780491200246,True,1.1352273269738549
43,2,1,False,2,32,1,1,128,1,0.7394345273165154,1,2048,DLMT,True,True,7,False,512,False,1,2,256,4,10,2,8,8,0.7445424999999999,8,True,0.0082413901648933,True,0.7496504726834844
44,32,4,False,16,128,64,8,1,1,0.8151551009820817,4,1,DLMT,False,True,15,False,1,True,5,1,2048,32,10,2048,32,32,0.826328,5,True,0.01802676439076076,True,0.8375008990179182
45,1,8,False,1,1,64,1,1,14,1.1619668283290783,128,8,DLMT,True,False,1,False,1,False,5,1,64,1,10,256,4,16,1.1620709999999999,4,False,0.00016807438829278772,True,1.1621751716709214
46,1,2048,False,16,2,4,2048,1,20,2.4715093311536176,4,2048,DLMT,True,True,1,False,2048,True,1,25,32,8,10,1,2,2,2.47611,2,True,0.007422887578294557,True,2.480710668846382
47,32,64,False,1,1,1024,64,1,11,1.063118903502073,256,2,DLMT,True,True,9,True,1024,True,1,18,256,32,10,2048,32,1,1.06528,1,False,0.003486792222086061,True,1.067441096497927
48,2,16,False,32,32,4,256,8,2,inf,2,16,DLMT,False,False,1,True,1,False,1,23,256,2,1,1024,2,32,inf,30,False,inf,False,inf
49,16,1,False,32,16,128,2,1,1,0.5941461177288596,2,256,DLMT,True,True,7,True,1,False,1,23,16,16,10,128,4,1,0.6039177999999998,16,True,0.015765989983505625,True,0.6136894822711401
50,1,1,False,2,128,1,16,512,1,1.132355915421662,4,2,DLMT,False,True,16,False,16,False,1,15,256,2,10,256,8,2,1.1324619999999999,7,False,0.0001711607431626765,True,1.1325680845783377
51,1,1,False,8,32,2,1,64,1,1.4876005857123873,2048,32,DLMT,False,False,11,True,2048,True,1,8,32,32,10,2048,2,2,1.4939779999999998,10,True,0.010289553731819443,True,1.5003554142876123
52,2,512,False,8,128,2048,512,2048,22,0.9192859953507535,128,16,DLMT,True,False,1,False,1,True,1,5,512,32,10,512,4,32,0.9270335000000001,1,False,0.012500107689536119,True,0.9347810046492466
53,8,2048,False,16,1024,128,1,256,12,0.5790236542976864,256,1024,DLMT,False,True,10,True,512,False,1,14,1,1,10,512,1,2,0.5854985,1,True,0.010446753143919888,True,0.5919733457023136
54,4,1,False,8,1024,512,512,1024,1,0.6896914903923845,2048,256,DLMT,False,True,3,True,1,True,1,2,1,1,10,1,1,8,0.6918464,18,True,0.00347681006671345,True,0.6940013096076154
55,32,256,False,4,128,8,512,256,30,1.9692722302195853,8,32,DLMT,False,True,1,False,32,False,1,20,2048,4,10,1,32,1,1.9761140000000001,1,True,0.011038761887095872,True,1.982955769780415
56,1,256,False,16,1,16,32,2048,1,0.8085554391081134,32,1,DLMT,True,True,8,False,256,False,23,1,128,32,10,256,16,2,0.813383,15,True,0.007788963512560574,True,0.8182105608918865
57,4,128,False,8,1,4,1,4,1,1.64034342851023,4,16,DLMT,True,True,23,True,4,False,1,22,2,32,10,512,32,2,1.642668,2,True,0.003750548759848338,True,1.64499257148977
58,16,2048,False,4,1,1,32,16,7,0.45536277198262987,256,2048,DLMT,True,False,1,True,1,False,1,4,1,1,10,32,4,32,0.4657559,8,True,0.01676865330579649,True,0.47614902801737014
59,8,8,False,16,1024,8,1024,32,1,1.1331376529723074,256,2,DLMT,True,False,4,False,2048,False,29,1,2048,8,10,1,1,4,1.13316,7,False,3.6055512754660555e-05,True,1.1331823470276925
60,16,64,False,32,16,1,2048,32,3,0.7888735762248056,8,16,DLMT,False,False,1,True,512,True,1,24,128,1,10,2048,4,2,0.7927771000000001,3,False,0.006298088193253574,True,0.7966806237751947
61,16,32,False,32,2,32,32,2048,1,1.0134697425571912,8,2,DLMT,True,False,5,True,2048,True,1,11,1,8,10,1,4,1,1.015108,12,False,0.0026432245458908733,True,1.0167462574428086
62,2,256,False,2,8,1,8,16,5,1.0108091436870863,16,32,DLMT,False,True,1,True,256,False,25,1,16,1,10,256,32,16,1.0123229999999999,4,True,0.0024425112077532283,True,1.0138368563129134
63,4,2048,False,1,8,512,16,1024,6,inf,512,128,DLMT,False,True,14,False,2048,True,1,1,8,32,1,2048,16,2,inf,1,True,inf,False,inf
64,16,1,False,4,1,256,1,1,5,0.7915629722335374,2,8,DLMT,True,True,14,False,128,False,19,1,8,8,10,2,4,16,0.7991428,1,True,0.012229571667069943,True,0.8067226277664626
65,2,1024,False,1,32,64,1,1024,3,inf,1,16,DLMT,False,False,1,False,2048,True,30,1,64,4,1,512,32,32,inf,18,False,inf,False,inf
66,8,64,False,1,4,16,32,16,6,0.5229298528641173,2,1,DLMT,False,False,4,True,256,False,1,1,2048,4,10,256,8,1,0.5272908,1,True,0.007036111792744643,True,0.5316517471358826
67,32,64,False,1,2048,32,512,1024,1,0.4025273068006302,4,64,DLMT,True,False,20,True,1,True,1,23,1,2,10,512,8,4,0.4102397,5,True,0.012443457590637752,True,0.41795209319936977
68,4,128,False,32,512,2048,1,1,10,0.43108138698517967,512,1,DLMT,False,True,1,True,1024,False,1,16,1,8,10,4,16,32,0.43553549999999996,8,True,0.007186429033254279,True,0.43998961301482026
69,32,2048,False,2,16,16,1,64,1,0.7529857716538,128,2,DLMT,True,True,1,False,1,True,1,29,1,8,10,512,32,1,0.7703468000000001,24,True,0.02801091883819594,True,0.7877078283462002
70,32,1,False,8,128,2048,1,2048,8,0.3747026588846575,1,2048,DLMT,True,True,9,True,16,True,1,4,2048,2,10,512,8,8,0.38255159999999994,1,True,0.012663768998209028,True,0.3904005411153424
71,4,64,False,2,4,1,1,256,3,0.5876575334865607,4,64,DLMT,False,True,3,False,32,False,1,6,8,2,10,8,8,32,0.5948746,1,True,0.01164427937830419,True,0.6020916665134394
72,16,32,False,1,4,2048,8,2048,29,0.39690807943941814,128,8,DLMT,False,True,1,True,512,True,7,1,128,2,10,1,4,2,0.40040519999999996,1,True,0.005642382365632442,True,0.4039023205605818
73,32,512,False,8,128,1,64,256,4,1.123585500207979,2048,8,DLMT,True,True,5,True,2048,True,11,1,1024,16,10,2048,4,2,1.128387,1,True,0.007746915579764657,True,1.133188499792021
74,4,2048,False,1,256,2048,2,1,2,0.5275334164650934,2,1,DLMT,False,False,1,False,8,True,26,1,1024,32,10,8,8,4,0.5320567,5,False,0.007298031283161218,True,0.5365799835349067
75,8,2048,False,32,1,8,2,1,10,inf,2,512,DLMT,True,True,8,True,1024,True,2,1,2048,8,1,512,2,16,inf,1,False,inf,False,inf
76,16,1,False,2,8,32,8,32,16,0.9978530608711976,32,1024,DLMT,True,False,1,True,2048,True,6,1,1,32,10,512,1,8,1.0017463,1,True,0.006281494568174048,True,1.0056395391288024
77,32,512,False,8,8,64,2,1024,2,3.9981871512913667,128,128,DLMT,False,True,1,True,1024,False,8,1,2048,2,10,2048,1,16,4.212382,30,False,0.34558981202575967,True,4.426576848708633
78,8,1,False,32,16,64,16,1,3,0.5887951739488319,2048,2048,DLMT,False,False,29,False,2048,True,1,2,128,8,10,128,8,2,0.5947089,1,True,0.009541422152383797,True,0.6006226260511681
79,16,1024,False,32,4,1024,256,1,1,1.5185082363928877,128,2,DLMT,True,True,6,False,1024,False,28,1,2048,1,10,2048,4,16,1.5185480000000002,20,False,6.415605972940473e-05,True,1.5185877636071128
80,1,1,True,1,1,1,1,1,1,1.4197062959099724,1,1,DLMT,False,False,1,False,1,False,1,1,1,1,10,1,1,1,1.4197540000000002,1,False,7.69675256195546e-05,True,1.419801704090028
81,32,64,False,2,2048,2,4,8,11,0.6043439319551505,2,8,DLMT,False,False,2,False,2048,False,8,1,2048,8,10,16,32,2,0.6257637,1,True,0.03455943808585435,True,0.6471834680448496
82,32,1024,False,16,2048,1,4,1024,8,0.5415274877934136,32,32,DLMT,True,False,4,True,512,True,26,1,2048,16,10,16,1,2,0.5493870000000001,1,True,0.012680824783901088,True,0.5572465122065865
83,32,1,False,16,2048,256,4,1024,29,0.6862063531515428,1,256,DLMT,False,False,3,True,8,False,2,1,2048,16,10,256,8,2,0.6948162000000001,1,True,0.013891442169911653,True,0.7034260468484574
84,32,4,False,1,2048,8,4,256,5,0.2466891049758386,1,1,DLMT,False,False,1,False,1,True,30,1,2048,8,10,4,32,2,0.2671929999999999,1,True,0.03308173501798235,True,0.28769689502416124
85,32,2048,False,16,2048,2048,4,2048,15,0.15035352971060859,1,128,DLMT,True,False,3,False,2,True,11,1,2048,1,10,1,1,2,0.15796519999999997,1,True,0.012280947559533021,True,0.16557687028939136
86,32,1024,False,1,2048,1,4,2048,23,0.7949117269089327,2048,512,DLMT,False,True,2,False,1,False,9,1,2048,4,10,128,4,2,0.8035574999999999,1,True,0.013949406885240682,True,0.8122032730910671
87,32,8,False,16,2048,1,4,32,5,0.9879872219023977,16,8,DLMT,True,False,12,False,64,False,6,1,2048,32,10,512,32,2,0.9929498999999999,1,True,0.008006966559815273,True,0.9979125780976021
88,32,2048,False,1,2048,16,4,16,24,0.5989329109195685,4,1024,DLMT,True,False,2,True,1,False,23,1,2048,16,10,64,2,2,0.60623,1,True,0.011773390718055674,True,0.6135270890804316
89,32,2048,False,8,2048,128,4,256,23,0.7592589607639417,16,1,DLMT,True,False,3,False,128,False,29,1,1,2,10,64,1,2,0.772379,1,True,0.02116835171665475,True,0.7854990392360583
90,32,1,False,1,2048,4,4,256,29,0.8149321795527142,128,8,DLMT,True,False,3,False,2048,True,18,1,2048,16,10,32,1,2,0.8275044999999999,1,True,0.020284642167166772,True,0.8400768204472855
91,32,1024,False,8,2048,16,4,32,30,0.568499987561433,4,256,DLMT,False,False,2,False,16,True,15,1,2048,1,10,2048,4,2,0.5735205,1,True,0.00810027860323335,True,0.5785410124385669
92,32,1,False,16,2048,128,4,2048,10,0.23449934703284908,4,2048,DLMT,False,True,11,False,128,True,20,1,2048,2,10,4,1,2,0.23710360000000003,1,True,0.004201797096481459,True,0.23970785296715097
93,32,1024,False,8,2048,8,4,1,4,0.7877906075142742,2,16,DLMT,False,False,21,False,1,False,1,1,1,32,10,8,8,2,0.7935182000000001,1,True,0.00924110744229284,True,0.7992457924857259
94,32,128,False,32,2048,64,4,1024,2,0.1184489509248558,8,1,DLMT,True,False,5,True,1,True,5,1,2048,2,10,64,4,2,0.1279552,1,True,0.015337730345784548,True,0.13746144907514418
95,32,2,False,32,2048,4,4,128,1,0.7757636319100886,1,1,DLMT,True,True,10,False,1,False,25,1,2048,1,10,1,2,2,0.7905708,1,True,0.023890427186636923,True,0.8053779680899115
96,32,2048,False,8,2048,8,4,512,18,0.865041701546248,16,512,DLMT,False,False,6,True,2048,True,14,1,1,2,10,2048,1,2,0.8691506,1,True,0.006629447219791406,True,0.873259498453752
97,32,1,False,16,2048,16,4,256,2,0.23364889590134227,2,2048,DLMT,True,False,30,False,64,True,21,1,1,16,10,64,32,2,0.24889630000000001,1,True,0.02460072008316017,True,0.26414370409865773
98,32,8,False,4,2048,32,4,1024,22,0.14998210780270746,1,4,DLMT,True,False,5,True,32,True,28,1,2048,32,10,4,16,2,0.1625792,1,True,0.02032460981568896,True,0.17517629219729255
99,32,128,False,16,2048,4,4,32,30,0.8063967742149191,2048,128,DLMT,True,True,1,True,1,True,15,1,1,16,10,128,32,2,0.8097018,1,True,0.005332449620952836,True,0.813006825785081
100,32,64,False,32,2048,512,4,2048,12,0.8924931472748313,2048,1,DLMT,True,False,8,True,1,False,2,1,1,8,10,2048,32,2,0.8944818,1,True,0.0032085651247870765,True,0.8964704527251687
101,32,64,False,2,2048,1,4,32,10,1.2210157486673967,1,2,DLMT,True,True,5,False,2048,True,8,1,2048,16,10,2048,1,2,1.2263680000000001,1,True,0.00863551828207201,True,1.2317202513326035
102,32,1024,False,16,2048,2,4,512,4,0.8589850439990174,256,1024,DLMT,False,False,2,True,1024,False,1,1,2048,4,10,1024,32,2,0.8661263,1,True,0.011521963921571714,True,0.8732675560009826
103,32,512,False,32,2048,16,4,16,1,0.68099377332806,1,8,DLMT,False,False,12,True,256,False,10,1,2048,8,10,4,1,2,0.6908611,1,True,0.015920306161943006,True,0.70072842667194
104,32,256,False,4,2048,1,4,64,2,1.0287357413888714,16,2,DLMT,False,False,22,False,16,False,29,1,2048,8,10,512,4,2,1.031925,1,True,0.005145666623480405,True,1.0351142586111286
105,32,2048,False,16,2048,32,4,32,28,0.9402863591165743,512,2048,DLMT,False,False,1,True,1,False,12,1,1,2,10,512,1,2,0.9422607,1,True,0.003185473875265644,True,0.9442350408834256
106,32,8,False,4,2048,128,4,1,1,0.8933433211723404,8,8,DLMT,False,False,4,False,1024,False,16,1,1,1,10,256,1,2,0.8951146000000001,1,True,0.002857846119020392,True,0.8968858788276598
107,32,2048,False,16,2048,256,4,256,15,0.13164206875556728,16,16,DLMT,False,True,3,True,1,True,13,1,1,1,10,64,2,2,0.142723,1,True,0.017878380217458176,True,0.1538039312444327
108,32,256,False,1,2048,1024,4,2048,3,0.5129366808725458,16,32,DLMT,True,False,18,True,512,True,9,1,1,8,10,128,1,2,0.5186742,1,True,0.009257123449538742,True,0.5244117191274541
109,32,1024,False,32,2048,2048,4,1,8,1.1933762065669806,16,2,DLMT,False,False,5,False,256,False,6,1,1,8,10,2048,4,2,1.199513,1,True,0.00990132723426511,True,1.2056497934330195
110,32,128,False,2,2048,2,4,1024,6,0.23616044458402835,1,1,DLMT,True,False,8,True,128,True,23,1,1,8,10,1,8,2,0.2494554,1,True,0.021450567886188928,True,0.26275035541597164
111,32,2048,False,2,2048,1024,4,1,1,0.8859855898760317,64,512,DLMT,False,False,14,False,2048,True,30,1,2048,1,10,256,32,2,0.8903310999999998,1,True,0.007011205152468443,True,0.8946766101239679
112,32,256,False,4,2048,16,4,256,27,0.8142853965346806,64,64,DLMT,False,True,2,False,512,True,9,1,2048,32,10,256,1,2,0.8164644000000001,1,True,0.00351568397897196,True,0.8186434034653196
113,32,1024,False,1,2048,2,4,8,1,0.204024066022551,2,2,DLMT,False,True,8,False,16,True,22,1,2048,8,10,1,16,2,0.216195,1,True,0.019637030539264327,True,0.228365933977449
114,32,64,False,8,2048,4,4,16,12,0.7438969706347927,512,2,DLMT,True,False,5,False,2048,False,1,1,1,2,10,16,4,2,0.7537605999999999,1,True,0.01591434079187699,True,0.7636242293652071
115,32,2,False,2,2048,1,4,8,5,0.19680794044680625,1,2,DLMT,False,False,24,True,32,True,1,1,1,4,10,8,1,2,0.2069427,1,True,0.016351792165080866,True,0.21707745955319377
116,32,2048,False,32,2048,8,4,2048,2,0.719662120934818,4,64,DLMT,True,False,1,False,8,True,11,1,1,8,10,1024,2,2,0.7293665,1,True,0.015657400526588077,True,0.7390708790651821
117,32,2048,False,1,2048,4,4,2048,7,0.8297299496190154,1,1,DLMT,False,False,17,True,2048,False,9,1,2048,4,10,512,2,2,0.8352155,1,True,0.008850587847708202,True,0.8407010503809846
118,32,8,False,32,2048,4,4,128,2,0.47088771254903233,128,2,DLMT,True,True,25,True,128,False,2,1,1,8,10,16,4,2,0.4813537,1,True,0.01688620738383844,True,0.49181968745096766
119,32,2048,False,32,2048,2048,4,2048,9,0.5942593647418248,8,64,DLMT,False,True,14,True,32,False,27,1,2048,2,10,128,16,2,0.596085,1,True,0.0029455467743697335,True,0.5979106352581751
120,32,1,False,8,2048,2,4,1,17,0.33662336064094317,1,64,DLMT,True,True,4,True,2,True,29,1,2048,2,10,256,32,2,0.34022589999999997,1,True,0.0058124689151856975,True,0.34382843935905677
121,32,2048,False,16,2048,1,4,1024,29,0.8780870883456694,1,512,DLMT,True,True,1,True,1024,False,20,1,1,32,10,1024,16,2,0.8805495999999999,1,True,0.003973106472270798,True,0.8830121116543305
122,32,128,False,2,2048,4,4,2048,30,0.702004677133968,8,8,DLMT,True,True,1,True,2048,True,30,1,1,32,10,1,4,2,0.7094482,1,True,0.01200965234967273,True,0.716891722866032
123,32,128,False,32,2048,2,4,1,29,0.6060250463120757,8,1,DLMT,True,False,4,True,2048,False,1,1,1,32,10,4,2,2,0.6196756,1,True,0.022024303159010484,True,0.6333261536879243
124,32,1024,False,1,2048,2,4,1024,3,0.5929709360741623,2,32,DLMT,False,False,30,True,32,False,9,1,1,2,10,8,32,2,0.6072354999999999,1,True,0.023014969759919283,True,0.6215000639258376
125,32,128,False,1,2048,64,4,512,13,1.2147473815420737,2,16,DLMT,True,True,1,False,2048,False,27,1,1,32,10,1024,4,2,1.216444,1,True,0.002737386344672572,True,1.2181406184579264
126,32,1,False,8,2048,512,4,1,3,0.6744658315576227,2048,16,DLMT,False,True,28,True,2048,True,25,1,2048,4,10,1,4,2,0.6834696,1,True,0.014527009693670621,True,0.6924733684423773
127,32,16,False,8,2048,2048,4,2048,1,0.4670274348006399,16,1,DLMT,True,True,29,True,2048,False,15,1,1,8,10,128,32,2,0.47264999999999996,1,True,0.009071652572712424,True,0.47827256519936
128,32,1024,False,2,2048,256,4,1,3,0.7458368975919293,8,8,DLMT,True,True,22,False,16,False,14,1,2048,8,10,1,32,2,0.7520178,1,True,0.00997249426974016,True,0.7581987024080706
129,32,512,False,8,2048,64,4,1,1,1.2277513491801837,512,2,DLMT,True,False,27,False,2048,False,21,1,2048,1,10,2048,16,2,1.229544,1,True,0.0028923284737387245,True,1.2313366508198162
130,32,256,False,1,2048,512,4,1,6,0.5631095152534583,128,256,DLMT,True,False,9,True,1,False,22,1,2048,32,10,4,1,2,0.5678162,1,True,0.007593937513569614,True,0.5725228847465417
131,32,1,False,2,2048,1024,4,2048,1,0.5521001849912384,1024,1,DLMT,True,True,1,True,1024,False,7,1,1,32,10,64,4,2,0.5597232999999999,1,True,0.012299412888833348,True,0.5673464150087615
132,32,1,False,2,2048,1,4,64,5,0.7408312658384035,256,32,DLMT,False,False,10,False,512,True,14,1,1,32,10,256,4,2,0.7452834000000002,1,True,0.007183236279004044,True,0.7497355341615968
133,32,64,False,32,2048,2,4,1,11,1.0006703078537715,8,1,DLMT,False,False,4,True,32,False,14,1,1,32,10,512,1,2,1.00726,1,True,0.010632050601835905,True,1.0138496921462286
134,32,1,False,8,2048,16,4,1,9,0.5108825568215989,32,2048,DLMT,True,False,1,False,32,True,3,1,2048,1,10,512,16,2,0.5180903,1,True,0.011629236768163255,True,0.5252980431784011
135,32,1024,False,1,2048,2,4,2,3,inf,512,1,DLMT,True,True,30,False,1024,True,1,1,2048,32,1,2048,1,2,inf,1,True,inf,False,inf
136,32,128,False,32,2048,128,4,2048,19,0.1368770601533674,1,128,DLMT,True,False,1,True,1,True,22,1,2048,4,10,1,32,2,0.1438451,1,True,0.011242490635530898,True,0.1508131398466326
137,32,1,False,32,2048,8,4,32,4,0.6115294910422384,4,128,DLMT,False,False,29,True,1024,False,9,1,2048,8,10,1,16,2,0.6244645999999999,1,True,0.02086997843410483,True,0.6373997089577614
138,32,2,False,8,2048,16,4,2048,10,0.180012912539611,2,1,DLMT,True,True,6,True,16,True,13,1,1,1,10,4,1,2,0.1900853,1,True,0.016251158746686343,True,0.20015768746038903
