id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,2048,DLMT,64,128,1,1,2,8,2048,2048,18.323842844069855,0.08034008000000001,True,False,True,94
