id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,16,1024,16,16,2048,0.850884,RS,301,1,2.946951640881718,16,1,True,False,True
