id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,16,1,1,1,256,16,inf,False,RS,4,inf,False,1,24,False,inf,False,inf,False
2,4,2048,1,2,2,128,inf,False,RS,2,inf,False,10,1,True,inf,False,inf,False
3,32,8,1,8,8,256,inf,False,RS,4,inf,False,16,1,False,inf,False,inf,True
4,2,2048,1,256,1,1,inf,False,RS,2,inf,False,13,1,False,inf,True,inf,True
5,8,8,1,64,1,1,inf,False,RS,2,inf,False,1,13,True,inf,True,inf,True
6,1,2048,1,32,1,128,inf,False,RS,32,inf,False,1,7,False,inf,False,inf,False
7,16,1,1,32,512,64,inf,False,RS,8,inf,False,7,1,False,inf,True,inf,True
8,1,256,1,64,128,2048,inf,False,RS,2,inf,False,1,13,True,inf,False,inf,False
9,16,2048,1,4,64,2048,inf,False,RS,2,inf,False,1,26,False,inf,True,inf,True
10,2,4,10,4,2,64,1.3571259999999998,False,RS,32,0.0785224342719964,True,1,17,True,1.308458185313755,False,1.4057938146862448,False
11,2,1024,1,32,8,2048,inf,False,RS,32,inf,False,1,22,False,inf,False,inf,False
12,4,8,1,256,2,1,inf,False,RS,32,inf,False,1,9,True,inf,True,inf,True
13,8,1024,10,2,32,128,1.3751989999999998,False,RS,16,0.05100811218816082,True,1,30,True,1.343584425458544,True,1.4068135745414556,True
14,8,4,1,2048,4,1,inf,False,RS,4,inf,False,1,5,True,inf,True,inf,False
15,4,32,1,2048,4,2048,inf,False,RS,16,inf,False,18,1,False,inf,False,inf,False
16,4,1024,10,32,4,512,1.5435240000000001,False,RS,1,0.10034331140639119,True,1,29,True,1.4813317140653293,False,1.605716285934671,True
17,4,1024,10,1,1024,4,1.3585239999999998,False,RS,32,0.051067706664779854,True,1,17,True,1.3268724890979828,False,1.3901755109020169,True
18,1,1024,10,16,16,1,2.315915,False,RS,32,0.00047640843821247065,True,1,24,False,2.315619724416648,True,2.316210275583352,True
19,8,128,10,4,1,32,1.386219,False,RS,16,0.05055408479044989,True,27,1,True,1.3548858293841757,False,1.4175521706158245,False
20,1,32,1,8,32,1024,inf,False,RS,4,inf,False,25,1,True,inf,False,inf,False
21,4,64,10,2,8,32,1.402885,False,RS,32,0.037988598355296006,True,19,1,True,1.3793398554551741,True,1.4264301445448258,False
22,1,1024,10,1,1024,4,2.310847,False,RS,32,0.00011815667564712681,True,16,1,False,2.3107737670794,True,2.3109202329205996,False
23,4,32,1,1,32,8,inf,False,RS,8,inf,False,1,2,False,inf,False,inf,False
24,1,256,1,32,4,1,inf,False,RS,2,inf,False,1,27,False,inf,True,inf,True
25,8,128,1,1,16,1024,inf,False,RS,2,inf,False,1,3,True,inf,False,inf,False
26,1,2048,1,512,128,512,inf,False,RS,32,inf,False,1,3,True,inf,True,inf,False
27,32,512,1,32,64,128,inf,False,RS,2,inf,False,1,30,True,inf,False,inf,True
