id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,64,256,RS,1,1,True,8,32,True,512,32,1,True,0.14355210119054737,1,16,2048,2048,True,False,False,256,True,16,True,128,False,8,8,1024,True,1,8,1,12,4,1,16,6.713565918864224e-05,35,0.14359658452373839,1,0.14357434285714288,8,32,1,True,256,512,16,64,False,1,8,1,4
2,64,1024,RS,32,1,True,32,1,True,64,64,1,False,0.13367271888667875,128,64,256,256,False,False,False,256,True,128,False,128,True,8,16,1,False,1,16,16,1,4,1,1,3.870868699632628e-05,35,0.13369836682760694,1,0.13368554285714285,4,1,32,True,1,1,8,1,True,12,32,1,1
3,256,512,RS,1,1,False,1,128,True,16,128,8,True,0.15272513007507588,64,64,1,2048,True,True,True,128,True,512,False,1024,False,8,1,256,True,4,1,4,1,8,1,8,5.33360237416631e-05,35,0.15276046992492404,16,0.15274279999999996,16,1,8,True,512,1,12,128,False,1,1,32,1
4,256,512,RS,1,1,False,32,16,True,1,64,8,True,0.12014144392830596,16,512,2048,256,True,True,True,512,True,128,False,512,True,16,12,1024,True,1,16,12,1,16,1,8,5.126752562464401e-05,35,0.12017541321455118,8,0.12015842857142857,4,8,1,True,2048,1,16,64,True,1,32,1,1
5,32,128,RS,1,32,False,1,16,True,32,1,32,False,0.12532077720266152,16,64,1024,64,True,False,False,16,True,1,False,512,True,12,12,64,True,8,1,1,1,16,8,1,6.406023950715604e-05,35,0.1253632227973385,1,0.125342,16,8,1,True,1024,128,16,2048,True,8,8,8,1
6,32,2048,RS,8,8,False,8,64,True,16,1,1,False,0.10642840288169074,64,1,2048,256,True,True,False,128,False,64,False,128,True,1,12,64,False,4,1,1,4,1,16,1,3.5264203969928167e-05,35,0.10645176854688072,12,0.10644008571428573,1,8,1,True,2048,2048,16,1,False,12,1,8,1
7,1,128,RS,1,1,False,8,32,False,32,16,1,True,0.12324350111603631,512,128,512,1024,True,False,True,64,False,32,False,64,True,12,4,2048,False,4,1,12,1,4,1,1,5.7649284470841594e-05,35,0.12328169888396369,16,0.1232626,12,1,1,True,128,512,1,1,True,1,1,8,1
8,32,128,RS,1,1,True,1,64,False,128,1,32,True,0.16245505244908762,16,64,64,128,True,False,True,16,True,32,False,128,False,16,16,2048,True,1,1,8,1,8,1,8,0.0004826233635252275,35,0.16277483326519807,4,0.16261494285714284,4,32,1,True,2048,1,16,64,False,1,1,1,1
9,64,512,RS,32,8,True,8,32,False,32,32,1,True,0.09225822415416385,64,64,256,128,True,True,False,128,False,512,False,2048,True,16,16,1024,True,1,16,1,12,8,1,1,2.7300243551279543e-05,35,0.09227631298869327,16,0.09226726857142856,1,1,32,True,256,2048,4,256,True,1,8,1,12
10,256,128,RS,1,1,True,32,64,False,256,16,8,False,0.16984148456052348,256,64,256,1024,False,False,True,32,True,32,False,2048,False,4,8,256,False,1,12,1,8,16,12,1,0.00014859812946882268,35,0.1699399440109051,4,0.16989071428571428,12,1,1,True,1,1,8,128,True,8,1,32,1
