id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,4,2048,RS,8,1,True,16,2,0.00027008332047728377,False,2,4,16,True,2.72141760369966,512,512,256,4,False,False,True,1,True,64,False,256,False,1,12,2048,False,16,1,12,1,16,12,1,False,10,2.7217523963003405,16,2.721585,4,1,8,True,32,16,8,8,True,4,2,2,1
2,256,1024,RS,4,4,False,32,32,0.00021278157815006382,True,256,2,32,False,2.0872301190348965,4,1024,256,256,True,True,False,1,False,256,True,512,True,1,12,32,False,1,8,12,1,8,1,12,False,10,2.087493880965103,8,2.0873619999999997,16,4,16,True,2,1024,4,2,True,12,4,8,1
3,16,32,RS,16,1,True,16,2,0.00020275354497512898,False,1,1024,4,False,7.466725334360042,128,2,2048,1024,True,False,True,2,True,1,False,32,False,12,4,2048,True,12,1,1,16,12,1,4,False,10,7.466976665639958,8,7.466851,8,2,16,True,8,4,4,1024,True,1,16,1,16
4,1,256,RS,8,2,True,1,256,0.00015324490203591384,True,1,16,8,False,3.165741019570992,1,256,16,4,False,False,False,512,False,2,True,32,True,8,1,1024,False,1,4,16,1,4,1,16,False,10,3.165930980429008,4,3.165836,8,2,4,True,1,1,8,2048,False,16,8,2,1
5,128,16,RS,1,1,True,1,512,0.0012154032252714411,True,512,64,8,True,3.89935169911873,32,4,128,2048,True,True,True,1,True,4,True,64,True,4,4,1024,True,1,4,1,12,4,1,8,False,10,3.90085830088127,16,3.900105,12,2,2,True,2,512,8,1,False,1,8,1,16
6,1,2048,RS,8,4,True,16,128,0.00011925183436746207,True,16,2,2,False,1.753063088305466,4,64,8,64,True,False,False,1,True,32,False,256,True,12,8,8,False,1,12,1,8,16,1,16,False,10,1.7532109116945342,8,1.7531370000000002,12,2,1,True,16,128,1,512,True,1,8,2,12
7,16,1024,RS,1,16,False,1,1,0.001649043359041848,True,8,16,16,False,2.2380819311180113,1,2,1024,256,False,False,False,16,False,128,True,2048,False,4,16,8,True,8,1,1,8,16,1,8,False,10,2.240126068881989,12,2.239104,4,8,8,True,16,16,4,2048,True,1,4,16,16
8,128,64,RS,8,1,True,1,4,9.368030742903187e-05,False,256,256,16,True,3.850509937410831,4,64,2048,1,True,False,False,2,False,8,False,8,False,1,4,32,True,1,12,1,16,12,1,16,False,10,3.850626062589169,8,3.850568,1,2,2,True,512,2048,1,1024,False,12,4,1,1
9,64,16,RS,4,2,False,4,2,0.00021133149315694734,False,2,16,16,True,6.699892017790372,2,1,256,128,False,False,False,1,False,8,True,64,False,8,16,2,False,4,1,1,1,1,1,12,False,10,6.700153982209628,1,6.700023,12,32,1,True,2,4,4,512,False,4,32,1,1
10,2,16,RS,1,2,True,32,2048,0.0018251356113999152,False,8,1,32,True,2.3840987900147725,64,1,2,32,False,True,False,8,False,512,True,1024,True,4,16,256,False,1,1,1,16,8,12,1,False,10,2.3863612099852283,4,2.3852300000000004,12,16,1,True,256,2048,1,4,True,8,32,1,1
11,16,1,RS,4,8,True,16,1,0.0002799803564538669,False,1,4,1,False,2.1468774695659274,4,1024,256,512,False,False,False,1,True,8,True,8,False,4,8,16,True,1,16,1,1,16,4,1,False,10,2.147224530434073,16,2.1470510000000003,1,4,16,True,128,2048,12,2048,True,1,4,1,8
12,2,512,RS,8,4,True,32,128,0.0002637821070504873,True,2,32,16,True,2.5584995091604394,64,2,4,32,True,True,True,256,False,128,True,1024,True,8,12,2048,True,4,1,4,1,16,1,16,False,10,2.558826490839561,8,2.558663,4,16,8,True,1024,2048,12,1,True,1,32,1,4
13,8,512,RS,4,16,False,2,32,0.00025846469778292706,False,512,8,16,False,2.0959138048642885,128,32,256,1024,False,True,False,1,True,16,False,1,True,16,16,1024,False,1,1,8,1,1,4,1,False,10,2.096234195135712,1,2.096074,1,2,8,True,2,128,16,1024,True,16,4,32,1
14,2,256,RS,8,4,False,2,1,0.0008200420720914112,True,1,512,16,False,1.7485727419974368,2,1,128,512,False,False,True,8,False,32,False,512,True,16,1,1024,False,8,1,12,1,16,1,4,False,10,1.749589258002563,8,1.7490809999999999,4,8,16,True,64,8,12,2048,True,1,8,8,4
