id,speedup,T2_J,T2_I,T3_J,T3_I,T2_Ja,T2_Ia,technique,T3_Ja,VEC2,VEC3,U2_J,SCREP,RT2_I,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,points,T3_Ia,U3_I,U3_J
1,1.0060348702825317,16,2,4,32,256,2048,RS,256,True,True,1,True,8,14,8,False,6.947290999999998,8,True,1,301,256,9,1
