id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,64,512,1,16,7.144955449989471,1,False,2048,RS,32,True,False,0.00634653362080424,14,False,1,10,1,32,False,7.148889,1,True,8,True,64,7.152822550010528,11,1
2,32,1,8,1024,7.061400186124282,64,False,64,RS,128,True,False,0.0008031911354091818,1,True,8,10,7,1,False,7.061897999999999,1,False,1,True,2048,7.062395813875717,23,1
3,16,64,256,1024,7.038541030035926,32,False,128,RS,512,False,True,0.00718619822994051,1,False,32,10,20,1,False,7.0429949999999995,8,True,1,True,1,7.047448969964073,16,1
4,8,8,32,256,6.961126732068104,32,False,64,RS,1,True,True,0.0007700415573200184,23,False,32,10,1,8,False,6.9616039999999995,8,False,1,True,2048,6.962081267931895,1,3
5,1,1,8,1,6.969423200360094,64,False,4,RS,2048,True,False,0.004009066724313857,22,False,1,10,1,1,False,6.971908000000001,1,True,8,True,32,6.974392799639908,19,1
6,8,128,16,4,7.017617482610848,2048,False,1024,RS,2048,False,False,0.006538479945675575,1,False,1,10,16,8,False,7.02167,32,True,1,True,128,7.025722517389153,15,1
7,4,128,2,8,6.966918034780426,1024,False,512,RS,128,False,False,0.0006098229251185875,4,True,32,10,1,1,False,6.967296,32,False,1,True,1024,6.967673965219574,1,19
8,64,4,2,128,6.999807807455573,64,False,32,RS,2048,True,True,0.004480824142945246,1,True,8,10,11,8,False,7.002585000000001,8,True,1,True,512,7.005362192544428,1,9
9,4,8,4,2,6.979874219402099,2048,False,1,RS,256,True,False,0.005538573913923951,11,True,32,10,1,8,False,6.983307000000001,32,True,1,True,512,6.986739780597903,1,11
10,8,256,32,512,6.986649219939603,16,False,256,RS,32,True,True,0.005761227299803438,5,False,8,10,1,32,False,6.990219999999999,1,True,32,True,1024,6.993790780060395,1,15
11,8,4,32,8,6.992918651495768,8,False,2048,RS,32,False,True,0.004127733155134904,23,False,32,10,1,32,False,6.995476999999999,1,True,1,True,32,6.998035348504231,2,1
12,1,1,8,8,7.0298313064609355,8,False,32,RS,64,True,True,0.005156048971838664,21,True,8,10,1,32,False,7.033027,8,True,32,True,512,7.036222693539064,15,1
13,8,1,1,1,6.980361782307056,32,False,4,RS,128,True,True,0.002885175904516179,1,True,32,10,22,8,False,6.98215,1,True,32,True,1024,6.983938217692944,5,1
14,1024,16,2,2,6.96223009499491,1024,False,32,RS,128,False,False,0.0050450630323120105,1,False,32,10,8,1,False,6.965357,1,True,1,True,1024,6.96848390500509,1,6
15,32,4,2048,256,6.996731933608583,32,False,256,RS,2048,True,False,0.0009149256800417738,1,False,1,10,16,8,False,6.997299000000001,32,False,32,True,1024,6.997866066391419,1,25
16,32,8,4,64,6.987870029580362,512,False,16,RS,512,False,True,0.003857679224611653,1,True,32,10,7,1,False,6.990261000000001,8,True,8,True,256,6.99265197041964,19,1
17,128,16,256,16,6.967211592770813,512,False,16,RS,512,False,False,0.0009993743042525718,27,True,8,10,1,32,False,6.967831000000001,8,False,1,True,32,6.96845040722919,1,28
18,64,2,32,64,7.021519086622335,1,False,256,RS,256,False,True,0.003015373277058711,13,False,8,10,1,1,False,7.023388,32,True,8,True,128,7.025256913377665,1,28
19,1,64,8,1,7.006514396122141,32,False,256,RS,2048,True,True,0.004742864535278157,2,True,1,10,1,32,False,7.009454000000001,32,True,8,True,1024,7.01239360387786,14,1
20,64,4,512,32,7.019793376314102,2048,False,256,RS,2048,True,True,0.006262753787272752,1,True,32,10,13,1,False,7.023675,1,True,1,True,128,7.027556623685898,1,9
21,8,16,1,256,6.994766205795958,8,False,64,RS,8,False,False,0.004213964404216069,2,False,32,10,1,1,False,6.997377999999999,1,True,8,True,256,6.9999897942040405,16,1
22,1024,64,16,4,7.0690622692424325,1,False,2048,RS,1,True,True,0.006703394736996946,1,True,8,10,30,1,False,7.073217,1,True,1,True,32,7.077371730757567,20,1
23,8,4,32,128,6.9734188572724305,8,False,256,RS,64,True,True,0.005314890497460804,1,False,1,10,13,8,False,6.976712999999999,32,True,32,True,512,6.980007142727568,1,19
24,1,128,256,8,7.042148740361667,128,False,512,RS,1,True,True,0.001375066907463092,9,False,1,10,1,1,False,7.043000999999999,1,False,1,True,8,7.043853259638332,1,16
25,16,8,2,8,7.003853246850669,1024,False,64,RS,256,False,False,0.00150332464890305,1,False,1,10,19,1,False,7.004785,1,False,1,True,256,7.005716753149331,13,1
26,128,8,4,256,7.007991791658701,1,False,16,RS,8,True,False,0.0011232880307382536,1,False,1,10,28,1,False,7.008687999999999,1,False,8,True,1024,7.009384208341298,13,1
27,2,1,1,8,7.000708285025136,512,False,1024,RS,512,False,True,0.0007013850582954025,23,True,1,10,1,32,False,7.001143000000001,32,False,8,True,2048,7.001577714974865,23,1
28,4,4,1024,2048,6.998821876710443,128,False,8,RS,1,False,True,0.001299015396367427,3,False,32,10,1,32,False,6.999626999999999,8,False,32,True,2048,7.000432123289555,1,2
29,64,8,4,512,7.024850718929065,1024,False,16,RS,2048,True,True,0.001000784192520906,1,True,1,10,9,8,False,7.025470999999999,32,False,8,True,1024,7.026091281070932,21,1
30,512,32,16,512,6.993230525993121,2048,False,128,RS,32,True,True,0.004429648293036391,3,True,8,10,1,8,False,6.995976000000001,8,True,32,True,1024,6.998721474006881,21,1
31,128,16,256,512,6.972611803769797,1,False,128,RS,1,True,False,0.0037467164290882126,4,False,8,10,1,32,False,6.974934,8,True,1,True,2048,6.977256196230203,1,28
32,4,16,32,8,6.96293874833491,64,False,1,RS,256,True,True,0.004506734516254666,2,True,8,10,1,1,False,6.965732,1,True,1,True,32,6.96852525166509,25,1
33,1,32,64,4,7.082557725927494,32,False,1,RS,512,False,False,0.005863670863887213,25,True,8,10,1,32,False,7.086192,1,True,1,True,4,7.0898262740725055,1,5
34,1,2,128,1,6.951711113736286,128,False,16,RS,1,False,True,0.000769425759901369,1,False,8,10,30,1,False,6.952188,1,False,8,True,32,6.9526648862637135,1,27
35,256,128,2,2,7.013534392552945,1024,False,512,RS,2,False,True,0.0012820487510231669,7,False,8,10,1,32,False,7.014329000000001,1,False,8,True,8,7.015123607447057,11,1
36,8,4,4,1,6.990106983418379,1024,False,32,RS,512,True,True,0.004354692182003145,1,True,8,10,4,8,False,6.992806,32,True,32,True,16,6.995505016581621,4,1
