id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
65,2,1,10,256,1024,512,5.650822,False,DLMT,1,0.0004005945581256955,True,1,20,False,5.650573713482905,True,5.651070286517094,False
66,4,2048,10,1,1,4,2.2425960000000003,False,DLMT,32,0.0010358011392154897,True,1,30,False,2.2419540155994593,False,2.2432379844005412,True
67,1,256,10,4,1,1,1.355017,False,DLMT,32,0.04994504260684939,True,17,1,True,1.324061310704035,False,1.3859726892959647,True
68,16,1,10,4,128,1,1.406234,False,DLMT,1,0.038430158261448764,True,2,1,True,1.3824151788188759,False,1.430052821181124,False
69,4,64,10,1,4,8,1.4252300000000002,False,DLMT,32,0.03695113042925755,True,22,1,True,1.4023278729219084,False,1.448132127078092,False
70,16,512,10,1,128,256,2.2732199999999994,False,DLMT,1,0.0029171047290078994,True,1,11,False,2.2714119929802483,False,2.2750280070197504,False
71,1,128,10,32,1,2048,4.323685,False,DLMT,1,0.0026411143481491696,True,1,23,False,4.322048050447269,True,4.325321949552731,True
72,4,4,10,8,2,256,8.684800000000001,False,DLMT,32,0.02591267952180952,True,28,1,False,8.668739449958684,False,8.700860550041318,False
73,2,1,1,128,2048,1,inf,False,DLMT,4,inf,False,1,12,False,inf,False,inf,False
74,2,2048,10,2,2048,2048,2.2692360000000003,False,DLMT,4,0.0029149758146509983,True,29,1,False,2.267429312470792,True,2.2710426875292087,True
75,32,32,10,1,1,64,6.245939000000001,False,DLMT,1,0.001655810677583669,True,1,30,False,6.244912736767597,False,6.246965263232404,False
76,32,2048,10,32,16,1024,1.493806,False,DLMT,1,0.12122552678375954,True,1,17,True,1.4186710207109223,True,1.5689409792890776,False
77,4,1024,1,256,32,2048,inf,False,DLMT,32,inf,False,1,7,False,inf,True,inf,True
78,2,16,1,1,1,2048,inf,False,DLMT,16,inf,False,10,1,True,inf,True,inf,False
79,4,512,10,4,1,1,1.3997569999999997,False,DLMT,8,0.04377775120994684,True,1,30,True,1.3726237672746096,True,1.4268902327253898,False
80,16,2048,1,8,8,2048,inf,False,DLMT,4,inf,False,1,30,True,inf,False,inf,False
81,1,1,1,64,128,2048,inf,False,DLMT,16,inf,False,12,1,False,inf,False,inf,False
82,16,16,1,256,1,1,inf,False,DLMT,2,inf,False,16,1,False,inf,True,inf,True
83,1,64,1,8,16,32,inf,False,DLMT,8,inf,False,1,1,False,inf,False,inf,True
84,1,2048,1,1,128,256,inf,False,DLMT,8,inf,False,23,1,False,inf,True,inf,False
85,8,2048,10,2,1,4,2.3040650000000005,False,DLMT,16,0.0005731012127015523,True,1,23,False,2.30370979471536,False,2.3044202052846408,True
86,1,1,1,1024,2,1,inf,False,DLMT,8,inf,False,30,1,False,inf,True,inf,False
87,2,2048,1,2048,32,2048,inf,False,DLMT,2,inf,False,13,1,False,inf,False,inf,False
88,1,64,1,2,8,1,inf,False,DLMT,2,inf,False,10,1,True,inf,False,inf,True
89,1,1,1,1,8,4,inf,False,DLMT,2,inf,False,2,1,False,inf,True,inf,True
90,1,1,10,4,1,8,1.31561,False,DLMT,1,0.05916626589535628,True,1,10,True,1.2789390423180473,False,1.3522809576819526,True
91,2,512,1,128,1,256,inf,False,DLMT,4,inf,False,1,2,True,inf,False,inf,True
92,8,8,1,2048,4,2048,inf,False,DLMT,16,inf,False,1,17,True,inf,True,inf,True
93,4,256,1,8,256,16,inf,False,DLMT,4,inf,False,30,1,False,inf,True,inf,True
94,32,1,1,8,4,512,inf,False,DLMT,4,inf,False,1,20,True,inf,False,inf,True
95,1,2048,1,32,2048,32,inf,False,DLMT,32,inf,False,1,10,True,inf,True,inf,True
96,2,32,10,64,16,128,1.5412449999999998,False,DLMT,1,0.05392299273037431,True,1,30,True,1.5078237969787187,True,1.5746662030212808,True
97,32,1,1,2048,64,1,inf,False,DLMT,4,inf,False,19,1,False,inf,True,inf,True
98,8,1,10,16,4,32,4.291042,False,DLMT,1,0.0041697309265707186,True,12,1,False,4.288457621485665,True,4.293626378514335,False
99,2,8,1,2,2,2,inf,False,DLMT,2,inf,False,1,13,False,inf,True,inf,False
100,32,64,10,16,4,1,5.524426999999999,False,DLMT,1,0.00019209633000142736,True,22,1,False,5.52430793964894,False,5.524546060351058,True
101,1,512,1,128,1,2048,inf,False,DLMT,16,inf,False,13,1,True,inf,True,inf,True
102,2,16,1,128,2,1,inf,False,DLMT,32,inf,False,25,1,False,inf,False,inf,False
103,8,64,10,2048,64,1,7.182727,False,DLMT,1,0.010459549751303912,True,1,21,False,7.176244223023999,True,7.189209776976001,False
104,16,512,1,256,4,2048,inf,False,DLMT,8,inf,False,1,1,True,inf,False,inf,False
105,8,1,10,4,16,2048,2.468535,False,DLMT,8,0.0006943522160978603,True,29,1,False,2.468104643945793,False,2.4689653560542073,True
106,1,512,1,16,1,16,inf,False,DLMT,4,inf,False,24,1,False,inf,False,inf,True
107,4,2048,1,64,128,1,inf,False,DLMT,4,inf,False,1,29,True,inf,False,inf,True
108,1,1,10,1,32,1,2.9802429999999998,False,DLMT,32,0.031061631975799295,True,30,1,True,2.960991154806127,True,2.9994948451938725,True
109,32,2048,10,32,256,32,2.084484,False,DLMT,1,0.003515585868671155,True,1,3,False,2.0823050573429573,True,2.086662942657042,True
110,32,2048,1,2048,4,1,inf,False,DLMT,2,inf,False,1,5,True,inf,False,inf,False
111,32,4,1,1,1,256,inf,False,DLMT,4,inf,False,1,28,True,inf,True,inf,True
112,32,64,10,512,16,2048,5.887643,False,DLMT,1,0.005145582668658682,True,1,30,False,5.884453793423653,False,5.890832206576347,False
113,32,2048,10,8,1024,16,1.409996,False,DLMT,1,0.042922093192201145,True,30,1,True,1.3833930998633603,False,1.4365989001366397,False
114,4,128,1,1,64,32,inf,False,DLMT,2,inf,False,15,1,True,inf,True,inf,True
115,16,2048,1,256,2048,512,inf,False,DLMT,8,inf,False,22,1,False,inf,True,inf,False
116,4,128,10,1,1,1,1.8478340000000002,False,DLMT,1,0.0025251700932808385,True,1,6,False,1.8462689121204607,False,1.8493990878795397,True
117,1,4,1,256,2,2048,inf,False,DLMT,2,inf,False,7,1,False,inf,True,inf,False
118,2,128,1,8,1,128,inf,False,DLMT,2,inf,False,1,30,False,inf,True,inf,False
119,2,1,1,256,128,512,inf,False,DLMT,4,inf,False,28,1,False,inf,True,inf,False
120,4,256,1,1024,16,1024,inf,False,DLMT,32,inf,False,1,23,False,inf,True,inf,True
121,16,2048,1,1,2,256,inf,False,DLMT,4,inf,False,7,1,False,inf,False,inf,False
122,1,32,1,32,8,32,inf,False,DLMT,4,inf,False,1,12,True,inf,False,inf,True
123,16,2048,1,2,1024,2048,inf,False,DLMT,2,inf,False,1,15,False,inf,False,inf,False
124,16,1,1,2,2,2,inf,False,DLMT,2,inf,False,1,7,False,inf,True,inf,False
125,2,32,10,4,32,512,1.341482,False,DLMT,8,0.11816879865683662,True,3,1,True,1.2682415656190948,False,1.4147224343809053,False
126,1,1,10,32,2048,256,2.3037749999999995,False,DLMT,1,0.0033319581329903478,True,1,1,False,2.3017098689013253,False,2.3058401310986736,True
127,4,1,10,32,2,32,1.463473,False,DLMT,1,0.05308035607454044,True,1,20,True,1.4305740589920426,False,1.4963719410079575,True
128,2,2048,10,2,2048,8,2.36187,False,DLMT,16,0.00041782771569155133,True,10,1,False,2.3616110324574553,True,2.362128967542545,False
129,16,1,10,8,128,128,1.3985049999999999,False,DLMT,1,0.034460871506681305,True,16,1,True,1.377146323031273,False,1.4198636769687267,False
130,32,512,1,32,2,1,inf,False,DLMT,4,inf,False,1,17,False,inf,False,inf,False
131,2,2048,10,4,8,1024,1.3550619999999998,False,DLMT,1,0.11743286633647326,True,24,1,True,1.282277692815368,True,1.4278463071846315,False
132,1,1024,1,1,64,8,inf,False,DLMT,8,inf,False,1,28,False,inf,False,inf,False
133,2,2048,1,1,256,512,inf,False,DLMT,32,inf,False,1,7,True,inf,False,inf,True
