id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,2048,2,2,8,7.053812314378644,1,False,16,DLMT,512,True,True,0.0006787495856351398,1,True,1,10,26,8,False,7.054232999999999,8,False,32,True,1024,7.054653685621354,1,1
2,128,1024,16,8,6.968854584669679,256,False,2048,DLMT,1,False,False,0.0008090018541386664,22,True,32,10,1,8,False,6.969355999999999,32,False,8,True,256,6.96985741533032,1,5
3,512,1024,1,512,6.954430538466292,512,False,1024,DLMT,1024,True,True,0.0033760540576240534,1,False,8,10,29,32,False,6.956523,32,True,8,True,512,6.958615461533707,1,29
4,4,16,2,2,6.987227747344568,128,False,32,DLMT,8,True,True,0.001079796740132173,1,False,1,10,19,32,False,6.987897000000001,32,False,8,True,4,6.988566252655434,1,24
5,1024,32,16,4,7.004792918666895,1024,False,512,DLMT,2048,True,True,0.007288024423669313,1,True,32,10,1,1,False,7.009309999999999,8,True,1,True,8,7.013827081333104,26,1
6,16,8,1,512,6.975788633469884,32,False,16,DLMT,256,True,True,0.004066451647321025,25,True,8,10,1,1,False,6.978309,1,True,1,True,512,6.980829366530116,19,1
7,16,64,1,2,6.97478326321622,16,False,2048,DLMT,1024,False,False,0.0059144339543189895,29,True,32,10,1,1,False,6.978449,32,True,8,True,1024,6.982114736783781,1,13
8,2,16,2,64,6.9538377694016384,32,False,16,DLMT,32,True,False,0.005252108243362786,8,True,1,10,1,1,False,6.957093,8,True,8,True,128,6.960348230598362,1,30
9,16,2,1,2,6.988867565768088,16,False,2048,DLMT,8,True,False,0.003213052909617173,20,False,32,10,1,32,False,6.990859,8,True,8,True,64,6.992850434231912,12,1
10,16,256,8,1,6.969941077242169,2048,False,256,DLMT,64,False,False,0.005251611562177725,2,True,1,10,1,8,False,6.973196,1,True,32,True,16,6.976450922757831,1,5
11,2,1,256,1,7.013634201937882,1,False,2,DLMT,256,True,True,0.0008467284098221744,30,False,1,10,1,1,False,7.014159000000001,8,False,32,True,2,7.01468379806212,1,6
12,1,256,4,1,7.113832817288005,128,False,1,DLMT,2048,True,True,0.0012103722567871596,30,False,1,10,1,32,False,7.1145830000000005,32,True,8,True,1,7.115333182711996,1,3
13,1024,8,8,1,7.0008434324757465,2048,False,2048,DLMT,256,True,True,0.0010496494652977712,20,False,8,10,1,1,False,7.001493999999999,32,False,32,True,2,7.002144567524252,1,30
14,16,8,2048,8,7.04690767211783,2048,False,1,DLMT,1,True,False,0.0010912121700200326,1,False,1,10,6,32,False,7.047583999999999,1,False,1,True,2048,7.048260327882168,1,13
15,1,1,2,16,7.008099857017825,4,False,8,DLMT,128,False,False,0.004504945726642937,9,False,32,10,1,32,False,7.010892,1,True,1,True,16,7.013684142982175,1,9
16,8,256,8,1,6.9898791575499555,16,False,2048,DLMT,1,True,False,0.0031846696845983587,1,True,1,10,30,32,False,6.991853000000001,1,True,1,True,512,6.993826842450046,1,20
17,128,8,1,128,6.985778630725909,2048,False,1,DLMT,1,True,False,0.0007266422778782883,3,True,32,10,1,32,False,6.986229,32,False,8,True,1,6.986679369274091,3,1
18,256,2048,2,8,6.975503336107047,1,False,1,DLMT,1,False,False,0.004091132972661826,18,False,1,10,1,8,False,6.978039,8,True,32,True,64,6.980574663892953,4,1
19,1,256,1024,64,6.983766630690621,16,False,1,DLMT,1024,False,False,0.0011574299114849576,24,False,8,10,1,1,False,6.984484,8,False,1,True,1,6.9852013693093795,30,1
20,256,32,2,512,6.992026519392387,1,False,1024,DLMT,128,True,True,0.003553562860003945,15,True,8,10,1,1,False,6.994229,8,True,1,True,2048,6.996431480607613,2,1
21,16,2048,8,32,6.960280205174832,32,False,1,DLMT,16,False,True,0.0009967727925661127,7,False,8,10,1,8,False,6.960898,8,False,1,True,512,6.961515794825169,20,1
22,32,2048,2048,1,6.982213912335298,1,False,2048,DLMT,2048,True,False,0.0030850322526675853,1,False,1,10,26,8,False,6.984126000000001,8,True,32,True,2,6.986038087664704,1,6
23,128,256,512,2048,6.977975760672139,1024,False,1,DLMT,1024,False,True,0.0033708552327265315,1,True,32,10,12,32,False,6.980065000000001,8,True,8,True,2048,6.982154239327862,30,1
24,64,16,64,256,6.969879024396272,1024,False,2048,DLMT,512,False,True,0.006911923104317711,1,False,1,10,30,32,False,6.974163,32,True,1,True,1,6.9784469756037275,23,1
25,4,1,4,512,7.012835201078392,256,False,2048,DLMT,1024,False,True,0.0012210470916389343,10,False,32,10,1,1,False,7.013592,1,False,8,True,512,7.014348798921608,4,1
26,1,2,128,64,6.9871288594548995,16,False,2,DLMT,1,True,True,0.0010473471248826473,1,True,32,10,9,1,False,6.9877780000000005,32,False,32,True,128,6.9884271405451015,25,1
27,8,512,512,8,6.975964513167492,1,False,512,DLMT,512,False,False,0.0029356266792629955,13,True,8,10,1,1,False,6.977784,32,True,1,True,512,6.979603486832508,2,1
28,8,4,16,1,6.974761433781596,512,False,1024,DLMT,1,True,False,0.0064433659681877465,1,False,8,10,20,32,False,6.978755,1,True,1,True,32,6.982748566218403,30,1
29,2048,1024,32,256,6.974713501890857,2048,False,1024,DLMT,64,False,True,0.006288366163002966,24,False,1,10,1,8,False,6.978610999999999,1,True,8,True,1024,6.982508498109141,28,1
30,256,256,64,128,6.97297608773959,256,False,256,DLMT,64,True,False,0.007916991916125828,12,False,32,10,1,32,False,6.977883,32,True,1,True,1024,6.982789912260411,1,21
31,16,4,64,64,6.9920239715434525,128,False,256,DLMT,2048,True,False,0.0034189181037282013,1,False,32,10,11,8,False,6.994142999999999,1,True,8,True,256,6.996262028456546,1,3
32,2048,1,2,1,7.005476730478877,1,False,64,DLMT,2,False,False,0.0012185795008943982,1,False,32,10,24,1,False,7.006232,8,False,8,True,4,7.006987269521122,1,9
33,1,2048,1,2,6.964273645649178,2,False,2048,DLMT,1024,False,True,0.0008847349885700215,1,True,8,10,19,1,False,6.964822,1,False,32,True,512,6.965370354350822,1,2
34,1,16,2,1,7.0446609779164024,256,False,512,DLMT,16,False,True,0.001416632979991733,1,True,1,10,12,8,False,7.045539,32,False,1,True,1,7.046417022083597,17,1
35,8,1,2048,2,6.9479621310048625,2048,False,512,DLMT,1,True,False,0.001138874883382709,30,True,8,10,1,8,False,6.948668,8,False,8,True,4,6.949373868995137,1,30
36,256,1,512,1,7.045765109328453,1,False,1,DLMT,512,False,False,0.005017611483564645,1,True,8,10,19,8,False,7.048875000000001,32,True,8,True,128,7.051984890671548,1,24
37,16,4,32,64,6.9936075854829305,2048,False,32,DLMT,1,True,False,0.0006944465422190435,13,False,1,10,1,1,False,6.994037999999999,32,False,32,True,2048,6.994468414517067,24,1
