id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,512,512,64,4,28,1,SIMA,16,1.535211243276537,1,2048,512,171,8,0.11578322857142856,8
2,8,1,256,128,1,27,16,SIMA,16,1.5736467148188853,2048,1,256,170,1,0.11295528571428569,8
3,1,64,64,16,25,27,1,SIMA,27,1.5987072214228943,256,512,256,170,8,0.11118465714285712,8
