id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,2.0500198289675224,1,1024,64,1,64,1,1,RS,True,False,True,False,True,10,8,8,0.08656167142857145,1,28,6,101
2,2.029265537324935,512,1024,512,1,64,1,1,RS,True,True,True,False,False,28,8,8,0.08744698000000002,10,1,14,100
