id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,8,512,False,32,4,4,4,256,2,0.5612572407954236,128,1,DLMT,True,True,1,True,512,False,27,1,64,1,10,16,8,32,0.5758544999999999,30,True,0.023551752504856187,True,0.5904517592045763
2,4,128,False,2,16,8,32,32,5,0.5861284389796824,4,16,DLMT,False,False,1,True,4,True,29,1,1,16,10,512,4,1,0.5954016,15,False,0.014961657543200224,True,0.6046747610203176
3,8,128,False,1,128,8,1,512,1,inf,128,8,DLMT,True,False,4,False,2048,True,6,1,1024,16,1,1024,2,4,inf,21,True,inf,False,inf
4,4,2048,False,1,2,64,2048,128,1,1.14900763804391,128,8,DLMT,True,True,1,True,512,True,10,1,16,2,10,1,4,16,1.150607,26,False,0.002580469143392369,True,1.1522063619560898
5,16,8,False,1,512,1,8,2048,5,0.8010680042170796,256,2,DLMT,False,True,3,False,1,True,1,17,2048,16,10,64,16,1,0.8026994999999999,1,False,0.0026323150362371215,True,0.8043309957829202
6,1,1,False,32,16,16,128,128,1,1.1621235380933206,8,64,DLMT,True,False,4,True,512,True,1,30,2048,32,10,1024,2,2,1.163976,29,True,0.002988829871371072,True,1.1658284619066792
7,16,32,False,2,512,64,256,1,1,1.3132439020274493,512,4,DLMT,False,False,1,True,1,False,16,1,512,32,10,256,2,32,1.313442,30,False,0.0003196185226172117,True,1.3136400979725507
8,8,1024,False,16,1,1,4,2,13,3.107938361043547,1,4,DLMT,False,False,1,True,1024,False,1,29,2,8,10,2048,16,1,3.11004,8,False,0.0033908612475298987,True,3.1121416389564533
9,32,2048,False,4,16,8,2048,128,26,1.1174039465780257,16,2048,DLMT,True,True,2,False,2048,True,1,17,1,8,10,2048,4,1,1.119865,1,True,0.003970753706791689,True,1.1223260534219746
10,4,2048,False,2,8,1,2,64,29,0.31721024077773585,256,1,DLMT,False,False,3,False,256,True,1,30,64,1,10,64,4,32,0.3251232,1,True,0.012767058156051454,True,0.33303615922226415
11,2,8,False,8,4,256,1,512,20,1.3947757876534448,512,4,DLMT,False,False,1,False,2048,False,25,1,32,16,10,256,16,16,1.3961260000000002,3,True,0.0021784820403207353,True,1.3974762123465556
12,16,128,False,32,256,4,256,128,25,0.49756874727870654,64,16,DLMT,False,False,4,True,128,False,1,7,256,2,10,1,16,2,0.5039654,1,True,0.010320593725169126,True,0.5103620527212934
13,4,16,False,32,8,16,8,2048,1,0.2257905922230067,1,1,DLMT,True,False,1,False,4,True,1,23,2048,2,10,16,32,8,0.24941440000000004,21,True,0.038115516494467185,True,0.2730382077769934
14,16,256,False,32,32,64,8,512,28,1.2049061097431086,128,1,DLMT,False,False,1,True,1024,True,14,1,1,16,10,8,1,8,1.206669,3,False,0.002844311691780635,True,1.2084318902568914
15,4,16,False,16,64,1024,1024,1024,2,0.96238572739292,2,2,DLMT,True,True,5,True,256,True,23,1,1,8,10,1,4,32,0.9641676,1,True,0.0028749385106467827,True,0.96594947260708
16,1,256,False,8,4,1,1,8,1,6.39089951554622,2,2,DLMT,False,False,1,True,2,False,1,10,256,2,10,2048,1,16,6.392833,23,False,0.0031195546156463244,True,6.394766484453781
17,4,2048,False,16,16,1,32,512,22,0.297636471932273,8,2048,DLMT,True,False,1,True,1,True,12,1,64,16,10,256,16,16,0.3038259,2,True,0.009986249881211658,True,0.31001532806772697
18,8,64,False,2,2048,2,8,4,29,0.6616475079901372,256,1,DLMT,True,False,1,True,2048,True,1,22,1,16,10,256,2,32,0.6677034999999999,4,True,0.00977095925945861,True,0.6737594920098626
19,1,2048,False,32,4,2048,1,1,1,1.8211003153452021,2,64,DLMT,False,True,29,False,64,True,1,23,32,2,10,128,1,8,1.8339159999999999,4,False,0.0206772948907733,True,1.8467316846547976
20,32,128,False,1,8,4,256,1,5,4.629613095304095,4,16,DLMT,False,True,1,True,512,False,30,1,1,32,10,1,32,32,4.631293999999999,13,False,0.0027120331856375444,True,4.632974904695902
21,2,2048,False,1,4,4,16,2048,4,3.6028023553589543,1,2,DLMT,False,True,1,False,2,True,20,1,256,4,10,2048,8,4,3.614394,9,True,0.018702383912218314,True,3.6259856446410454
22,1,1024,False,8,2,512,8,2048,1,0.8214205323228974,1,64,DLMT,True,True,6,True,4,True,29,1,8,4,10,1024,8,8,0.8307124,7,True,0.014991839548234225,True,0.8400042676771027
23,2,16,False,16,1,2,1,2048,3,1.1563864619619804,16,1,DLMT,False,True,1,True,64,False,3,1,32,4,10,1,2,16,1.1567249999999998,13,False,0.0005462096667031471,True,1.1570635380380192
24,1,16,False,1,1024,64,1024,128,7,0.6496010431790434,2,4,DLMT,False,True,10,False,16,True,30,1,1,16,10,2048,1,1,0.6620307000000001,1,True,0.02005446344856925,True,0.6744603568209567
25,2,256,False,16,8,16,16,2048,1,1.441796755867801,16,8,DLMT,False,True,7,False,512,True,1,16,256,1,10,256,16,1,1.447394,16,False,0.009030798635779685,True,1.452991244132199
26,16,1,False,8,16,128,2,512,1,0.11101543679723101,1,2048,DLMT,True,True,29,True,2,True,21,1,64,32,10,32,8,1,0.11898300000000002,1,True,0.01285515821761833,True,0.126950563202769
27,1,1,False,1,1024,256,128,256,23,1.1836544356812362,32,1024,DLMT,True,True,1,False,2048,False,1,30,1,16,10,512,16,1,1.185773,4,True,0.0034181692468337487,True,1.1878915643187637
28,4,1,False,16,128,1,4,8,1,0.2561733645591496,1,1,DLMT,False,True,19,True,256,True,30,1,1024,2,10,64,1,1,0.2735524,6,True,0.028039972144066044,True,0.29093143544085037
29,8,2048,False,4,2,2,4,1024,1,1.6091121507622466,64,16,DLMT,True,True,19,False,2048,True,1,3,1024,4,10,4,2,8,1.6103720000000004,3,False,0.00203268689177653,True,1.6116318492377542
30,2,4,False,32,16,1,32,1,4,1.2168000648688841,2,1,DLMT,False,False,1,True,2,True,2,1,512,32,10,128,4,16,1.223169,15,False,0.010275873150248591,True,1.2295379351311158
31,32,128,False,32,512,32,32,1024,17,1.312948959434071,1024,128,DLMT,False,True,1,False,1024,True,1,29,512,4,10,32,1,16,1.318389,7,False,0.008777160645675767,True,1.323829040565929
32,8,2048,False,4,64,1,8,2048,16,0.4854921405196856,8,1,DLMT,True,False,5,False,32,False,1,13,256,32,10,16,4,16,0.49229590000000006,1,True,0.010977434677100118,True,0.49909965948031454
33,32,8,False,8,1024,4,8,1,1,0.7046524313771729,1024,8,DLMT,True,True,14,True,1024,False,1,17,1,16,10,32,8,4,0.7144946,1,True,0.0158797152442983,True,0.724336768622827
34,8,512,False,8,32,2,1,64,9,0.17064158683103742,64,32,DLMT,False,True,1,True,1,True,1,28,64,32,10,4,8,1,0.1863026,6,True,0.025268052102210017,True,0.2019636131689626
35,16,4,False,8,8,2,2048,256,10,2.7660313282267146,8,1,DLMT,False,False,1,False,1,True,1,14,1024,4,10,1,16,4,2.775076,12,True,0.014593004625504653,True,2.784120671773285
36,8,128,False,16,2048,128,4,1024,1,0.518018530947923,16,32,DLMT,False,True,2,False,1024,False,23,1,2048,2,10,1,32,4,0.5232141,19,True,0.008382721353474674,True,0.528409669052077
37,1,2,False,2,1,64,8,64,1,0.7030336155135117,2,1,DLMT,True,True,9,False,16,True,1,23,128,16,10,1,32,2,0.7099013,3,False,0.011080573622786846,True,0.7167689844864882
38,16,2,False,2,32,4,512,1024,9,1.2301132656133595,16,1,DLMT,False,False,12,True,2048,False,1,21,512,1,10,2048,8,2,1.234229,1,True,0.006640476564223385,True,1.2383447343866405
39,8,4,False,8,2048,1,32,16,1,0.7570232239350053,1,2,DLMT,True,False,1,False,512,False,24,1,1,2,10,32,4,4,0.7677020999999999,30,True,0.017229689668998686,True,0.7783809760649946
40,32,2048,False,32,8,2048,1,2048,2,1.0656320031131112,2,2048,DLMT,False,True,1,True,512,True,1,8,512,16,10,2048,32,16,1.070265,3,True,0.00747504682259582,True,1.0748979968868888
