id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,2,512,False,8,2048,64,128,1024,1,5.786670641209691,1,128,2048,DLMT,16,False,True,False,2,1,True,6,1,9,1,1,10,2048,17,29,5.865682999999999,2,False,0.12748143284808178,True,5.944695358790307
2,4,4,128,False,2,8,16,8,512,9,5.196379278120735,2,16,128,DLMT,1,False,False,False,512,256,True,3,2,1,512,32,10,8,30,1,5.20147,2,False,0.008213557085696927,True,5.206560721879264
3,4,8,256,False,8,1,64,8,256,18,22.813647208041527,128,16,512,DLMT,32,True,True,False,2048,1024,False,1,3,24,1024,1,10,256,1,15,22.82955,2,True,0.02565814685436189,True,22.845452791958476
4,1,1,2048,False,32,32,1,512,512,25,10.066846443789492,1,1,256,DLMT,16,False,True,True,1024,1,False,13,1,16,32,2,10,2048,1,24,10.067070000000001,2,False,0.00036069377593720857,True,10.06729355621051
5,4,8,16,False,2,4,64,512,1,3,7.44760608141124,32,8,8,DLMT,1,True,True,True,1,1024,False,25,1,15,1,2,10,1024,1,24,7.451167,32,True,0.005745316440371259,True,7.45472791858876
6,32,1,512,False,2,16,64,128,1,1,18.204219242732673,256,16,16,DLMT,1,True,True,True,1024,1,True,5,15,1,256,4,10,128,4,20,18.213699999999996,4,False,0.015296600929618868,True,18.22318075726732
7,1,1,2048,False,32,2,1,128,64,1,11.54166034128248,2,256,1,DLMT,8,True,True,False,64,512,False,28,4,1,4,4,10,128,10,11,11.54199,8,False,0.0005318834458787873,True,11.54231965871752
8,2,2,1,False,32,256,1024,2,2048,5,14.36755807818515,1,256,32,DLMT,1,True,False,False,512,512,False,30,24,1,512,8,10,2048,1,30,14.369080000000002,8,False,0.0024555243839149655,True,14.370601921814854
9,2,2,1024,False,4,2048,1,16,8,16,4.266317002417983,256,128,256,DLMT,1,True,False,False,1024,256,False,22,1,26,2048,1,10,1,26,1,4.296704,2,True,0.049027494571923576,True,4.327090997582017
10,1,16,512,False,4,8,1,16,256,3,21.97571150222555,1,128,4,DLMT,8,False,True,False,128,1,True,1,16,27,16,8,10,256,23,1,23.263070000000003,2,False,2.0770713391937217,True,24.550428497774455
11,32,2,256,False,2,4,8,2,64,1,6.375994842381684,128,8,1,DLMT,1,True,False,True,512,32,True,1,26,19,8,2,10,1,29,30,6.380309,1,False,0.006960619871821819,True,6.384623157618315
12,1,32,2048,False,2,512,16,4,16,16,4.432730129059954,32,64,2,DLMT,2,False,True,True,32,128,True,1,24,30,512,2,10,256,11,1,4.541485,1,True,0.17546909102460195,True,4.650239870940045
13,16,1,256,False,2,1,256,8,256,1,3.867640168010618,4,128,2048,DLMT,4,False,False,True,2048,2048,False,1,22,13,2048,2,10,512,8,16,3.86789,16,False,0.0004030880797047104,True,3.868139831989382
14,2,1,4,False,4,1,64,2,256,16,3.4217689139019494,128,2,4,DLMT,4,True,True,False,1024,256,True,1,25,26,32,4,10,8,1,22,3.4658640000000007,1,True,0.07114462652934507,True,3.509959086098052
15,4,8,2048,False,2,1,4,32,1,15,7.632271737450327,2,1,4,DLMT,4,False,True,False,512,8,False,3,29,1,512,1,10,128,1,27,8.310731999999998,1,True,1.0946526306075364,True,8.98919226254967
16,4,1,2048,False,8,64,128,4,2048,29,14.147196064220326,128,16,128,DLMT,2,True,True,True,128,256,True,5,1,29,1,1,10,32,1,29,14.16253,32,False,0.024740333465820368,True,14.177863935779675
17,2,2,512,False,2,1,256,16,2048,26,5.163042978578984,4,128,1,DLMT,4,False,True,False,64,128,False,29,1,20,2048,8,10,256,11,1,5.1636679999999995,1,False,0.0010084324469193523,True,5.164293021421015
18,1,2,64,False,32,2,4,2048,64,20,5.987711203982863,16,32,2,DLMT,1,False,False,False,32,2048,False,1,15,26,512,16,10,2048,1,30,5.9958100000000005,1,True,0.013066894045640638,True,6.0039087960171384
19,16,1,1024,False,2,4,4,1024,2048,1,17.20623867501249,32,1,64,DLMT,2,True,False,True,2048,64,True,1,16,27,16,16,10,1,14,11,17.217509999999997,2,False,0.018185568454134233,True,17.228781324987505
20,16,1,32,False,1,128,512,1,1024,13,10.936157915953485,64,16,16,DLMT,1,True,False,False,1024,1,False,1,28,26,256,1,10,32,1,28,10.938379999999999,32,False,0.0035851917661402356,True,10.940602084046512
21,2,2,2048,False,1,2,1,4,1,1,4.791656715728015,16,32,256,DLMT,2,True,False,False,32,1,True,1,13,4,512,8,10,4,2,13,5.03847,8,False,0.3982175903447762,True,5.285283284271985
22,1,32,1024,False,1,256,1,1,1024,1,8.042074710114942,16,16,256,DLMT,2,False,True,True,1,2048,True,10,1,16,2048,32,10,1,4,12,8.11904,2,False,0.12417861691933914,True,8.196005289885058
23,32,1,1,False,1,1,2,32,1,25,9.233827263877991,128,512,2,DLMT,2,True,True,False,1024,32,True,17,1,29,2048,8,10,1,26,1,9.237034,1,False,0.00517386547950382,True,9.240240736122008
24,8,1,16,False,8,1,1,32,16,6,4.42927508273334,2048,8,1,DLMT,8,True,False,False,2048,256,True,24,26,1,2,2,10,256,30,1,4.433893,4,True,0.0074507168111531,True,4.438510917266661
25,1,4,1,False,2,1,1,16,32,1,6.838087570205326,256,8,2048,DLMT,8,True,True,False,256,1,False,24,23,1,16,4,10,512,12,30,6.844101,4,True,0.009702287822982684,True,6.850114429794674
26,8,2,64,False,4,64,8,8,64,5,4.109237134037512,32,64,4,DLMT,1,False,True,False,2048,64,False,14,6,1,2048,16,10,1,1,26,4.136073,2,True,0.04329796878607582,True,4.162908865962487
27,2,32,2048,False,1,4,8,512,1024,1,21.499955593884316,128,1,1,DLMT,4,True,False,False,1,1,False,30,1,7,256,16,10,1024,30,7,21.50942,4,False,0.015270219382837763,True,21.51888440611568
28,2,2,1024,False,8,2,128,128,1,1,6.350167574511023,64,1024,2,DLMT,32,False,False,True,64,4,True,18,8,1,4,2,10,128,28,15,6.361870000000001,1,False,0.018881121788707447,True,6.3735724254889785
29,2,1,1,False,16,32,16,1,512,30,9.901763368357116,256,2048,4,DLMT,2,True,False,True,1024,256,False,20,1,20,64,1,10,512,16,1,9.902702000000001,1,False,0.0015144226622710029,True,9.903640631642887
30,1,1,1024,False,1,8,2048,2,2048,4,7.335373869480885,64,512,2,DLMT,2,True,False,False,2048,32,True,16,1,9,8,2,10,64,1,2,7.337121000000001,8,False,0.002818884353782695,True,7.338868130519116
31,2,1,2048,False,2,8,128,2,128,26,14.84440849659261,2,256,1,DLMT,4,True,True,False,512,2048,True,15,11,1,16,4,10,4,12,1,15.31043,8,True,0.7518961577904223,True,15.77645150340739
32,4,1,16,False,16,8,4,8,256,15,8.129358834925894,16,1,4,DLMT,16,False,True,False,64,32,True,22,16,1,64,1,10,2048,22,1,8.184225999999999,1,True,0.08852469318783311,True,8.239093165074104
33,1,2,1,False,2,1024,64,512,128,19,5.48155523370228,8,2,128,DLMT,2,True,True,False,2048,1,True,29,22,1,1024,32,10,1,1,26,5.484949,1,False,0.005475626813434327,True,5.488342766297721
34,4,16,1,False,1,8,256,64,2048,16,3.844420822118985,4,2,2,DLMT,2,False,False,True,1,512,False,19,1,13,512,8,10,256,1,6,3.844705,4,False,0.0004585029988997132,True,3.844989177881015
35,4,16,32,False,1,1,8,256,128,1,11.255038679267031,1,8,64,DLMT,8,True,False,False,1,1024,False,23,20,1,2048,8,10,1,22,12,11.2555,2,False,0.0007443117626369762,True,11.255961320732968
36,16,2,512,False,2,8,1,1,2048,29,2.66483944720291,1,512,1,DLMT,2,True,False,False,8,512,True,1,24,16,32,1,10,8,3,1,2.7741599999999997,32,False,0.17638178284618847,True,2.8834805527970895
37,4,2,1024,False,16,2,32,16,1024,24,14.990472692133533,1,1024,64,DLMT,2,True,False,False,128,64,False,1,25,19,512,16,10,32,20,1,14.990770000000001,1,False,0.00047968739820818096,True,14.99106730786647
38,32,1,2048,False,2,16,32,2,64,9,3.7334926798332684,8,16,128,DLMT,8,True,False,False,2048,512,True,1,1,3,1,1,10,128,1,17,3.7358939999999996,1,False,0.0038743778855449074,True,3.738295320166731
39,2,2,8,False,1,4,16,2,64,1,13.16060844673491,1,8,1024,DLMT,8,False,False,False,256,2048,False,30,24,1,64,1,10,8,1,9,13.38376,8,True,0.3600408871225598,True,13.60691155326509
40,2,1,2048,False,1,1,64,8,2048,30,12.66101715204354,4,1024,64,DLMT,8,True,False,True,64,2048,False,9,1,19,32,8,10,1,1,23,12.661370000000002,2,False,0.0005692978130997635,True,12.661722847956463
41,2,32,1024,False,2,16,2,2048,1024,25,3.553121947860044,1,2,1,DLMT,1,True,True,True,256,64,True,30,21,1,128,2,10,2048,22,1,3.5602900000000006,32,False,0.011565197793379885,True,3.567458052139957
42,1,1,128,False,1,8,4,8,1,26,3.5840065191152624,8,4,128,DLMT,1,False,False,True,1,1024,False,1,24,11,2048,16,10,32,1,29,3.585382,4,False,0.0022192512250757282,True,3.586757480884738
43,16,1,512,False,2,512,8,64,32,1,4.805392991886525,1024,2,1,DLMT,4,True,False,False,1,128,True,19,26,1,1024,2,10,1024,24,7,4.80745,16,False,0.003318852211231991,True,4.809507008113475
44,8,2,512,False,1,64,128,4,1,10,13.532471962033883,2,256,16,DLMT,16,False,True,False,8,64,False,1,30,26,2048,4,10,2048,2,1,15.211610000000002,2,True,2.7091827950324805,True,16.89074803796612
45,1,1,128,False,4,64,8,8,16,8,3.5541176437274715,128,1,8,DLMT,1,False,True,False,1,1024,False,1,25,25,1,1,10,2048,14,1,3.563584,16,True,0.015273365837299909,True,3.5730503562725286
46,4,2,4,False,16,1024,2,8,128,28,3.019436286676167,2,1,1,DLMT,8,False,True,False,1,4,True,27,6,1,1024,1,10,512,30,1,3.0519609999999995,2,True,0.0524765634259714,True,3.084485713323832
47,8,4,128,False,8,1,16,4,2048,1,2.9552095708420865,4,64,1,DLMT,2,False,False,False,8,1024,True,30,30,1,128,4,10,4,18,19,3.017286,2,False,0.1001563838404722,True,3.0793624291579134
48,1,4,256,False,16,256,64,16,1,1,13.078501557177338,16,32,2048,DLMT,4,True,True,False,1,1,False,13,1,15,2048,1,10,512,19,13,13.079130000000001,1,False,0.001013952661616664,True,13.079758442822664
49,1,1,16,False,32,16,512,32,1024,30,20.425859924202072,512,4,8,DLMT,32,True,True,True,512,32,True,1,3,30,1024,1,10,1,1,16,20.43557,2,False,0.015666591843793175,True,20.445280075797925
50,4,2,32,False,1,2,2048,128,1,16,13.53345814541526,32,32,32,DLMT,8,True,True,False,32,32,False,1,17,26,8,4,10,1,23,1,13.53564,4,True,0.0035202840794458846,True,13.537821854584742
51,1,1,4,False,32,32,8,1,256,29,9.926002391430114,32,1,64,DLMT,1,False,False,False,128,256,False,3,12,1,64,4,10,128,1,14,9.92646,2,False,0.0007383224227939043,True,9.926917608569887
52,8,8,128,False,4,512,16,512,256,23,6.627392001562943,64,2,2048,DLMT,1,True,False,True,256,2048,False,27,29,1,1,8,10,1024,1,11,6.6279200000000005,8,False,0.0008518920119357986,True,6.628447998437058
53,1,4,2048,False,8,4,2,64,2048,21,5.283679707740678,64,2048,16,DLMT,4,True,False,False,2048,2048,True,10,2,1,2048,1,10,1,27,1,5.285248999999999,1,True,0.002531953593571668,True,5.286818292259321
54,2,16,128,False,1,16,1024,512,2048,30,3.6326313942718844,64,2,64,DLMT,8,False,True,True,1024,64,False,20,29,1,16,1,10,512,1,8,3.632848,1,False,0.0003494796131393417,True,3.6330646057281157
55,4,8,512,False,8,1,8,1,8,1,13.592234061788835,1024,1,2048,DLMT,1,True,True,True,1024,2048,True,1,16,9,512,16,10,32,22,7,14.999380000000002,1,False,2.270340781821091,True,16.406525938211168
56,8,1,1,False,8,2048,8,2,2048,17,5.5458882954514666,128,16,1,DLMT,8,True,True,True,2048,8,True,1,11,15,2048,2,10,2048,1,15,5.550000000000001,4,False,0.0066339746758636645,True,5.554111704548535
57,1,2,1,False,1,16,2048,1,1,1,4.71350717211612,512,32,2,DLMT,1,True,True,True,1024,1,False,26,5,1,1,1,10,32,4,18,4.713947,1,False,0.000709634412919723,True,4.71438682788388
58,2,8,4,False,8,8,2,2048,2,18,10.248889470623764,1,1,1,DLMT,1,True,False,True,16,64,False,6,1,22,256,1,10,2048,16,1,10.255700000000001,8,False,0.01098835747507344,True,10.262510529376238
59,1,1,256,False,8,8,16,1,512,21,5.026994278342095,2048,256,256,DLMT,4,True,True,True,1,1,False,2,1,28,128,2,10,256,1,28,5.030119,16,True,0.005041540340015137,True,5.033243721657905
60,8,8,128,False,1,128,256,8,2048,19,7.946863826870518,1024,128,2,DLMT,8,True,False,True,1,128,False,20,23,1,1024,1,10,512,20,1,7.947191999999999,2,False,0.0005294865437384022,True,7.9475201731294804
61,1,16,512,False,2,8,1024,8,1,28,4.096249198731328,1,16,8,DLMT,4,False,True,False,4,8,True,23,1,16,256,1,10,8,1,11,4.3585080000000005,4,False,0.4231379530318688,True,4.620766801268673
62,1,4,128,False,2,1024,2,1,128,1,3.444355265897994,2,1,8,DLMT,2,True,False,False,4,8,False,8,1,6,1,4,10,32,30,26,3.460489,8,True,0.026030757365086386,True,3.4766227341020057
63,2,4,128,False,8,2,4,8,4,1,14.173177863539985,256,8,1,DLMT,2,False,True,True,2048,256,False,25,10,1,32,1,10,1024,30,7,14.17337,32,False,0.0003100000000000511,True,14.173562136460015
64,2,1,512,False,1,256,2,128,16,1,3.5532180669140647,8,2,8,DLMT,2,True,True,False,64,32,True,1,20,24,256,2,10,2048,18,26,3.709295,1,False,0.25182023887090565,True,3.8653719330859353
65,8,8,8,False,1,16,4,1024,128,17,3.629121880942393,512,2,1,DLMT,16,True,False,True,512,512,True,30,1,16,64,4,10,1024,1,14,3.637042,2,False,0.01277861009656366,True,3.6449621190576074
66,16,4,64,False,4,1024,16,4,1,29,5.364440044034503,64,32,256,DLMT,4,False,True,True,1024,1024,False,14,21,1,1024,8,10,2048,24,1,5.364892,8,False,0.0007292023038911122,True,5.365343955965497
67,2,2,1,False,1,8,1,32,8,1,5.390834721378349,1,4,4,DLMT,8,True,True,True,512,8,False,1,2,7,512,4,10,1024,22,24,5.394086,1,True,0.005245731979428556,True,5.3973372786216505
68,16,1,32,False,2,256,16,64,2048,1,8.806714836065074,1024,4,16,DLMT,8,False,True,False,1024,16,False,28,1,8,2048,8,10,1,14,16,8.809273999999998,4,True,0.004129048800874153,True,8.811833163934923
69,2,2,32,False,32,512,2,16,512,2,5.943529868572593,16,4,1,DLMT,16,False,False,True,1024,512,True,21,1,29,1024,4,10,16,8,1,5.945924,4,False,0.003862779310289404,True,5.948318131427406
70,32,2,2048,False,2,128,4,16,1024,30,8.982761861102029,64,2048,2,DLMT,4,True,False,True,1,4,True,26,8,1,2048,8,10,2048,17,1,9.004369,4,True,0.034861749081192266,True,9.025976138897972
71,2,2,2048,False,4,1,16,16,512,6,3.181647859274785,8,1,64,DLMT,2,True,True,True,8,2048,True,1,13,2,2048,32,10,256,20,1,3.334755,2,True,0.24702866713197474,True,3.487862140725215
72,1,32,64,False,1,1,64,1,128,13,5.696596302657514,1024,16,1,DLMT,1,False,False,True,2048,4,True,1,30,25,1024,1,10,4,1,24,6.386437,8,False,1.1130142408168007,True,7.076277697342486
73,1,1,1,False,2,64,64,32,256,1,11.343597609618401,2,2048,512,DLMT,1,True,True,False,64,512,True,8,1,30,1024,16,10,2048,6,6,11.35141,2,True,0.012604796706016145,True,11.359222390381598
74,2,32,16,False,2,64,4,32,2048,1,2.752792511102791,1,1,2048,DLMT,1,False,True,False,8,2048,True,1,1,19,128,4,10,128,8,19,2.8382309999999995,2,False,0.13784958646655415,True,2.923669488897208
75,2,16,2048,False,2,8,2,32,512,1,25.88274688978992,2048,128,256,DLMT,1,False,True,True,2048,1,True,1,17,26,1024,32,10,2048,19,13,28.957299999999996,2,False,4.960596568155891,True,32.03185311021007
76,1,8,128,False,1,2048,8,64,1,14,12.751349342246504,1,1,8,DLMT,4,False,False,False,128,256,False,1,11,29,1,4,10,256,1,30,12.765080000000001,16,True,0.022153545991556358,True,12.778810657753498
77,4,1,1024,False,16,2048,512,32,2048,12,15.914354990148988,1,1,1,DLMT,2,False,True,False,1024,1,False,24,21,1,2048,2,10,32,1,13,16.936770000000003,2,True,1.6496018144085558,True,17.959185009851016
78,2,1,1024,False,8,128,1024,512,1,17,3.4563752180364005,8,512,1,DLMT,2,False,False,True,2048,64,True,1,25,3,2048,1,10,2048,8,1,3.464944,32,True,0.013825186581019467,True,3.4735127819635996
79,4,2,128,False,8,1,8,4,16,20,6.560358388954907,2,4,4,DLMT,32,False,True,True,256,16,True,5,1,1,4,2,10,128,1,9,7.04144,1,False,0.7761946869052891,True,7.522521611045092
80,1,4,1024,False,16,2,16,512,1,1,6.833370472177985,4,1024,1,DLMT,2,True,True,False,256,8,False,1,1,3,2,16,10,2048,10,8,7.507848999999998,4,True,1.0882283539997477,True,8.182327527822013
81,1,2,128,False,8,8,4,256,2048,1,6.120901186838288,2,128,16,DLMT,8,True,True,True,1024,128,True,3,3,1,1024,1,10,256,26,12,6.123444999999999,2,False,0.004104281301275529,True,6.125988813161711
82,16,2,2,False,2,256,4,16,128,2,3.3941303644891976,4,1,512,DLMT,1,False,False,True,128,1024,False,1,17,16,2048,1,10,256,26,1,3.394299,2,False,0.000272082708013562,True,3.3944676355108028
83,4,1,1,False,4,512,4,1024,256,4,3.153844604073029,1,16,256,DLMT,2,False,True,False,2,512,True,1,4,14,2048,8,10,1,7,1,3.216204,2,False,0.10061293278699307,True,3.278563395926971
84,2,2,512,False,32,32,16,16,256,14,7.387178187119805,8,512,32,DLMT,4,False,True,True,512,1,True,9,1,23,128,4,10,32,1,25,7.392532,16,False,0.008638037740135334,True,7.397885812880196
85,1,8,1024,False,1,8,128,2048,256,1,13.446145704914066,2048,8,32,DLMT,2,False,True,True,1,256,False,2,15,1,512,8,10,1,24,28,13.44662,1,False,0.0007652450587885447,True,13.447094295085932
86,1,1,64,False,32,256,2,1,2,2,18.91279286729209,1,8,2048,DLMT,2,True,False,True,128,1,False,1,2,19,512,32,10,1024,21,1,18.9293,1,True,0.026633212348494775,True,18.945807132707913
87,1,2,1,False,1,8,32,512,256,10,3.055675265864487,1,32,128,DLMT,1,True,False,True,1,2048,True,15,1,25,16,4,10,2048,14,1,3.0845390000000004,1,True,0.046569805550377846,True,3.113402734135514
88,2,8,32,False,2,64,16,64,2048,28,8.493587260652161,128,32,2,DLMT,1,True,True,True,1024,4,False,26,1,21,256,2,10,1,1,5,8.494204,4,False,0.0009950698467946532,True,8.494820739347839
89,4,1,1,False,8,2,16,1,16,25,9.754404088548284,128,2,32,DLMT,2,False,False,False,512,1024,False,20,17,1,8,32,10,2048,1,22,9.754593000000002,2,False,0.0003047966535246937,True,9.754781911451719
90,8,4,1,False,4,1,1,32,8,30,4.977601903082411,512,64,16,DLMT,16,True,False,True,1,2048,True,29,1,28,32,2,10,32,4,1,4.979832999999999,1,True,0.003599733462355289,True,4.982064096917588
91,2,32,1,False,1,128,16,16,64,1,17.58423697727331,512,64,4,DLMT,32,True,False,False,512,256,False,1,26,7,1,1,10,32,2,9,18.652449999999998,2,True,1.7234940053565608,True,19.720663022726686
92,1,8,2048,False,8,256,32,512,256,1,7.633691472685055,4,16,4,DLMT,1,False,False,True,128,256,True,1,24,17,2048,8,10,1024,27,21,7.6390649999999996,8,True,0.008669845731038135,True,7.644438527314944
