id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,128,1,2048,0.20405771028831635,1,False,512,128,DLMT,True,True,True,False,True,20,1,1,35,0.2041813754259694,0.00018663935320094164,0.20411954285714287,16,1,True,30,1
2,512,1,256,0.10921766165415307,8,False,1,512,DLMT,False,False,False,False,True,4,1,64,35,0.10930273834584693,0.0001284004450370566,0.1092602,1,13,True,9,8
3,1024,2048,64,0.19645518068777035,32,False,16,512,DLMT,True,False,True,True,False,28,1,16,35,0.19647436216937253,2.8949301214645647e-05,0.19646477142857144,28,29,True,1,1
4,512,512,256,0.13851473979669415,1,False,512,512,DLMT,True,False,True,False,True,24,1,1,35,0.13857188877473442,8.625105264072278e-05,0.1385433142857143,1,23,True,15,1
5,64,1,512,0.3283671682900839,8,False,512,32,DLMT,False,False,False,False,False,21,1,1,35,0.3284050602813447,5.718779661459845e-05,0.3283861142857143,2,1,True,4,1
6,2048,1,1024,0.2209507046570092,8,False,64,32,DLMT,True,False,True,True,True,27,8,16,35,0.220998152485848,7.160977016911667e-05,0.2209744285714286,12,1,True,17,1
7,1,512,1,0.23957668362753162,1,False,256,1,DLMT,False,True,True,False,False,17,1,32,35,0.23984314494389694,0.0004021518811471652,0.23970991428571428,1,30,True,17,32
8,1,1,1024,0.19441517717401166,8,False,1,512,DLMT,True,True,False,True,False,17,8,512,35,0.19464110854027414,0.00034098279326987176,0.1945281428571429,17,1,True,27,1
9,1024,2048,2048,0.1350799474711875,1,False,64,256,DLMT,False,False,False,False,False,7,8,16,35,0.1351112525288125,4.724658717833464e-05,0.1350956,18,16,True,1,1
10,2048,1,256,0.2630116856088741,1,False,1,1,DLMT,True,False,True,False,True,1,1,256,35,0.2631709429625544,0.00024035625599497053,0.26309131428571425,25,15,True,1,32
11,2048,512,128,0.18034106278146791,8,False,128,64,DLMT,True,False,False,True,True,13,1,32,35,0.18041510864710356,0.00011175237202431845,0.18037808571428574,1,17,True,30,1
12,1,1,1,inf,1,False,64,128,DLMT,True,False,False,True,True,30,32,256,1,inf,inf,inf,1,19,False,22,1
13,256,512,1024,0.08482347023930217,8,False,512,1,DLMT,False,False,True,False,False,27,8,512,35,0.08484043261784069,2.5600160394906008e-05,0.08483195142857143,20,10,True,1,1
14,1024,256,128,inf,1,False,64,16,DLMT,False,True,True,True,False,6,32,128,1,inf,inf,inf,13,1,False,30,1
15,2048,2048,1,0.11354107848391588,8,False,512,128,DLMT,True,False,False,False,False,16,1,512,35,0.1135724072303698,4.728233911130856e-05,0.11355674285714284,14,5,True,1,8
16,256,128,256,0.1862230724654231,1,False,32,16,DLMT,True,False,False,False,False,16,32,32,35,0.1863996703917197,0.00026652719890304434,0.1863113714285714,18,28,True,1,1
17,2048,512,1024,0.2731181914521596,1,False,64,128,DLMT,False,True,False,True,True,21,8,128,35,0.2732180942621261,0.00015077649359369284,0.27316814285714286,29,1,True,2,1
18,256,1024,2048,0.09390527189931994,8,False,16,128,DLMT,True,True,True,True,True,27,1,128,35,0.09392830524353718,3.4762654603784064e-05,0.09391678857142856,1,3,True,16,8
19,256,256,1,inf,32,False,256,64,DLMT,False,False,False,False,True,30,1,128,1,inf,inf,inf,24,1,False,23,1
