id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,32,256,1,1,14,20,RS,25,1.5884439058397612,256,512,128,171,8,0.11212982857142857,1
2,8,256,512,1,1,12,27,RS,7,1.5935511709457595,1,2048,1024,170,8,0.11177045714285716,1
3,8,512,512,256,1,22,12,RS,20,1.5976212198872373,1,1024,512,170,1,0.11148571428571426,8
