id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,1,1,False,1,1,1,64,256,20,0.15790380245907823,32,1,16,DLMT,8,False,True,True,1,1,False,1,18,13,64,8,35,512,29,1,0.15827111428571428,1,True,0.001108717348275629,True,0.15863842611235032
2,1,32,512,False,1,1,256,512,512,12,0.13134770674747118,32,512,32,DLMT,32,True,True,False,2048,256,False,3,1,14,512,1,35,2048,1,5,0.1313720857142857,1,False,7.35870219258675e-05,True,0.13139646468110025
3,8,8,1024,False,1,128,512,512,1024,29,0.12161061701577337,16,512,32,DLMT,1,False,True,True,256,256,False,1,28,1,2048,8,35,1,28,1,0.12225114285714288,1,True,0.0019334038842393599,True,0.12289166869851238
4,8,8,2048,False,1,1,512,64,1024,1,0.1817925116436121,512,128,16,DLMT,1,False,False,True,512,256,False,7,10,1,1024,32,35,1,15,18,0.1818864,1,False,0.00028339857848216964,True,0.1819802883563879
5,1,32,128,False,1,64,1,1,512,16,0.08953496512152852,512,32,64,DLMT,1,True,False,True,512,1024,False,30,1,14,1,32,35,256,29,1,0.08958783142857142,1,False,0.00015957501911806327,True,0.08964069773561432
6,1,1,2048,False,8,128,32,16,64,30,0.08886449202516405,64,512,32,DLMT,8,False,False,True,64,2048,False,1,27,19,1,1,35,64,1,26,0.08887766,1,False,3.974705164267734e-05,True,0.08889082797483594
7,8,1,2048,False,1,64,64,512,2048,1,0.12315202988033838,256,1,512,DLMT,1,True,False,False,1024,1024,True,19,1,25,64,32,35,512,30,2,0.124342,1,False,0.0035918813932056745,True,0.1255319701196616
8,8,1,1,False,8,16,128,64,1024,5,0.19620950612065766,16,512,512,DLMT,8,False,True,False,1024,512,False,30,1,5,512,1,35,1,1,6,0.19903517142857138,1,True,0.008529167644821466,True,0.2018608367364851
9,32,1,2048,False,1,512,64,64,1,30,0.16633893885197976,256,1,16,DLMT,1,False,True,False,512,64,True,1,11,18,512,32,35,512,1,19,0.16736928571428572,1,False,0.0031100644143207848,True,0.16839963257659168
10,1,8,64,False,1,16,32,512,256,24,0.15887000875022983,512,64,256,DLMT,32,True,True,True,2048,512,False,1,30,27,2048,1,35,512,1,16,0.15889434285714288,1,False,7.345161394984436e-05,True,0.15891867696405593
11,1,1,256,False,32,64,32,512,2048,15,0.15692272638432844,256,16,16,DLMT,8,True,True,False,512,2048,False,1,16,13,512,1,35,1,1,11,0.1569429428571429,8,False,6.102268564448289e-05,True,0.15696315932995733
12,8,8,2048,False,1,32,512,512,2048,14,0.20519419910893708,1,16,16,DLMT,8,True,False,False,1,512,False,12,29,1,1,1,35,512,1,11,0.20824594285714287,8,True,0.00921157716895385,True,0.21129768660534867
13,32,1,128,False,1,64,256,512,1,1,0.2109497347846788,1,16,64,DLMT,8,True,True,False,1024,1024,False,14,24,1,64,1,35,1024,12,27,0.21102174285714287,8,False,0.00021735373970388508,True,0.21109375092960694
14,1,1,2048,False,32,256,128,64,256,1,0.371971102275591,512,256,32,DLMT,32,False,True,False,1,1,False,30,29,1,512,1,35,2048,18,7,0.37365354285714286,1,True,0.005078385515905948,True,0.37533598343869473
15,1,8,256,False,8,32,32,64,256,7,0.1530086660320135,128,1,512,DLMT,1,False,False,False,1,512,False,1,13,8,64,8,35,256,24,1,0.15305668571428574,8,False,0.0001449456590644648,True,0.153104705396558
16,8,8,512,False,1,64,512,32,1024,30,0.2465341865060178,1,256,512,DLMT,1,True,False,True,2048,1,True,18,18,1,256,32,35,128,1,30,0.2529107714285714,1,True,0.0192474889554615,True,0.25928735635112493
17,1,8,512,False,8,16,512,1,2048,30,0.17671306531846684,512,1,256,DLMT,8,False,True,True,2048,256,False,1,1,30,512,1,35,256,25,1,0.17881914285714284,8,True,0.0063571182156825804,True,0.18092522039581885
18,1,32,128,False,1,16,32,64,1,1,0.2932494463017062,1,32,32,DLMT,1,True,True,True,512,1024,False,25,30,1,1024,1,35,256,28,25,0.2941716571428571,8,True,0.002783659779528254,True,0.295093867984008
19,1,1,128,False,1,256,32,64,256,1,0.09671736203560793,512,64,16,DLMT,1,False,False,True,1024,128,False,22,2,1,1,8,35,1,1,26,0.09673532857142855,8,False,5.4231332911774573e-05,True,0.09675329510724917
20,1,32,2048,False,1,256,512,256,512,1,0.29421829258185916,64,64,512,DLMT,8,False,True,False,512,2048,True,23,21,1,1,8,35,256,29,24,0.29526451428571426,1,False,0.003157982044384207,True,0.29631073598956936
21,8,1,64,False,1,128,256,32,2048,24,0.08196128507551086,64,16,256,DLMT,1,False,True,True,1024,256,False,6,1,11,128,1,35,1024,18,1,0.08198361714285715,32,False,6.740853055687262e-05,True,0.08200594921020345
22,1,32,2048,False,1,1,16,1,1,25,0.1356422507902642,64,512,256,DLMT,1,True,True,True,256,1,True,16,1,26,1024,8,35,512,15,1,0.13930065714285714,1,True,0.011042766107774828,True,0.14295906349545007
23,8,8,1024,False,1,128,1,128,1,1,0.15348687513792622,16,512,512,DLMT,1,False,True,False,2048,2048,False,1,1,17,1,1,35,2048,12,18,0.15394985714285717,1,True,0.0013974942911788777,True,0.1544128391477881
24,1,1,1,False,32,1,256,64,2048,1,0.19146345258946906,1,1,512,DLMT,1,False,False,True,1024,1024,False,11,1,10,1,8,35,2048,27,23,0.19151480000000004,1,False,0.00015499028540985466,True,0.19156614741053102
