id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,1,22,0.1522381,43,DLMT,12.67755574984186,2,1,27,1,2,True,False,False,1024,True,1
