id,T_J,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,speedup,OMP,VEC,SCREP,points
1,1,128,8,2,0.19519479999999997,24,1,DLMT,1.0458121835212824,False,False,False,105
