id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,False,10,2048,8,0.07747738000000001,10,5,DLMT,0.06819030981117961,0.014984099104971242,True,2048,1,True,False,True,False,False,0.08676445018882041,False
2,False,10,32,64,0.08005193,30,1,DLMT,0.06642613942181681,0.02198434945100946,True,2048,1024,True,False,True,False,True,0.09367772057818317,False
3,True,10,128,32,0.0814639,1,1,DLMT,0.07166127748890472,0.015815910099580104,True,32,512,True,False,True,True,False,0.0912665225110953,False
4,False,10,512,32,0.1318266,2,17,DLMT,0.13179904009064122,4.446616691372844e-05,True,512,2048,False,False,True,True,True,0.13185415990935875,False
5,False,10,2,8,0.3482827,1,30,DLMT,0.348168360985843,0.00018447875216404504,True,128,256,False,False,True,False,False,0.34839703901415703,False
6,False,10,128,2,0.08276438,11,4,DLMT,0.07591465165737407,0.011051602522783746,True,32,1024,True,True,False,False,False,0.08961410834262593,False
7,False,10,4,4,0.07279275,2,17,DLMT,0.06533537436548648,0.012032002913584253,True,8,256,True,False,False,True,True,0.08025012563451353,False
8,True,10,2048,1,0.07449471,20,2,DLMT,0.06520355358570078,0.014990691970783069,True,2,2048,True,False,True,False,True,0.08378586641429923,False
9,False,10,16,1,0.06755627,1,30,DLMT,0.06202127983145518,0.008930355811282103,True,2,64,True,True,False,True,False,0.07309126016854482,False
10,True,10,256,2048,0.1238913,17,2,DLMT,0.12374122407180399,0.00024213799784420515,True,2048,256,False,False,False,False,True,0.124041375928196,False
11,False,10,32,1,0.06821169,1,24,DLMT,0.05662446196377656,0.018695258000276434,True,512,1,True,False,True,False,True,0.07979891803622345,False
12,False,10,1,2,0.07758813,27,1,DLMT,0.06731474284702449,0.016575459010660914,True,256,512,True,True,False,True,False,0.08786151715297552,False
13,False,10,8,128,0.227888,21,1,DLMT,0.22785354920730605,5.558417040849436e-05,True,128,1024,False,True,True,True,True,0.22792245079269396,False
14,True,10,2048,32,0.2094811,1,30,DLMT,0.20921042273626764,0.0004367206086275257,True,1024,2048,False,True,False,False,True,0.20975177726373237,False
15,False,10,4,1,0.08864591999999999,7,1,DLMT,0.08310148859602513,0.008945588646232286,True,1,2048,True,False,False,False,True,0.09419035140397485,False
16,True,10,1,256,0.09135571,16,2,DLMT,0.0913330414010678,3.657434756766069e-05,True,1,2048,False,False,False,False,False,0.09137837859893222,False
17,True,10,128,8,0.15799029999999997,5,5,DLMT,0.1579736344272767,2.6888845270859157e-05,True,1,1,False,True,True,True,True,0.15800696557272326,False
18,True,10,1024,64,0.1591687,30,1,DLMT,0.15911497120589446,8.668800378368241e-05,True,128,1,False,False,False,True,True,0.15922242879410553,False
19,True,10,1,1,0.1630941,1,24,DLMT,0.16302440490983186,0.00011244861048496846,True,16,8,False,True,False,False,True,0.16316379509016812,False
20,True,10,4,1,0.065803,1,8,DLMT,0.05718213078570613,0.013909226058555525,True,512,16,True,True,True,False,True,0.07442386921429386,False
21,True,10,8,128,0.2027692,2,20,DLMT,0.20274558296261322,3.8104592899022494e-05,True,2048,512,False,False,True,True,False,0.2027928170373868,False
22,True,10,32,8,0.13869220000000002,1,1,DLMT,0.1386755465330631,2.6869313351851458e-05,True,2048,256,False,True,False,False,False,0.13870885346693693,False
23,False,10,1,32,0.06671677000000001,1,1,DLMT,0.05661957911397454,0.01629117750182902,True,2048,1,True,True,True,True,True,0.07681396088602548,False
24,True,10,4,2048,0.07923091,1,13,DLMT,0.07413253557778336,0.008225903978706536,True,2048,2048,True,False,False,True,False,0.08432928442221664,False
25,False,10,512,1,0.09108529000000001,1,7,DLMT,0.09107197829601113,2.1477590646998878e-05,True,4,1,False,False,True,True,False,0.0910986017039889,False
26,True,10,1024,2,0.1319151,11,1,DLMT,0.13175376497202906,0.000260303841692739,True,2048,2048,False,True,True,True,False,0.13207643502797095,False
27,True,10,1,512,0.07097719,6,1,DLMT,0.060023560467325945,0.01767298697433176,True,2048,256,True,False,False,True,True,0.08193081953267405,False
28,False,10,128,1024,0.06287226000000001,1,19,DLMT,0.05840531933742585,0.007207125629847172,True,1,512,True,True,False,False,False,0.06733920066257418,False
29,False,10,16,8,0.07200211000000001,13,1,DLMT,0.06154078919231329,0.016878678050691646,True,1024,16,True,False,False,False,False,0.08246343080768673,False
30,False,10,8,2048,0.17084130000000003,7,2,DLMT,0.17082126412496995,3.2326614422175764e-05,True,1,512,False,True,True,True,False,0.1708613358750301,False
31,False,10,1,1,0.1345983,1,1,DLMT,0.13445839479709562,0.00022572817723979388,True,1,1,False,False,False,False,False,0.1347382052029044,True
32,False,10,4,64,0.06665085000000001,1,1,DLMT,0.06098793582380198,0.00913675308939122,True,1024,64,True,True,False,False,False,0.07231376417619804,False
33,True,10,8,1,0.08631026,1,1,DLMT,0.07909468553849934,0.011641872047072154,True,1,2048,True,False,False,False,False,0.09352583446150066,False
34,False,10,1,8,0.06756221999999998,26,1,DLMT,0.06167858381014228,0.009492874068352534,True,2048,32,True,False,False,False,True,0.07344585618985768,False
35,True,10,8,32,0.08859001,20,1,DLMT,0.07944255100106348,0.014758845299104536,True,2048,2048,True,False,False,False,True,0.09773746899893651,False
36,True,10,8,64,0.07628213,29,1,DLMT,0.06424381259933572,0.019423062098291817,True,128,8,True,True,True,True,False,0.08832044740066429,False
37,True,10,1,512,0.06679819000000001,7,1,DLMT,0.057234699802232204,0.015430085269009373,True,512,1,True,False,True,True,True,0.07636168019776782,False
38,False,10,128,8,0.07127698,30,1,DLMT,0.06588726615299031,0.00869596167457056,True,256,128,True,False,False,False,True,0.07666669384700969,False
39,False,10,16,2048,0.06758234,3,1,DLMT,0.061414650382771815,0.009951176269185466,True,1,256,True,True,False,True,True,0.0737500296172282,False
40,False,10,256,1,0.07650763,2,1,DLMT,0.06798904334576444,0.013744199630902482,True,32,1,True,False,True,False,True,0.08502621665423554,False
41,True,10,64,2048,0.06749242,3,1,DLMT,0.05975894401756375,0.012477473324820213,True,2048,1,True,True,False,False,False,0.07522589598243624,False
42,False,10,8,1,0.07308376999999999,22,1,DLMT,0.06637822423306214,0.010818973075671274,True,128,256,True,True,False,True,True,0.07978931576693785,False
43,False,10,4,512,0.06825093,12,1,DLMT,0.058718170463846364,0.015380503294304126,True,1,32,True,False,False,False,False,0.07778368953615364,False
44,False,10,32,8,0.06847004,18,1,DLMT,0.06284590910949428,0.009074178716137344,True,1,1,True,True,True,True,False,0.07409417089050571,False
45,True,10,4,4,0.07741669,7,1,DLMT,0.06820994364975363,0.014854501682617966,True,512,1,True,False,False,False,False,0.08662343635024636,False
46,True,10,2048,8,0.09515443999999999,1,1,DLMT,0.08674860754145822,0.013562277882877935,True,1,2048,True,True,True,False,True,0.10356027245854177,False
47,False,10,2048,128,0.09865533,27,1,DLMT,0.08735602475517582,0.01823071282583596,True,512,1,True,True,False,False,False,0.10995463524482418,False
48,False,10,1,1,0.08285625,30,1,DLMT,0.0716145288331832,0.01813780456583707,True,2,1024,True,False,True,False,False,0.09409797116681681,False
49,True,10,128,1,0.12449930000000002,11,1,DLMT,0.11824737559422892,0.010087083761424807,True,2048,2048,True,True,False,True,True,0.13075122440577114,False
50,False,10,8,1,0.05523973,3,1,DLMT,0.054100054292538356,0.0018387945176392057,True,2048,256,True,True,True,False,False,0.056379405707461645,False
51,True,10,32,8,0.07030398000000002,2,1,DLMT,0.060626438424684424,0.015614099937735765,True,8,256,True,False,False,True,False,0.0799815215753156,False
52,False,10,2048,8,0.10521738,9,1,DLMT,0.09638499622464002,0.014250491396355425,True,32,2048,True,False,False,True,False,0.11404976377535998,False
53,False,10,8,2048,0.05779179999999999,23,1,DLMT,0.0553653346774501,0.0039149480006763805,True,2048,16,True,False,False,True,False,0.06021826532254988,False
54,True,10,1024,1,0.07973672,20,1,DLMT,0.06763384249050478,0.019527225741861026,True,1,1024,True,False,True,True,False,0.09183959750949522,False
55,True,10,2,1,0.06424538999999999,9,1,DLMT,0.06136936137641168,0.004640289892118811,True,16,16,True,True,False,False,True,0.0671214186235883,False
56,False,10,1,16,0.07354732,18,1,DLMT,0.06293332297106019,0.01712501145656843,True,128,1024,True,True,True,False,False,0.08416131702893981,False
57,False,10,1,8,0.1121761,2,1,DLMT,0.10752684491770817,0.007501278390381203,True,1024,2048,True,True,False,True,False,0.11682535508229183,False
58,False,10,1,8,0.06974182999999998,29,1,DLMT,0.06201915001670527,0.012460054664490844,True,512,1,True,False,False,True,False,0.07746450998329468,False
59,False,10,1,1,0.06849184999999999,16,1,DLMT,0.061174820656581065,0.011805563068507155,True,8,1,True,False,True,False,False,0.07580887934341893,False
60,False,10,1,64,0.06530928,17,1,DLMT,0.059236651736931226,0.009797800799546806,True,64,1,True,True,False,True,False,0.07138190826306877,False
61,True,10,1,2048,0.07013130000000001,26,1,DLMT,0.06028941139345357,0.01587926345577779,True,2048,1,True,True,False,False,False,0.07997318860654645,False
62,True,10,1,1,0.06767555,23,1,DLMT,0.06138198539953622,0.010154267576270581,True,512,1,True,False,True,False,False,0.07396911460046379,False
63,False,10,1,8,0.06785937,9,1,DLMT,0.06184296760170217,0.009707083930516931,True,256,1,True,True,False,False,True,0.07387577239829783,False
64,False,10,1,1,0.07742185,1,1,DLMT,0.06567109292392385,0.01895910174107677,True,512,1,True,False,False,True,False,0.08917260707607615,False
65,False,10,1,128,0.06518333,22,1,DLMT,0.05974011104609857,0.008782288773212821,True,1,1,True,False,False,False,True,0.07062654895390143,False
66,True,10,1,2048,0.06563796999999999,11,1,DLMT,0.058566405815970654,0.011409520592211576,True,1,1,True,False,False,True,False,0.07270953418402933,False
67,True,10,1,8,0.06530657,2,1,DLMT,0.05574835122351519,0.01542158016488907,True,1,1,True,True,True,True,False,0.0748647887764848,False
68,False,10,1,256,0.06574299,30,1,DLMT,0.060273249093285734,0.008825080263028773,True,512,1,True,True,True,True,True,0.07121273090671426,False
69,False,10,1,4,0.07092702000000001,29,1,DLMT,0.0658780088913495,0.008146259401074826,True,2048,1,True,False,True,True,False,0.07597603110865052,False
70,False,10,1,1,0.06488575999999999,30,1,DLMT,0.05597466138305758,0.014377492804046191,True,1,1,True,True,False,False,False,0.07379685861694239,False
71,True,10,1,16,0.07006554999999999,29,1,DLMT,0.06191918776995067,0.013143639115271694,True,32,1,True,False,False,False,True,0.07821191223004931,False
72,False,10,1,1024,0.06035635,4,1,DLMT,0.051402370131093424,0.014446678986137265,True,2048,1,True,False,False,False,True,0.06931032986890658,False
73,False,10,1,2048,0.06564577,24,1,DLMT,0.05599730673835761,0.015567183921702086,True,1,1,True,False,True,True,True,0.0752942332616424,False
74,True,10,1,256,0.06499073,5,1,DLMT,0.06006372412873188,0.007949411683646785,True,512,1,True,False,True,False,False,0.06991773587126812,False
75,True,10,1,1,0.0634039,14,1,DLMT,0.05683596917801194,0.010596940084477216,True,2048,1,True,True,False,True,True,0.06997183082198806,False
76,True,10,1,1,0.06938224000000001,1,1,DLMT,0.057939382269187385,0.018462325663155223,True,32,1,True,True,True,True,True,0.08082509773081265,False
77,True,10,1,256,0.06513841000000001,10,1,DLMT,0.05800335930035256,0.01151195206117972,True,1,1,True,True,True,True,True,0.07227346069964746,False
78,False,10,1,128,0.07008666999999999,21,1,DLMT,0.06079320188816121,0.014994421748240245,True,256,1,True,False,False,False,True,0.07938013811183878,False
79,True,10,1,64,0.06608212,1,1,DLMT,0.059436283302169046,0.010722636277222126,True,1,1,True,False,True,True,False,0.07272795669783094,False
80,False,10,1,1,0.06290291,8,1,DLMT,0.060769021768782946,0.0034428934082977375,True,16,1,True,False,True,False,False,0.06503679823121707,False
81,False,10,1,1,0.06984483,1,1,DLMT,0.06284785160997272,0.011289181141079279,True,1024,1,True,False,False,True,False,0.07684180839002727,False
82,False,10,1,8,0.06561064000000001,1,1,DLMT,0.06019218275968964,0.008742337317811525,True,8,1,True,True,False,False,True,0.07102909724031038,False
83,False,10,1,256,0.06752347,13,1,DLMT,0.05789449073752134,0.015535747724010581,True,2048,1,True,True,True,True,False,0.07715244926247866,False
84,False,10,1,16,0.0644489,30,1,DLMT,0.060691689357197744,0.006062021227940397,True,16,1,True,False,True,True,True,0.06820611064280226,False
85,False,10,1,4,0.06856248000000001,25,1,DLMT,0.062067651663864944,0.010478993857026542,True,256,1,True,True,True,False,False,0.07505730833613508,False
86,True,10,1,16,0.06733812,10,1,DLMT,0.059536260104749314,0.012587806433751672,True,16,1,True,True,False,True,False,0.07513997989525069,False
87,True,10,1,512,0.06544776,3,1,DLMT,0.05570964752078868,0.015711827251990777,True,512,1,True,True,True,False,True,0.07518587247921131,False
88,True,10,1,2048,0.06454341,26,1,DLMT,0.05780712186798303,0.01086857393317541,True,2048,1,True,False,False,True,False,0.07127969813201697,False
89,True,10,1,1,0.06668824,13,1,DLMT,0.06262618169537364,0.006553873608058063,True,512,1,True,False,True,True,True,0.07075029830462636,False
90,False,10,1,2048,0.06643957,13,1,DLMT,0.05953288418104208,0.011143499800695473,True,1,1,True,True,False,True,True,0.07334625581895793,False
91,True,10,1,1,0.06505668,30,1,DLMT,0.057814507225319556,0.011684786739500212,True,1,1,True,False,False,False,False,0.07229885277468046,False
