id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,False,8,1,0.05523973,3,1,DLMT,2.436621250683159,2048,256,True,True,True,False,False,96
