id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,8,4,32,4,6.982407281571962,128,False,64,RS,2048,True,False,0.0058772952963076636,1,True,1,10,25,1,False,6.9860500000000005,8,True,8,True,32,6.989692718428039,21,1
2,1,16,8,1,6.984508788191172,512,False,512,RS,128,True,True,0.0032481896496355947,1,True,8,10,26,8,False,6.986521999999999,32,True,1,True,32,6.988535211808826,1,23
3,2,1024,8,1,6.978130423489395,256,False,1,RS,8,False,False,0.003276206495323387,1,True,1,10,19,1,False,6.980161,32,True,8,True,2,6.982191576510605,26,1
4,2,16,8,8,6.961930766821913,64,False,2048,RS,128,True,True,0.004729358941759462,7,False,32,10,1,1,False,6.964862000000001,32,True,32,True,1024,6.967793233178089,1,9
5,4,1,8,64,6.977477883796149,8,False,1024,RS,2048,True,False,0.0010844168940034652,1,False,8,10,7,1,False,6.978149999999999,32,False,1,True,1,6.97882211620385,1,7
6,16,4,1,8,6.987230757032789,64,False,256,RS,64,False,False,0.0006393129124302124,15,True,1,10,1,8,False,6.987627000000001,32,False,32,True,512,6.988023242967213,1,9
7,64,4,32,4,6.995932557062955,2048,False,2048,RS,64,True,False,0.000689652086200021,9,False,1,10,1,1,False,6.99636,8,False,32,True,64,6.996787442937046,1,29
8,16,8,64,1024,7.0023653062460545,256,False,64,RS,1024,False,True,0.008428098777304346,26,True,1,10,1,8,False,7.007589,32,True,8,True,1024,7.012812693753946,1,3
9,4,512,16,8,6.9784182657377425,8,False,512,RS,1024,False,False,0.002911824342229584,1,False,32,10,17,8,False,6.980223,32,True,1,True,2048,6.982027734262257,1,22
10,512,1,64,2,6.995765315027271,2048,False,64,RS,1024,False,True,0.00381526932207942,1,False,1,10,2,32,False,6.998130000000001,8,True,8,True,1,7.00049468497273,1,14
11,128,128,4,4,6.974387003201211,2048,False,512,RS,128,False,True,0.0008986790305776441,1,False,8,10,3,32,False,6.974943999999999,32,False,1,True,2048,6.975500996798787,7,1
12,8,2048,2,2,6.986351350619613,1024,False,2048,RS,16,True,True,0.0008819841268412811,7,True,32,10,1,32,False,6.986898000000001,8,False,1,True,1024,6.987444649380389,16,1
13,512,8,4,16,6.98310389321237,1024,False,256,RS,2048,False,True,0.007118654648176157,1,True,8,10,29,8,False,6.987516000000001,8,True,1,True,64,6.991928106787633,1,27
