id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,4,1024,DLMT,4,1,False,4,16,0.00010199999999995246,True,512,1024,16,False,2.1213127809067047,4,4,64,2048,True,False,False,128,False,512,True,1,True,4,12,1,False,1,8,1,8,8,1,8,False,10,2.1214392190932947,12,2.1213759999999997,12,4,2,True,256,16,8,2048,True,1,4,8,12
2,128,1,DLMT,8,2,True,4,1,0.00021204009054894346,True,2048,2,1,True,2.1174015786052283,64,2048,256,2048,True,False,False,4,True,2,True,64,True,8,16,64,True,1,8,16,1,12,4,1,False,10,2.1176644213947715,1,2.117533,16,16,4,True,256,16,8,4,True,16,2,1,1
3,32,64,DLMT,8,1,False,1,64,0.0003028547506644029,False,16,512,2,True,3.6168092921300286,8,2,32,512,False,True,False,4,True,1,True,128,False,4,8,256,True,4,1,1,16,8,1,8,False,10,3.6171847078699715,4,3.616997,4,32,1,True,2048,1,8,1024,True,1,1,2,4
4,4,64,DLMT,8,1,True,1,4,7.5259550888934e-05,True,2,128,8,True,3.2981493545042255,64,8,128,2048,False,True,False,1024,True,4,False,4,True,12,4,1024,True,1,1,16,1,16,1,12,False,10,3.2982426454957743,8,3.298196,8,2,32,True,2048,1,12,1024,False,16,2,32,1
5,2,256,DLMT,2,1,False,4,4,0.0016036782719735213,True,8,8,4,True,2.1858020481736165,16,1,128,1024,False,False,False,4,False,32,False,128,False,4,1,256,True,8,1,1,16,1,4,1,False,10,2.187789951826384,16,2.186796,12,8,1,True,16,2048,16,16,True,1,1,8,4
6,2,512,DLMT,4,8,True,8,1024,0.00020783647418104052,False,1,128,4,False,1.906813183985771,1,4,2048,8,True,False,True,32,False,8,False,128,False,16,8,2048,True,1,16,1,4,16,1,16,False,10,1.9070708160142293,1,1.9069420000000001,4,2,32,True,2048,2048,8,256,True,12,16,1,1
7,4,1,DLMT,32,2,True,16,16,0.00010571660229123172,False,1,1,2,True,1.7895624773750676,1,128,1,128,True,True,False,2048,True,256,False,1,True,4,4,2,False,4,1,1,1,12,4,1,False,10,1.789693522624932,8,1.7896279999999998,8,8,8,True,2048,64,16,64,True,1,2,1,16
8,128,32,DLMT,2,4,True,32,64,0.0010327385922875192,False,1,4,1,False,2.3082409137508315,256,4,256,128,False,True,True,16,False,16,True,1,True,12,12,256,True,12,1,4,1,12,12,1,False,10,2.3095210862491693,8,2.3088810000000004,12,32,2,True,128,1024,8,32,True,1,4,32,16
9,2,2,DLMT,32,2,False,4,16,0.0003041644292155068,True,4,16,4,True,2.2254194803977683,32,1,128,1024,False,True,False,16,False,64,True,256,True,4,4,128,True,16,1,4,1,16,1,4,False,10,2.2257965196022313,12,2.225608,1,4,32,True,2048,16,4,512,True,4,1,1,1
10,128,16,DLMT,8,2,False,8,4,0.0008451538321513383,True,8,4,1,True,2.5563911778532993,2,8,1,16,True,True,True,4,False,16,False,256,True,12,8,2048,True,1,1,1,4,12,8,1,False,10,2.557438822146701,4,2.556915,4,4,4,True,2048,16,4,8,True,12,32,2,1
11,4,32,DLMT,2,8,False,2,16,0.001448628316718927,False,256,64,8,False,3.2858781473656418,4,1,512,1,True,False,False,512,False,1,False,256,True,1,4,1024,True,1,12,1,12,16,16,1,False,10,3.2876738526343576,4,3.2867759999999997,8,2,16,True,1,2048,12,2048,False,1,16,2,1
12,16,512,DLMT,2,2,False,32,4,0.0003086033052317992,False,64,4,1,False,2.1777707292044646,2,128,256,256,True,False,True,1,True,32,False,32,True,4,1,128,True,16,1,16,1,12,1,8,False,10,2.1781532707955353,16,2.177962,16,4,1,True,1024,1024,16,32,True,1,1,32,1
13,16,32,DLMT,1,16,False,4,8,0.0002756011611005864,False,8,512,16,False,3.8119971837694524,2,2,512,256,False,False,False,8,False,2,True,2048,True,16,4,4,False,1,12,1,16,1,16,1,False,10,3.812338816230547,16,3.812168,16,1,16,True,1024,1024,1,1024,False,1,8,1,12
14,4,8,DLMT,4,2,True,8,32,0.0003896010780272185,False,8,32,1,True,3.080847527187258,512,1,1,32,False,True,True,8,True,1,False,2,True,8,16,512,True,4,1,16,1,12,4,1,False,10,3.0813304728127417,12,3.081089,16,8,2,True,128,32,4,64,False,1,32,4,4
15,1,128,DLMT,1,4,True,4,1,0.00010133607452424915,True,1024,8,32,False,5.302938192404417,16,4,4,2048,False,True,True,2,False,8,False,128,True,1,12,2048,False,8,1,12,1,1,1,16,False,10,5.303063807595583,16,5.303001,16,1,32,True,512,2,1,512,False,1,4,4,1
16,8,64,DLMT,8,1,True,1,32,0.000574046165390912,True,64,8,2,True,2.756725209038377,512,1,512,64,True,True,False,16,False,256,True,512,True,1,16,2048,False,12,1,4,1,1,1,8,False,10,2.7574367909616226,1,2.757081,4,16,2,True,1024,512,12,16,False,1,32,1,8
17,2048,1,DLMT,2,8,True,4,2,0.0001815378748361991,False,512,128,16,False,5.468129483727002,1,2048,1,512,False,True,False,1,True,32,False,128,True,8,16,1024,False,12,1,1,16,1,1,4,False,10,5.468354516272998,8,5.468242,1,1,16,True,2,2048,8,2048,False,16,8,2,1
18,2,32,DLMT,8,1,True,8,1,0.00023695780215047505,True,2,8,8,False,2.9092341347313617,16,1,8,1,False,True,False,1024,True,512,False,2048,False,4,1,16,False,1,1,12,1,4,1,4,False,10,2.9095278652686387,1,2.909381,1,1,32,True,1024,128,4,256,True,12,4,8,1
19,16,1,DLMT,1,1,False,1,4,0.0012043342559273913,False,4,64,16,True,4.146040559610941,32,16,16,64,False,False,False,32,True,4,True,2048,True,12,1,64,False,8,1,4,1,16,12,1,False,10,4.147533440389057,1,4.146786999999999,8,1,32,True,128,1,1,1024,False,8,2,1,1
20,1,2048,DLMT,8,1,False,1,1024,0.00017222369175000094,True,2048,512,8,True,1.8746162566114082,2,1024,4,2048,True,False,True,1,True,128,False,512,False,16,8,16,True,1,16,1,1,1,1,8,False,10,1.8748297433885917,4,1.874723,4,1,2,True,1024,2048,4,2048,True,4,16,1,1
21,2,4,DLMT,1,2,True,2,2,0.0005190529838081393,False,2048,2,32,True,4.4861602935391325,2048,2,1024,1,False,False,True,32,True,16,False,1024,True,8,1,2048,True,1,12,1,8,12,4,1,False,10,4.486803706460867,1,4.486482,8,32,1,True,2048,2048,8,128,False,1,32,1,12
22,2048,4,DLMT,2,16,True,8,128,0.00016160445538417024,True,2,32,16,False,3.5010678383613545,16,4,1,256,True,True,False,16,True,512,True,2048,False,16,12,128,False,16,1,1,4,12,8,1,False,10,3.501268161638645,1,3.501168,12,2,1,True,128,512,4,256,False,16,4,1,1
23,2,8,DLMT,1,2,False,1,32,0.0007749735479356635,True,256,256,1,True,1.7864636752448217,4,8,32,1,True,True,True,1024,False,8,True,2048,True,1,16,1,False,1,12,16,1,16,1,8,False,10,1.7874243247551775,16,1.7869439999999996,16,1,32,True,2048,32,12,1,True,4,2,4,1
24,1,1024,DLMT,2,4,False,16,32,0.00019096858380370573,False,256,16,2,False,2.263560638620432,8,128,512,1,False,False,False,256,False,8,True,1024,True,16,4,256,False,16,1,12,1,12,1,16,False,10,2.2637973613795674,16,2.2636789999999998,4,1,8,True,256,512,4,1,True,1,1,32,4
25,4,512,DLMT,1,2,True,4,1,0.00021933763926867828,True,2,8,8,False,4.6941530556207836,4,2,8,1024,False,False,True,4,False,256,True,512,False,1,16,1024,True,16,1,8,1,8,1,12,False,10,4.694424944379215,1,4.6942889999999995,16,8,16,True,8,1,1,512,False,16,1,32,1
26,1,256,DLMT,1,1,False,1,2,0.00014739063742313281,False,1,32,1,True,3.1679246480151173,64,256,64,8,False,False,False,16,False,256,True,2048,True,4,4,1,True,4,1,12,1,12,1,16,False,10,3.168107351984883,12,3.168016,1,2,4,True,32,2048,16,32,False,8,2,16,1
27,32,32,DLMT,32,32,False,4,256,0.00010438390680561373,False,4,8,4,True,1.987977303373109,256,8,128,512,True,True,True,256,False,2,True,128,False,8,1,2048,True,1,16,1,12,16,12,1,False,10,1.9881066966268903,12,1.9880419999999996,8,1,16,True,256,1,1,16,True,4,8,2,1
28,4,2048,DLMT,32,32,True,1,128,0.0001560897177907709,False,32,8,2,True,1.6556172563683196,128,1,16,1024,False,False,False,4,True,4,False,256,True,16,4,1,True,1,1,12,1,4,4,1,False,10,1.6558107436316807,1,1.6557140000000001,4,2,1,True,32,512,4,8,True,1,16,2,1
29,4,2,DLMT,1,4,False,4,256,0.00101022225277414,True,2048,1024,16,True,1.7599348692662073,1,2,2048,1,True,False,True,2048,False,1,True,8,False,16,1,512,False,1,8,1,16,1,1,12,False,10,1.7611871307337932,16,1.7605610000000003,16,4,32,True,1,2048,4,2048,True,1,1,4,12
30,2048,2048,DLMT,32,4,True,2,1,0.0004827017712832714,True,64,256,1,False,2.9336638238400736,2,512,2048,256,True,True,True,2,False,2,False,16,True,1,4,256,False,8,1,12,1,8,1,4,False,10,2.9342621761599252,4,2.9339629999999994,8,8,2,True,2048,32,16,2048,True,4,8,16,1
31,8,256,DLMT,2,8,True,2,256,0.0002472569513683841,True,8,1,4,False,3.7538387513698392,64,32,64,16,False,True,False,16,True,16,False,1024,False,16,4,64,True,12,1,1,16,12,1,8,False,10,3.754145248630161,4,3.753992,4,4,16,True,1,512,16,2,False,8,4,2,1
