id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,False,10,4,1,0.19142450000000003,4,7,DLMT,0.1694137457966542,0.035512956793964656,True,4,4,False,True,True,False,True,0.21343525420334586,False
2,True,10,1,8,0.1227731,1,28,DLMT,0.12270642177751433,0.0001075810856981843,True,16,1,False,False,False,True,False,0.12283977822248567,False
3,False,10,8,4,0.06857780999999999,5,2,DLMT,0.055127455800863215,0.021701293973145935,True,8,128,True,False,False,False,False,0.08202816419913676,False
4,False,10,2,2,0.23961480000000002,1,3,DLMT,0.23958927557933754,4.11820349181556e-05,True,256,512,False,True,True,False,True,0.2396403244206625,False
5,False,10,4,1,0.06099549,10,4,DLMT,0.05603058947535446,0.00801055230498497,True,1,1,True,True,True,True,True,0.06596039052464554,False
6,False,10,1,1,0.06565304999999999,16,1,DLMT,0.05473607654155965,0.017613844721936774,True,1,32,True,True,False,False,True,0.07657002345844033,False
7,True,10,2,64,0.2754115,29,1,DLMT,0.26180680862187145,0.021950307229057185,True,64,32,False,True,False,True,True,0.2890161913781285,False
8,False,10,256,128,0.07129227,3,3,DLMT,0.05486062099622896,0.026511424176269748,True,256,2048,True,True,False,True,False,0.08772391900377105,False
9,True,10,128,4,0.1630593,19,1,DLMT,0.1426391298372566,0.03294665026083835,True,4,2048,True,False,True,False,True,0.18347947016274338,False
10,True,10,8,128,0.04009314,10,2,DLMT,0.03228320433955979,0.01260083616901672,True,2048,64,True,True,True,True,False,0.047903075660440206,False
11,False,10,512,64,0.08400647,1,6,DLMT,0.08395256434798197,8.697335281567514e-05,True,1,1,False,True,False,False,True,0.08406037565201803,False
12,False,10,2048,32,0.09040434,8,2,DLMT,0.08616367909579455,0.006842037582065739,True,2048,2048,True,True,True,False,True,0.09464500090420545,False
13,False,10,2,2048,0.0673966,2,12,DLMT,0.05686840056379119,0.01698658247882722,True,2048,4,True,False,False,True,False,0.07792479943620882,False
14,True,10,16,1024,0.07449130000000001,1,1,DLMT,0.06483061960386544,0.015586895493843539,True,1,32,True,False,True,True,False,0.08415198039613458,False
15,True,10,1,64,0.021412229999999997,1,12,DLMT,0.018618551452805252,0.0045074232634732675,True,128,128,True,True,True,True,False,0.024205908547194743,False
16,False,10,8,1,0.2048304,27,1,DLMT,0.19985960319736745,0.00802006557579176,True,2048,1024,False,True,False,True,True,0.20980119680263254,False
17,False,10,8,64,0.14776,5,8,DLMT,0.12743331894758989,0.03279581150695924,True,1,512,False,False,True,True,True,0.16808668105241012,False
18,False,10,2048,1,0.16948159999999998,1,23,DLMT,0.15181401742142997,0.028505524661721276,True,8,1,False,False,True,True,False,0.18714918257857,False
19,True,10,2048,1,0.04765576,2,11,DLMT,0.04521712037350319,0.003934590468447765,True,1,2048,True,False,False,False,False,0.050094399626496804,False
20,True,10,1,128,0.06233814000000001,30,1,DLMT,0.05799768244955594,0.007003053145335966,True,2048,1,True,False,True,False,True,0.06667859755044407,False
21,False,10,1,512,0.16547930000000002,9,4,DLMT,0.16546085123058382,2.9765920110085047e-05,True,1024,16,False,False,True,False,True,0.16549774876941623,False
22,True,10,128,2,0.09419216,11,4,DLMT,0.09161609890325847,0.0041563113004682425,True,512,256,False,False,True,False,False,0.09676822109674152,False
23,True,10,4,2048,0.16536430000000002,1,28,DLMT,0.15424191586327782,0.017945261831748233,True,1,2048,False,True,False,False,False,0.17648668413672222,False
24,True,10,2048,16,0.10307917,8,1,DLMT,0.08955319838665354,0.02182329787809579,True,128,1,True,True,True,True,True,0.11660514161334645,False
25,True,10,128,8,0.06089642999999999,1,30,DLMT,0.05287980092149168,0.012934322898169044,True,2048,128,True,False,True,False,True,0.0689130590785083,False
26,False,10,512,2048,0.08090535,6,7,DLMT,0.07144847691177854,0.015258065320495257,True,2048,512,True,True,False,False,True,0.09036222308822146,False
27,False,10,32,256,0.05758722000000001,1,21,DLMT,0.052270880122642485,0.00857757742521745,True,256,1,True,True,False,False,True,0.06290355987735753,False
28,False,10,16,4,0.1280113,30,1,DLMT,0.12233591438913889,0.009156874958740017,True,1,2048,True,True,True,False,False,0.13368668561086108,False
29,True,10,2048,32,0.1565203,21,2,DLMT,0.14363151421479167,0.02079523893130348,True,512,1,False,False,False,False,False,0.16940908578520833,False
30,True,10,2,8,0.1302275,2,19,DLMT,0.11913398582003498,0.017898681986392186,True,2048,2,False,True,False,False,True,0.141321014179965,False
31,False,10,1,1,0.1646629,1,1,DLMT,0.16444121872429218,0.0003576686874748747,True,1,1,False,False,False,False,False,0.16488458127570782,True
32,False,10,1,32,0.07015931,1,7,DLMT,0.062548989871052,0.012278769161235176,True,2048,4,True,False,True,False,False,0.07776963012894801,False
33,True,10,1,2,0.09603661,1,30,DLMT,0.08362674417062685,0.020022531938066676,True,2048,2048,True,False,False,False,False,0.10844647582937314,False
34,False,10,1,32,0.05773739,1,27,DLMT,0.05565056236194218,0.0033669641240886418,True,2048,1,True,False,False,True,False,0.05982421763805782,False
35,False,10,1,2048,0.0694291,1,30,DLMT,0.062321880309027224,0.011467048492702905,True,2048,4,True,False,True,False,False,0.07653631969097277,False
36,False,10,1,1,0.06194568,1,1,DLMT,0.05504387037016623,0.01113563237861236,True,2048,4,True,False,False,True,False,0.06884748962983377,False
37,True,10,1,1,0.06541377000000001,1,21,DLMT,0.057782340311209344,0.012312828098048796,True,2048,128,True,False,True,False,False,0.07304519968879068,False
38,True,10,1,1,0.06626225000000001,1,8,DLMT,0.05401960219581276,0.019752736253251094,True,2048,1,True,True,True,True,False,0.07850489780418725,False
39,False,10,1,256,0.027007760000000002,1,5,DLMT,0.023770287362857887,0.005223456898491649,True,2048,512,True,False,True,True,False,0.030245232637142117,False
40,True,10,1,8,0.06531707,1,30,DLMT,0.05582799476379651,0.015310021445187463,True,2048,128,True,True,False,False,False,0.07480614523620349,False
41,True,10,1,8,0.05420676000000001,1,10,DLMT,0.05075132969658113,0.005575117778163973,True,2048,2048,True,False,True,True,False,0.05766219030341888,False
42,True,10,1,256,0.07116237,1,30,DLMT,0.06387077118982784,0.011764532514983331,True,2048,8,True,True,True,True,False,0.07845396881017216,False
43,True,10,1,2048,0.06491309,1,1,DLMT,0.05873142610981001,0.009973722872874503,True,2048,1,True,True,False,True,False,0.07109475389019,False
44,False,10,1,4,0.06542608999999999,1,1,DLMT,0.05928531662713608,0.00990774861494275,True,2048,8,True,True,True,False,False,0.07156686337286391,False
45,True,10,1,2048,0.06768643,1,18,DLMT,0.05754051557418733,0.01636978984501939,True,2048,16,True,False,False,True,False,0.07783234442581269,False
46,False,10,1,512,0.08169346,1,20,DLMT,0.07033943691370315,0.01831899659485748,True,2048,2048,True,True,False,False,False,0.09304748308629684,False
47,True,10,1,64,0.06562868,1,11,DLMT,0.05635209753639572,0.01496717782508112,True,2048,8,True,False,False,False,False,0.07490526246360427,False
48,True,10,1,256,0.06674295,1,1,DLMT,0.0571014922271357,0.015555881009589267,True,2048,1,True,False,True,False,False,0.07638440777286429,False
49,False,10,1,1,0.06160599,1,10,DLMT,0.05101651803359761,0.017085441822642457,True,2048,256,True,True,False,False,False,0.07219546196640239,False
50,True,10,1,8,0.06878172,1,1,DLMT,0.06273620878006178,0.00975404916922198,True,2048,1,True,True,False,True,False,0.07482723121993823,False
51,True,10,1,8,0.06929188,1,1,DLMT,0.06101894976412947,0.013347848570372682,True,2048,1,True,True,True,True,False,0.07756481023587053,False
52,True,10,1,1,0.06351772,1,1,DLMT,0.05885827910279844,0.007517712557127998,True,2048,1,True,False,False,True,False,0.06817716089720155,False
53,False,10,1,1,0.06426663000000002,1,1,DLMT,0.058616726443656474,0.009115761278911377,True,2048,1,True,True,True,True,False,0.06991653355634357,False
54,False,10,1,8,0.0716678,1,1,DLMT,0.06187499150656972,0.015800075804121953,True,2048,1,True,False,False,True,False,0.08146060849343029,False
55,False,10,1,256,0.06976751,1,1,DLMT,0.058377244228686544,0.018377471869952627,True,2048,1,True,True,False,True,False,0.08115777577131346,False
56,False,10,1,2048,0.06824032,1,1,DLMT,0.06108747846676622,0.011540656443530412,True,2048,1,True,False,True,True,False,0.07539316153323378,False
57,True,10,1,256,0.06638261000000001,1,1,DLMT,0.05957692878153591,0.010980535279798522,True,2048,1,True,False,True,True,False,0.07318829121846411,False
58,True,10,1,1,0.06379870000000001,1,1,DLMT,0.05882373201662601,0.0080267955115351,True,2048,1,True,True,True,True,False,0.06877366798337402,False
59,True,10,1,2048,0.06609993,1,1,DLMT,0.058098356706019705,0.012910031344117645,True,2048,1,True,False,False,True,False,0.0741015032939803,False
60,False,10,1,1,0.06848975,1,1,DLMT,0.06092602427094362,0.012203592050314531,True,2048,1,True,False,False,True,False,0.07605347572905638,False
61,False,10,1,8,0.06853152,1,1,DLMT,0.062394754221732567,0.009901282615075687,True,2048,1,True,False,True,True,False,0.07466828577826742,False
62,False,10,1,2048,0.06452112000000002,1,1,DLMT,0.05810224915644046,0.010356441257188686,True,2048,1,True,True,True,True,False,0.07093999084355956,False
63,True,10,1,2048,0.06404695,1,1,DLMT,0.05757787573034317,0.010437441303140345,True,2048,1,True,True,True,True,False,0.07051602426965684,False
