id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,1,64,0.021412229999999997,1,12,DLMT,7.690133162216173,128,128,True,True,True,True,False,63
