id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,False,10,8,1,0.02703734,4,7,RS,0.023221152126098446,0.006157177252150535,True,16,8,True,False,True,True,True,0.030853527873901554,False
2,True,10,64,2,0.03590309,8,3,RS,0.027277635140835498,0.013916624705901213,True,64,1,True,False,False,True,True,0.0445285448591645,False
3,False,10,512,32,0.07456144,12,4,RS,0.06327280685317019,0.018213494072154304,True,64,512,True,True,True,False,True,0.08585007314682983,False
4,True,10,16,8,0.10766570000000002,1,14,RS,0.10765037200394924,2.473075008971806e-05,True,64,128,False,False,True,False,False,0.1076810279960508,False
5,True,10,32,2,0.1301069,2,13,RS,0.13009585633774065,1.781824907223311e-05,True,128,128,False,False,False,True,False,0.13011794366225934,False
6,False,10,32,16,0.06104865,6,4,RS,0.053316465276421,0.012475389960498231,True,512,32,True,True,True,False,True,0.068780834723579,False
7,False,10,256,16,0.13329950000000002,5,7,RS,0.13328826733713828,1.8123189564755355e-05,True,1,2048,False,True,False,False,True,0.13331073266286175,False
8,True,10,1024,8,0.1857701,4,8,RS,0.18575883591799616,1.8173882359035894e-05,True,128,1,False,False,True,True,False,0.18578136408200382,False
9,True,10,64,2,0.06213085,1,6,RS,0.05697596392317052,0.008317081951532041,True,64,128,True,False,False,False,False,0.06728573607682949,False
10,True,10,2,4,0.06879034999999999,1,27,RS,0.06165369672984852,0.01151453770711182,True,8,128,True,True,True,True,True,0.07592700327015145,False
11,False,10,4,128,0.20402430000000002,4,8,RS,0.20397960590163994,7.211109484677316e-05,True,2048,128,False,True,False,True,False,0.2040689940983601,False
12,False,10,32,256,0.06747389000000001,21,2,RS,0.05842155961374905,0.014605361312097007,True,256,32,True,True,False,False,True,0.07652622038625097,False
13,True,10,4,4,0.03893231,18,2,RS,0.03706778695608978,0.0030082897518191294,True,4,1,True,False,False,True,False,0.04079683304391021,False
14,False,10,4,32,0.06823084,7,6,RS,0.059982943644898624,0.013307457990480373,True,1024,1,True,True,False,False,False,0.07647873635510138,False
15,True,10,64,64,0.09661749,11,4,RS,0.08951033179584342,0.01146694928762223,True,512,2048,True,False,False,True,False,0.10372464820415658,False
16,True,10,32,32,0.1221692,22,1,RS,0.10286252259337364,0.03115010027563314,True,1,2048,True,True,False,False,False,0.14147587740662637,False
17,False,10,2,16,0.193354,5,7,RS,0.19323193971206742,0.00019693653800146075,True,512,2048,False,True,True,True,True,0.19347606028793257,False
18,True,10,32,1,0.07103693,2,15,RS,0.05834924891815858,0.02047076923909065,True,64,2048,True,False,False,False,False,0.08372461108184141,False
19,True,10,512,2,0.12314289999999999,11,1,RS,0.12307584720008179,0.00010818544264363981,True,64,512,False,False,True,False,False,0.12320995279991818,False
20,True,10,32,8,0.07290490999999999,2,3,RS,0.06308751854615043,0.015839738852610544,True,32,512,True,True,False,False,False,0.08272230145384955,False
21,False,10,8,4,0.06631044,30,1,RS,0.0620698837404141,0.006841868744604794,True,2048,32,True,True,False,False,False,0.0705509962595859,False
22,True,10,32,2,0.05162241000000001,13,2,RS,0.04698549552507803,0.0074813676025777525,True,32,128,True,True,False,False,False,0.05625932447492198,False
23,True,10,8,8,0.16721149999999999,3,12,RS,0.16712572285301477,0.00013839598982629304,True,1,512,False,True,False,False,False,0.1672972771469852,False
24,False,10,128,64,0.06133075,1,7,RS,0.05620623015655182,0.008268087958681862,True,1,1,True,True,True,False,False,0.06645526984344818,False
25,False,10,8,4,0.07963202,1,28,RS,0.06901998552540858,0.01712184499952035,True,32,64,True,True,True,True,True,0.09024405447459141,False
26,False,10,4,8,0.1758345,7,2,RS,0.1758153218750972,3.094268895877924e-05,True,1,128,False,False,False,True,True,0.1758536781249028,False
27,False,10,16,16,0.06183110000000001,1,13,RS,0.04926470333123692,0.020275084525989036,True,1,1024,True,False,False,False,False,0.0743974966687631,False
28,False,10,32,8,0.06667809999999999,2,1,RS,0.056576631331176505,0.016298079433233845,True,1024,256,True,True,False,False,False,0.07677956866882348,False
29,False,10,256,8,0.04935341,1,20,RS,0.04562343176608812,0.006018083462274348,True,16,2048,True,False,True,True,False,0.05308338823391188,False
30,False,10,2048,32,0.09936837999999999,1,11,RS,0.0990868881045625,0.0004541693314172589,True,256,2048,False,True,True,True,True,0.09964987189543749,False
31,False,10,16,256,0.060557790000000014,2,15,RS,0.054675987594556205,0.009489915373431945,True,256,1,True,True,True,False,False,0.06643959240544382,False
32,False,10,1,16,0.07150768000000002,3,14,RS,0.05948003207041354,0.01940584758297354,True,64,16,True,False,True,False,False,0.0835353279295865,False
33,True,10,16,256,0.06816686000000001,13,1,RS,0.0607859265926966,0.01190866822513752,True,1,16,True,False,False,False,True,0.07554779340730343,False
34,True,10,16,512,0.04800776,9,5,RS,0.04611909932720539,0.003047234286102729,True,512,1024,True,False,True,True,False,0.0498964206727946,False
35,False,10,64,4,0.18149699999999996,3,6,RS,0.18148757177868782,1.5211837495846301e-05,True,2048,512,False,True,False,False,False,0.1815064282213121,False
36,True,10,32,8,0.11542650000000002,3,6,RS,0.11540053916906577,4.188615523057756e-05,True,128,64,False,False,False,False,False,0.11545246083093426,False
37,True,10,128,64,0.15607880000000002,3,1,RS,0.15603410181920027,7.211768160444795e-05,True,128,512,False,True,True,True,True,0.15612349818079976,False
38,False,10,4,4,0.2705046,5,3,RS,0.2704883212041205,2.6264805348605083e-05,True,512,32,False,True,False,True,True,0.2705208787958795,False
39,True,10,1024,1,0.04995257,7,3,RS,0.0453859395384777,0.007367968801786556,True,2,2048,True,False,True,True,False,0.0545192004615223,False
40,False,10,64,2,0.03143675,3,13,RS,0.02776552818468002,0.005923283705049084,True,2,64,True,False,True,True,False,0.03510797181531998,False
41,False,10,512,32,0.1218194,5,6,RS,0.12181223499785905,1.156027681329509e-05,True,1024,512,False,True,True,False,True,0.12182656500214094,False
42,False,10,16,2,0.232483,12,1,RS,0.23246500458451202,2.9034462281918034e-05,True,16,1024,False,False,True,True,True,0.23250099541548797,False
43,True,10,32,1,0.06176645999999999,3,8,RS,0.05723828882382184,0.007305917182558259,True,16,128,True,True,True,False,False,0.06629463117617813,False
44,True,10,8,16,0.1539609,7,3,RS,0.1539417495370251,3.089805819141762e-05,True,32,16,False,False,True,False,True,0.15398005046297492,False
45,False,10,2,2,0.1130706,2,21,RS,0.10735667218236679,0.009219060366436481,True,256,2048,True,True,True,False,False,0.1187845278176332,False
46,False,10,2048,128,0.07562567,7,5,RS,0.06619752527929776,0.015211713920400292,True,1024,2048,True,True,False,False,False,0.08505381472070225,False
47,True,10,4,2,0.04905614,8,3,RS,0.04489099755139965,0.00672019334055204,True,256,512,True,True,True,True,True,0.053221282448600346,False
48,True,10,2,2048,0.1914166,3,11,RS,0.19139089202572454,4.1478187038492325e-05,True,2048,8,False,True,True,True,True,0.19144230797427544,False
49,True,10,4,8,0.2398822,10,5,RS,0.23986982022451292,1.9973983077992977e-05,True,32,512,False,True,True,True,True,0.23989457977548706,False
50,False,10,32,2,0.23265390000000002,26,1,RS,0.23260484256738154,7.915105811042447e-05,True,16,32,False,True,True,False,True,0.2327029574326185,False
51,True,10,16,128,0.036784460000000005,3,3,RS,0.03158233106603627,0.008393305307112329,True,256,64,True,False,True,True,True,0.04198658893396374,False
52,True,10,32,128,0.09805965,10,5,RS,0.09804647778064914,2.1252541024545672e-05,True,1,512,False,False,False,False,False,0.09807282221935086,False
53,True,10,256,1,0.07968276999999999,2,11,RS,0.07053308572710351,0.014762435637593817,True,128,2048,True,True,True,False,True,0.08883245427289646,False
54,True,10,2,2,0.06740333000000001,1,14,RS,0.060159398333861906,0.011687624599382886,True,16,8,True,True,False,True,False,0.07464726166613811,False
55,False,10,2048,16,0.10401396,5,1,RS,0.09974672803576246,0.006884908303267371,True,2048,1,True,True,True,True,True,0.10828119196423755,False
56,False,10,128,8,0.110755,4,6,RS,0.11066853470547766,0.00013950627226042678,True,1024,1024,False,False,True,False,True,0.11084146529452235,False
57,True,10,2048,32,0.10272519999999999,1,20,RS,0.10271914754997424,9.765244492586694e-06,True,256,1,False,True,False,True,True,0.10273125245002573,False
58,True,10,16,512,0.07049775,19,1,RS,0.06305599158817626,0.012006805514644598,True,2048,16,True,False,False,False,True,0.07793950841182373,False
59,True,10,256,64,0.08965177,6,5,RS,0.08964262273868463,1.4758526349196404e-05,True,2048,256,False,False,False,False,False,0.08966091726131538,False
60,True,10,1,32,0.1196993,2,21,RS,0.11967921433728232,3.240694370038648e-05,True,1,2,False,False,True,False,True,0.11971938566271767,False
61,False,10,128,1024,0.06445625,10,1,RS,0.0598344109291564,0.007457044393625401,True,1,1,True,True,True,False,False,0.06907808907084362,False
62,True,10,512,16,0.1730042,29,1,RS,0.17289920489216032,0.00016940295156814384,True,64,512,False,True,False,False,True,0.17310919510783968,False
63,False,10,2,8,0.08836694,1,29,RS,0.07696136457572567,0.018402173024629456,True,2048,512,True,True,False,True,False,0.09977251542427434,False
64,True,10,8,1,0.04076302,4,2,RS,0.03435880989882545,0.01033278707859598,True,16,64,True,True,True,True,False,0.047167230101174545,False
