id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,8,8,0.023219919999999998,1,4,RS,5.7955367632618895,64,64,True,True,True,True,True,301
