id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,False,128,256,0.013406511000000001,1,21,RS,10.003519931472104,1024,128,True,True,False,True,False,301
