id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,False,10,2,64,0.058333659999999996,1,13,RS,0.05413197775674256,0.006779147983220311,True,64,1,True,False,True,True,True,0.06253534224325744,False
2,False,10,128,8,0.029285110000000003,1,3,RS,0.026529941648367854,0.004445289503834368,True,256,128,True,False,False,True,True,0.03204027835163215,False
3,False,10,128,2048,0.037763000000000005,1,26,RS,0.030979946157625914,0.010944027442673926,True,2048,1024,True,False,False,True,True,0.044546053842374096,False
4,True,10,8,256,0.04196041,9,5,RS,0.037307357166001136,0.007507405822046655,True,256,64,True,True,True,True,True,0.04661346283399886,False
5,False,10,4,128,0.21617950000000002,6,5,RS,0.21614774102276121,5.1241096787640476e-05,True,1024,8,False,True,False,True,True,0.21621125897723883,False
6,True,10,8,16,0.08173780000000001,1,20,RS,0.07340149965198078,0.013450092229720954,True,1024,1024,True,False,True,False,True,0.09007410034801924,False
7,True,10,2,1,0.06678142000000001,6,2,RS,0.056399415873166575,0.016750705613483872,True,1,512,True,False,True,False,False,0.07716342412683344,False
8,False,10,1,2,0.1560145,1,24,RS,0.15600488518297,1.551289785952236e-05,True,512,1024,False,True,False,True,False,0.15602411481703,False
9,True,10,32,4,0.03839608,2,6,RS,0.03452172605598949,0.00625102451951678,True,512,512,True,False,False,True,False,0.042270433944010505,False
10,True,10,256,128,0.12715130000000002,8,4,RS,0.12713232769036314,3.061061907247259e-05,True,128,2048,False,True,False,False,True,0.1271702723096369,False
11,True,10,2,256,0.12178419999999998,2,8,RS,0.1217695544650247,2.3629642401018137e-05,True,1024,4,False,False,True,False,False,0.12179884553497526,False
12,True,10,64,1,0.08263803,1,20,RS,0.07366242418450064,0.01448157108024195,True,1,512,True,True,False,True,False,0.09161363581549936,False
13,True,10,8,2,0.12404579999999998,2,8,RS,0.12403544070496533,1.671406593262228e-05,True,256,512,False,False,True,False,False,0.12405615929503463,False
14,False,10,4,8,0.07567881,6,5,RS,0.0656131339915024,0.01624033024445316,True,1024,16,True,False,False,False,False,0.0857444860084976,False
15,False,10,1024,16,0.16800589999999999,1,25,RS,0.16797684298031898,4.688165952694356e-05,True,32,1024,False,True,True,False,True,0.168034957019681,False
16,True,10,512,32,0.01748399,1,28,RS,0.014418390601325172,0.004946150322109104,True,1024,512,True,False,True,True,True,0.02054958939867483,False
17,False,10,128,2048,0.040128029999999995,3,14,RS,0.035833809008277116,0.0069284533884626815,True,1,1024,True,True,False,True,False,0.044422250991722874,False
18,False,10,32,1,0.1530366,2,7,RS,0.15301548835823028,3.4062295870947405e-05,True,16,256,False,False,False,True,True,0.1530577116417697,False
19,True,10,4,1,0.05195359000000001,3,11,RS,0.049263007754392484,0.004341083915440935,True,1,4,True,True,False,False,False,0.05464417224560753,False
20,False,10,2,2048,0.12125230000000001,2,18,RS,0.1211694127314727,0.00013373335410435118,True,1,1,False,True,False,False,False,0.12133518726852731,False
21,False,10,8,1,0.14097339999999997,11,3,RS,0.14096440037124233,1.4520330574747214e-05,True,2,16,False,True,False,True,True,0.1409823996287576,False
22,False,10,64,1024,0.04865043,8,5,RS,0.04378451528389321,0.007850844976949932,True,1,1024,True,True,False,False,True,0.05351634471610679,False
23,True,10,2,4,0.0703456,1,14,RS,0.06281833002280421,0.012144773005371489,True,32,8,True,True,True,True,False,0.07787286997719578,False
24,True,10,2,16,0.08142148,2,9,RS,0.07465156615120411,0.010922826895891009,True,32,512,True,False,False,True,False,0.0881913938487959,False
25,False,10,16,1,0.06274178,1,6,RS,0.05568164179053642,0.011391085506465132,True,2,64,True,False,True,False,False,0.06980191820946358,False
26,False,10,8,32,0.23315490000000003,2,13,RS,0.23312675086378795,4.5416847094447904e-05,True,512,128,False,False,False,False,False,0.2331830491362121,False
27,False,10,4,256,0.04710008,14,3,RS,0.035452205660441875,0.018793106966747145,True,256,64,True,False,False,True,True,0.05874795433955813,False
28,True,10,8,2,0.18881119999999998,16,1,RS,0.18876066195715235,8.153992886923574e-05,True,1024,8,False,True,True,True,False,0.18886173804284762,False
29,False,10,16,64,0.23299279999999997,2,17,RS,0.23290094696171568,0.00014819905532762422,True,512,64,False,False,False,False,False,0.23308465303828427,False
30,False,10,4,1,0.06485001,26,1,RS,0.058754134190026515,0.009835309242972486,True,2048,4,True,False,False,True,False,0.07094588580997349,False
31,True,10,512,256,0.08140317,4,5,RS,0.08139075214551128,2.0035421133581052e-05,True,2048,2048,False,False,True,False,False,0.08141558785448871,False
32,False,10,1,128,0.14001159999999999,22,1,RS,0.13999034509649164,3.4293439605845505e-05,True,1024,256,False,False,True,False,True,0.14003285490350834,False
33,True,10,512,256,0.054166250000000006,11,3,RS,0.05231938571656994,0.002979798461054036,True,2048,1024,True,True,False,True,True,0.056013114283430074,False
34,False,10,16,4,0.032765390000000005,11,3,RS,0.027860987676334287,0.00791294229227662,True,1,32,True,False,False,True,True,0.03766979232366573,False
35,False,10,128,32,0.07186171,15,2,RS,0.05714800340222385,0.023739632992969797,True,1,512,True,False,True,False,False,0.08657541659777615,False
36,False,10,1024,1,0.07696138999999999,3,5,RS,0.061843782039067034,0.024391302241842272,True,128,1024,True,False,False,False,True,0.09207899796093294,False
37,False,10,32,16,0.1471174,15,3,RS,0.1470686822179937,7.86030533758077e-05,True,1,32,False,True,True,True,True,0.1471661177820063,False
38,False,10,64,64,0.10838189999999999,2,12,RS,0.10823114437856582,0.00024323463980280443,True,2048,128,False,True,False,False,True,0.10853265562143416,False
39,False,10,2,512,0.07081763999999999,2,18,RS,0.06217059251745011,0.013951463035122876,True,2048,256,True,False,True,False,False,0.07946468748254987,False
40,False,10,256,2,0.1060524,6,7,RS,0.10604056467345455,1.9095549219648536e-05,True,256,2048,False,True,False,False,False,0.10606423532654546,False
41,False,10,1,128,0.16904409999999997,6,3,RS,0.16901915919838142,4.0240402582480835e-05,True,512,4,False,True,True,True,False,0.16906904080161853,False
42,True,10,4,4,0.25551469999999993,9,3,RS,0.25549166220947817,3.717001479687495e-05,True,1024,64,False,False,False,True,True,0.2555377377905217,False
43,False,10,1024,1,0.1513406,2,19,RS,0.15133658135683567,6.483826030985415e-06,True,4,1,False,False,True,True,False,0.1513446186431643,False
44,True,10,128,128,0.09749991,7,2,RS,0.09745202698917381,7.725620298720272e-05,True,1024,512,False,False,True,False,True,0.09754779301082618,False
45,True,10,2048,8,0.07295063,4,9,RS,0.0688993879157532,0.0065364223220428464,True,512,1,True,True,False,True,True,0.0770018720842468,False
46,False,10,64,4,0.23346649999999997,6,1,RS,0.22736125702367824,0.009850422572153945,True,64,2048,True,False,False,False,True,0.2395717429763217,False
47,True,10,256,1024,0.12267609999999998,5,1,RS,0.12263775732320494,6.186347872533567e-05,True,1024,1,False,False,False,False,True,0.12271444267679503,False
48,True,10,128,32,0.08108854,3,11,RS,0.0731225705431927,0.01285258680952593,True,256,1024,True,True,False,False,True,0.0890545094568073,False
49,False,10,8,8,0.08220112,22,1,RS,0.06756747683829363,0.023610455713551994,True,32,32,True,True,False,False,True,0.09683476316170637,False
50,True,10,4,4,0.06936386,1,28,RS,0.06078935673842058,0.013834417532675529,True,512,1,True,True,True,False,False,0.07793836326157942,False
51,False,10,64,4,0.1133945,1,5,RS,0.11332924335307122,0.00010528746364121415,True,2048,1,False,False,False,False,False,0.11345975664692877,False
52,True,10,2,128,0.12545350000000002,26,1,RS,0.12543994291339278,2.187349994856681e-05,True,2048,128,False,False,False,False,False,0.12546705708660727,False
53,True,10,256,1,0.10373620000000001,1,19,RS,0.10372657899216593,1.552288632954758e-05,True,32,512,False,False,True,True,False,0.1037458210078341,False
54,True,10,256,8,0.06978073,2,11,RS,0.05793201022556302,0.019117158345687783,True,128,2048,True,True,False,False,True,0.08162944977443698,False
55,True,10,128,512,0.12450480000000001,7,5,RS,0.12448770938377676,2.757462601741048e-05,True,2048,1,False,True,True,False,False,0.12452189061622326,False
56,True,10,4,4,0.11418409999999998,5,7,RS,0.11235160225456366,0.0029566189625990025,True,16,2048,True,False,True,True,False,0.11601659774543631,False
57,True,10,4,2,0.06666532,4,2,RS,0.06006525149716636,0.01064879219553091,True,128,256,True,True,False,False,False,0.07326538850283365,False
58,False,10,16,2,0.0655077,4,8,RS,0.05825638293128711,0.011699540478326487,True,256,1,True,True,False,False,False,0.07275901706871289,False
59,True,10,64,16,0.03471969999999999,2,18,RS,0.03191783719503445,0.004520628044641586,True,32,512,True,False,True,True,False,0.03752156280496553,False
60,False,10,2,2,0.2322092,7,7,RS,0.2320332181965115,0.0002839354856300953,True,1,1024,False,False,True,True,True,0.23238518180348852,False
61,True,10,32,1024,0.15643249999999997,9,2,RS,0.15636541924835928,0.0001082305409761918,True,1024,1,False,True,True,True,False,0.15649958075164067,False
62,True,10,4,4,0.26703069999999995,6,5,RS,0.26689893325244624,0.00021259729537319823,True,1,2048,False,True,True,True,True,0.2671624667475537,False
63,True,10,256,2,0.08482608,3,6,RS,0.08481162019916454,2.3329972138858928e-05,True,2048,1,False,True,True,False,False,0.08484053980083546,False
64,False,10,256,64,0.1127937,2,14,RS,0.11277371595885567,3.224298373289697e-05,True,512,1,False,True,True,False,True,0.11281368404114432,False
65,False,10,128,8,0.2095758,8,3,RS,0.20956548529964092,1.6642115250171542e-05,True,512,128,False,False,False,False,True,0.2095861147003591,False
66,False,10,1024,1,0.02427509,1,19,RS,0.02217971700401376,0.003380751517473592,True,128,1,True,False,True,True,True,0.02637046299598624,False
67,False,10,32,8,0.07318685999999999,20,1,RS,0.06670283003107759,0.01046157137596451,True,2048,128,True,True,True,True,True,0.0796708899689224,False
68,False,10,2,512,0.15958299999999997,6,6,RS,0.15949377749659346,0.00014395485403417084,True,1,512,False,False,False,False,True,0.15967222250340649,False
69,False,10,2,4,0.4623672,14,1,RS,0.4623285377045369,6.237916318772044e-05,True,1024,2048,False,False,False,True,False,0.46240586229546304,False
70,False,10,64,64,0.056614279999999996,5,7,RS,0.049355824726313106,0.011711057519609405,True,512,256,True,True,True,False,False,0.06387273527368688,False
71,False,10,4,4,0.20403030000000003,4,2,RS,0.2040214690625912,1.4248157775654125e-05,True,16,1,False,True,False,True,True,0.20403913093740886,False
72,True,10,4,64,0.07069262,26,1,RS,0.062228463420493166,0.013656380155282732,True,256,256,True,False,True,False,True,0.07915677657950683,False
73,True,10,128,4,0.058702080000000004,2,14,RS,0.04388640167083238,0.0239041579182702,True,512,2048,True,False,True,False,True,0.07351775832916763,False
74,False,10,4,1,0.07591171,1,3,RS,0.07048281752061476,0.008759173914639441,True,1024,512,True,True,True,False,False,0.08134060247938522,False
75,False,10,16,1,0.07046304,1,2,RS,0.060360143235056694,0.016300383575805818,True,1,64,True,False,True,False,True,0.08056593676494331,False
76,True,10,4,128,0.1989679,4,8,RS,0.19893288465236011,5.6495044030431e-05,True,256,512,False,True,True,True,False,0.1990029153476399,False
77,False,10,128,256,0.013406511000000001,1,21,RS,0.009159668770248286,0.006852010759042122,True,1024,128,True,True,False,True,False,0.017653353229751714,False
78,True,10,4,4,0.18862150000000005,10,4,RS,0.18860154827901426,3.219083720563693e-05,True,1,512,False,False,True,True,False,0.18864145172098584,False
