id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,16,64,16,29,1,2,RSL,21,1.5967939567112996,128,2048,2048,170,8,0.11162134285714283,8
2,8,1,512,256,4,1,9,RSL,6,1.6012615485156374,512,512,512,170,1,0.11130991428571428,8
3,1,1,16,1,1,13,19,RSL,29,1.848522315866492,1,256,1024,170,8,0.09642095428571426,8
