id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,16,8,128,4,5.1479954253106985,16,False,1024,RS,128,True,False,False,False,1,10,True,3,4,4,10,1,32,5.149333,0.0021580919813577984,True,False,4,16,4,5.150670574689302,27
2,64,256,32,512,5.134094896095372,64,False,1024,RS,1024,True,False,False,False,23,1,True,1,7,2,10,25,8,5.134371,0.0004454761497542549,True,False,8,4,1,5.134647103904627,6
3,16,2,128,32,5.579484547936797,32,False,8,RS,1024,True,True,False,False,27,23,True,1,24,32,10,1,2,5.579562,0.0001249639948144495,True,False,8,16,2048,5.579639452063203,13
4,1,128,1,4,2.5006944560965785,1,False,512,RS,64,False,False,False,True,21,1,True,1,10,4,10,13,2,2.575439,0.12059558403606667,True,True,16,1,4,2.650183543903421,21
5,1,32,32,32,2.5406534542250565,128,False,1024,RS,1,True,False,False,True,6,22,True,1,17,1,10,1,2,2.586029,0.0732105670583147,True,True,2,16,128,2.6314045457749433,3
6,1,16,1,4,6.561748859654082,4,False,128,RS,32,True,False,True,True,1,1,True,10,22,32,10,3,1,6.561923,0.0002809644105577081,True,False,2,16,64,6.5620971403459185,12
7,512,16,1,4,5.188784190354925,1,False,32,RS,64,False,True,False,True,11,3,False,1,16,16,10,1,1,5.189304,0.0008386799151047226,True,False,4,16,4,5.189823809645075,18
8,1,8,4,4,1.9291214552021074,2048,False,2048,RS,128,False,True,False,False,2,1,True,1,22,1,10,18,4,2.148977,0.354722986372465,True,True,4,8,16,2.3688325447978924,30
9,512,16,4,8,22.597832259264955,512,False,64,RS,2048,True,True,True,True,22,1,False,1,22,8,10,28,16,22.59841,0.0009321480569093513,True,False,4,4,1024,22.598987740735048,4
10,128,2,128,128,2.21764977214038,1,False,64,RS,2048,False,False,False,True,6,13,True,1,1,32,10,1,4,2.290284,0.11719072285808292,True,True,8,4,1,2.3629182278596206,28
11,32,4,8,8,2.5415369663175933,256,False,2048,RS,1,False,False,True,False,1,1,True,28,17,32,10,3,4,2.566077,0.03959378891947573,True,True,2,4,2048,2.5906170336824066,9
12,16,1,1,32,2.4436019422608757,512,False,512,RS,128,True,False,False,False,1,10,False,2,7,4,10,1,2,2.480899,0.06017643865334669,True,True,32,4,64,2.5181960577391242,20
13,1,2048,32,1024,2.6458100471049764,2,False,2048,RS,128,False,True,True,True,25,1,True,1,8,32,10,11,2,2.6782329999999996,0.05231237942399492,True,True,2,32,1024,2.710655952895023,16
14,128,16,32,128,6.12861986817901,1,False,32,RS,128,False,True,True,False,1,11,True,4,16,4,10,1,1,6.129473,0.001376474118899393,True,False,4,1,128,6.13032613182099,15
15,1,1,512,2,5.8304270559768625,2048,False,128,RS,1024,True,False,False,False,26,1,True,1,16,16,10,26,4,5.832993,0.004139988043460954,True,False,16,1,16,5.835558944023138,30
16,16,2,1,64,2.6281629608825248,512,False,256,RS,1,False,False,True,False,15,13,True,1,9,2,10,1,32,2.6660209999999998,0.06108154655049267,True,True,1,2,512,2.7038790391174747,20
17,1024,1024,8,32,2.3213797397278055,1024,False,1,RS,128,False,False,True,True,11,1,False,1,25,2,10,6,4,2.3910530000000003,0.1124133893315205,True,True,8,16,64,2.460726260272195,8
18,1,2,8,256,27.189617524443754,1,False,256,RS,256,False,True,False,True,1,9,False,29,1,2,10,1,16,27.190710000000003,0.001762640065355967,True,False,2,1,1024,27.19180247555625,28
19,2,2,128,2,9.53952367349942,1,False,2,RS,256,True,True,False,True,22,17,False,1,19,2,10,1,1,9.539603,0.00012798828071332712,True,False,32,2,8,9.539682326500579,21
20,512,1,8,512,2.429088242788982,1,False,1024,RS,1024,True,False,True,True,30,1,True,1,17,16,10,23,4,2.4659,0.05939343701117157,True,True,1,4,2048,2.502711757211018,27
21,4,2,512,1,5.2186693145562595,16,False,8,RS,1024,True,False,True,True,1,28,True,10,9,16,10,1,4,5.219205,0.0008642945099906799,True,False,1,16,256,5.21974068544374,3
22,2048,512,4,32,21.764842098543248,1,False,512,RS,4,True,True,True,True,1,30,True,28,20,4,10,1,32,21.766479999999998,0.0026426501849463125,True,False,4,32,64,21.768117901456748,14
23,1,1,4,128,2.438583820921968,16,False,1,RS,128,False,False,False,True,28,6,False,1,5,8,10,1,4,2.465586,0.043566304456540715,True,True,4,1,1024,2.492588179078032,22
24,64,8,4,1024,26.88162141660307,2048,False,2048,RS,1024,True,True,False,False,1,21,False,19,20,1,10,1,32,26.88487,0.00524138340517078,True,False,32,1,1024,26.888118583396928,5
25,64,2,4,16,6.4439007308022465,128,False,16,RS,32,False,False,True,False,1,2,True,18,11,16,10,1,8,6.44439,0.000789404839103449,True,False,1,8,128,6.444879269197754,18
26,1,16,32,2,2.5588521560507993,512,False,2048,RS,128,False,True,True,True,15,1,True,1,12,4,10,13,8,2.6195049999999998,0.09785951933767098,True,True,2,1,2048,2.6801578439492,19
27,4,64,1,32,6.069610235821712,1024,False,64,RS,256,False,True,True,True,1,21,True,5,12,16,10,1,4,6.069876,0.00042879365666953603,True,False,8,1,32,6.070141764178287,17
28,4,256,1,32,2.3457320685108973,512,False,2048,RS,2048,False,False,False,False,12,8,True,1,20,16,10,1,8,2.399293,0.08641716809176289,True,True,1,4,2048,2.452853931489103,11
29,16,4,8,64,2.415986785653509,128,False,8,RS,512,True,True,False,False,1,1,True,14,13,1,10,15,2,2.4702220000000006,0.08750508074392027,True,True,32,1,256,2.524457214346492,7
30,2,2,128,4,12.284836604042683,8,False,512,RS,128,False,True,False,True,8,1,False,1,10,32,10,14,2,12.28738,0.0041036081684293875,True,False,2,32,512,12.289923395957318,28
31,8,32,4,4,5.56526684332089,1024,False,32,RS,128,False,False,True,False,10,28,False,1,13,32,10,1,4,5.566305,0.0016749999999999873,True,False,2,4,32,5.56734315667911,17
32,2,2048,256,2048,5.5636373963206935,16,False,2048,RS,512,True,False,True,False,19,27,False,1,2,32,10,1,4,5.566592,0.004767065764178192,True,False,8,1,1,5.569546603679306,28
33,1,32,1,8,22.29796832975062,64,False,64,RS,64,True,False,False,True,1,1,False,21,22,4,10,22,16,22.29864,0.001083697374731098,True,False,1,2,128,22.299311670249377,14
34,256,256,2,128,5.676725095025785,1024,False,1,RS,8,True,False,True,True,25,1,False,1,5,4,10,14,8,5.677658,0.001505183045346993,True,False,8,2,128,5.678590904974215,15
35,2,32,2,2,6.769044383681446,1,False,1,RS,2048,True,True,False,False,21,1,False,1,2,16,10,16,4,6.769284000000001,0.0003866057423268048,True,False,4,16,1024,6.769523616318556,4
36,1,1,16,256,2.6724452578452516,4,False,256,RS,1024,True,False,False,True,1,14,True,4,29,4,10,1,32,2.703009,0.04931266073738063,True,True,2,16,2048,2.733572742154749,22
37,4,1,4,2,2.5137284354243414,16,False,2,RS,512,True,True,False,True,1,1,False,5,21,1,10,21,4,2.558155,0.07167944604278137,True,True,32,1,128,2.602581564575659,10
38,16,32,2,16,2.456927026523345,128,False,64,RS,1,True,True,False,True,18,4,False,1,9,8,10,1,4,2.4821940000000002,0.040766660201689287,True,True,1,4,512,2.5074609734766553,19
39,1,1024,1,1,24.5367865316588,2048,False,1,RS,256,False,False,False,False,1,1,False,28,17,8,10,26,16,24.537349999999996,0.0009091204540652698,True,False,32,2,16,24.53791346834119,16
