id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,T1_K,technique,speedup,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,points
1,8,1,2048,1,64,32,1,64,11,16,32,512,DLMT,0.7573682567286001,8,False,True,True,1,1,False,1,1,28,2048,1,2048,1,2,0.06962220571428573,8,False,383
