id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
52,256,128,16,512,4,1024,3.1372066167992982,1,False,2048,DLMT,2048,True,False,False,True,16,1,1,False,2,1,256,1,10,21,32,3.137353,1,0.0002361800160894224,8,True,1,26,128,3.137499383200702,27,1
53,256,2,16,1,2,512,2.1090540611834476,1,False,16,DLMT,1,True,True,False,True,4,32,15,True,4,26,8,1,10,1,1,2.109146,4,0.00014833745312631768,32,True,1,12,64,2.1092379388165523,15,1
54,64,1,2,1,8,1,1.9815906162856614,256,False,2048,DLMT,4,False,False,True,False,8,128,1,False,8,9,8,2,10,14,32,1.981745,16,0.0002490883377438624,1,True,1,13,1,1.9818993837143388,1,21
55,8,4,8,1024,512,16,inf,128,False,16,DLMT,1024,True,False,False,False,1,8,1,True,1,1,1,1,1,30,8,inf,32,inf,4,False,1,3,2048,inf,17,1
56,256,2,128,2048,128,256,4.2482605026551985,1,False,2,DLMT,2048,True,True,False,False,2,2,17,False,32,7,128,16,10,1,2,4.248434999999999,8,0.0002815404056258526,1,True,11,1,256,4.248609497344799,6,1
57,64,1,2,64,128,2048,2.9410809879063775,8,False,8,DLMT,32,True,True,False,False,32,64,1,False,2,9,128,4,10,6,8,2.94125,16,0.0002726903005242279,4,True,1,22,16,2.9414190120936228,15,1
58,64,256,16,128,128,512,4.5172495852405365,2048,False,1024,DLMT,16,True,True,False,False,1,2,1,True,32,30,128,4,10,23,2,4.519182,16,0.0031178287316657224,4,True,1,18,2048,4.521114414759463,1,11
59,1,2048,1,1024,2,64,2.011566514307765,128,False,1,DLMT,128,False,True,True,False,4,32,10,True,2,12,2,1,10,1,32,2.0117540000000003,8,0.0003024962809689423,2,True,11,1,2048,2.0119414856922355,6,1
60,512,16,4,512,256,64,3.6231924889706284,16,False,1,DLMT,16,False,False,True,False,16,8,1,False,2,24,256,2,10,4,16,3.6267990000000006,16,0.0058188769535023185,4,True,1,15,512,3.6304055110293727,16,1
61,4,64,1,4,1024,2048,inf,128,False,64,DLMT,16,False,False,True,False,1,2048,1,False,32,1,2048,16,1,21,8,inf,4,inf,8,False,1,10,1024,inf,3,1
62,8,2,1024,256,1,4,2.4303948238106665,128,False,64,DLMT,2048,True,False,True,True,2,2,1,True,2,13,16,2,10,16,2,2.430467,2,0.00011645170672859278,32,True,1,24,512,2.430539176189334,30,1
63,32,2,4,2048,8,256,2.7857567421294473,2,False,256,DLMT,2048,False,True,False,False,4,1,8,False,16,29,1024,1,10,1,16,2.7862470000000004,1,0.0007910000000000689,32,True,12,1,512,2.7867372578705534,23,1
64,16,8,4,64,2048,1024,inf,512,False,1024,DLMT,32,False,True,True,False,1,1,19,False,2,12,1,2,1,1,16,inf,1,inf,16,False,21,1,1,inf,14,1
65,2,1,1024,8,8,1,2.58289325144185,64,False,64,DLMT,1,False,False,False,False,8,128,1,False,8,23,512,4,10,1,2,2.5830450000000003,8,0.0002448366802585317,4,True,1,24,2048,2.5831967485581506,18,1
66,32,16,1,1024,2048,256,inf,4,False,1024,DLMT,1024,True,False,True,True,2,1,1,True,1,7,1,1,1,4,4,inf,32,inf,4,False,1,14,64,inf,9,1
67,8,256,1,64,2,512,2.3440605629896103,1,False,512,DLMT,2048,True,True,True,True,8,8,10,False,4,21,16,8,10,1,2,2.344383,16,0.0005202316791584446,1,True,1,11,32,2.34470543701039,1,28
68,512,4,8,2048,1,1,inf,16,False,1024,DLMT,16,False,True,True,False,1,4,1,True,8,13,1,8,1,30,4,inf,1,inf,32,False,14,1,512,inf,18,1
69,1,4,16,256,128,2048,2.825483083937766,8,False,512,DLMT,32,False,False,False,False,1,256,1,False,2,28,1,4,10,1,2,2.826375,32,0.0014390500338765063,4,True,1,19,1024,2.8272669160622343,26,1
70,2,32,32,1,128,256,2.9476614383833226,512,False,1,DLMT,32,False,False,False,True,4,8,17,True,8,21,256,16,10,1,4,2.948005,4,0.0005543148924573731,16,True,1,21,1024,2.948348561616678,23,1
71,4,1,4,128,32,2048,1.8861213751212538,128,False,2048,DLMT,1,True,False,True,True,1,128,1,False,4,5,32,2,10,10,1,1.886397,2,0.0004447032718566122,2,True,1,1,2048,1.8866726248787464,30,1
72,2,16,32,1,512,1024,3.982467263558225,2,False,256,DLMT,128,True,True,True,False,4,1024,21,False,16,24,2048,4,10,1,16,3.9827310000000002,8,0.0004255220323320639,8,True,28,1,512,3.9829947364417757,4,1
73,4,1,16,512,2,16,3.050644390515938,8,False,1,DLMT,1024,True,False,False,False,2,4,1,True,4,8,8,2,10,26,1,3.051121,4,0.0007689791934767224,1,True,8,1,32,3.0515976094840624,1,10
74,2,512,4,1024,4,2048,1.9990472546698306,16,False,1024,DLMT,64,True,False,True,False,1,256,14,False,32,20,64,8,10,1,16,1.999156,1,0.0001754536975956941,2,True,1,6,1,1.9992647453301693,7,1
75,16,1,64,32,1,8,inf,8,False,16,DLMT,2048,False,True,False,False,32,4,29,False,1,11,4,4,1,1,8,inf,8,inf,8,False,1,4,8,inf,1,2
76,128,32,16,2048,4,64,3.3589012301140397,2,False,512,DLMT,32,False,True,True,True,16,16,1,False,1,29,2048,16,10,13,1,3.359373,1,0.0007611708086887874,32,True,26,1,128,3.3598447698859606,1,21
77,16,8,64,16,2,2048,1.930094120299052,512,False,1,DLMT,2048,False,False,True,True,8,512,1,False,4,29,128,1,10,7,2,1.930181,1,0.00014017489076151646,1,True,9,1,2048,1.9302678797009478,18,1
78,4,1024,1,32,1,1,inf,128,False,2048,DLMT,32,True,False,False,True,1,8,1,False,4,14,1024,4,1,18,2,inf,16,inf,2,False,19,1,1024,inf,1,25
79,16,2,4,2048,128,4,2.407391965092275,512,False,64,DLMT,128,True,False,True,False,4,2,1,True,8,14,1,8,10,21,2,2.40753,4,0.00022271057451320027,4,True,1,5,512,2.407668034907725,1,27
80,512,2,16,1,4,8,2.5969994960938165,1,False,128,DLMT,256,True,True,False,True,2,8,22,True,2,25,256,16,10,1,8,2.59734,4,0.0005493814703828859,32,True,29,1,1,2.5976805039061834,1,11
81,256,1,32,2048,8,1024,3.4767872960840864,32,False,256,DLMT,1024,False,False,True,True,2,1,1,False,16,10,128,8,10,17,8,3.4768840000000005,16,0.00015602563891868693,1,True,23,1,128,3.4769807039159146,27,1
82,32,2,16,128,32,16,4.788069355733285,128,False,1,DLMT,1024,True,True,False,True,1,16,25,False,16,3,64,32,10,1,4,4.7881920000000004,1,0.00019787875075415474,32,True,1,12,2048,4.788314644266716,3,1
83,1,1,1,1,1,1,1.9082858948583268,1,True,1,DLMT,1,False,False,False,False,1,1,1,False,1,1,1,1,10,1,1,1.9088800000000004,1,0.000958550989775738,1,True,1,1,1,1.909474105141674,1,1
84,1,32,4,256,16,256,2.6121976149458375,16,False,256,DLMT,2048,True,True,False,True,2,1,26,True,4,20,256,4,10,1,2,2.612388,4,0.0003071742176679879,32,True,1,18,128,2.612578385054163,3,1
85,64,256,128,256,32,1024,inf,8,False,1,DLMT,1024,False,False,False,False,16,32,1,True,1,20,1,2,1,2,4,inf,16,inf,2,False,1,13,1,inf,1,22
86,256,16,16,256,2,2048,2.741806303551842,16,False,32,DLMT,2048,True,False,True,False,4,2,1,False,4,3,128,32,10,6,4,2.742212,1,0.0006545655047434794,4,True,1,25,1024,2.742617696448158,25,1
87,2,16,256,1,4,256,2.621421928678367,4,False,1,DLMT,1,True,True,False,True,16,128,1,True,8,3,8,8,10,29,16,2.6216690000000002,2,0.0003986339172724486,32,True,1,16,256,2.6219160713216336,10,1
88,1,16,256,4,32,128,10.595582029841896,4,False,16,DLMT,256,False,True,True,True,32,64,1,True,2,5,256,2,10,30,2,10.59589,8,0.0004968903299520368,16,True,1,13,256,10.596197970158105,16,1
89,1,2,2048,256,4,1,4.886828044491388,2,False,1,DLMT,2048,False,True,True,True,2,1024,1,True,16,30,4,4,10,22,1,4.8871009999999995,4,0.00044039641233778004,8,True,1,26,64,4.887373955508611,1,24
90,4,64,32,1024,16,256,inf,1,False,256,DLMT,1,True,True,True,True,1,256,1,False,1,29,16,4,1,9,4,inf,4,inf,4,False,12,1,64,inf,1,1
91,16,32,2048,16,2,8,2.343823340460746,1,False,128,DLMT,1,True,True,False,False,2,1,18,False,1,27,1,2,10,1,1,2.3444600000000007,1,0.001027209813037263,32,True,16,1,4,2.3450966595392555,16,1
92,1,16,2,2048,2,2048,2.3877912191514814,1024,False,128,DLMT,256,True,False,False,False,4,8,1,False,4,20,1,16,10,27,1,2.388207,2,0.0006708360455430939,32,True,1,29,1024,2.3886227808485185,30,1
93,512,2,1,1,2,1,4.231040290682894,8,False,256,DLMT,512,False,False,False,False,8,64,12,False,2,15,512,1,10,1,32,4.231221,2,0.0002915630292062912,2,True,16,1,512,4.2314017093171055,1,21
94,32,16,4,2048,32,512,1.9535303997084836,8,False,1,DLMT,8,False,False,False,False,4,256,1,True,8,22,256,2,10,6,8,1.953598,2,0.00010906878563551264,8,True,1,13,32,1.9536656002915163,26,1
95,128,8,8,2048,1,16,3.3308588924820834,8,False,1,DLMT,256,False,True,False,False,1,16,18,False,32,15,16,2,10,1,32,3.331344,1,0.0007826902324674756,16,True,30,1,8,3.3318291075179167,1,29
96,4,2,16,128,16,256,3.994123359015199,1024,False,16,DLMT,1024,False,True,False,False,4,4,1,False,16,15,256,4,10,12,16,3.9943149999999994,8,0.0003092005821469342,16,True,12,1,1024,3.9945066409848,1,28
97,1,2,64,64,1,256,3.622994212796734,16,False,8,DLMT,1,False,True,False,False,1,2,1,False,8,30,512,2,10,17,1,3.6236219999999997,16,0.0010128948612763606,8,True,1,28,256,3.6242497872032655,1,30
98,128,1,512,128,512,256,inf,16,False,4,DLMT,2048,True,True,False,False,1,1,1,False,16,23,2048,32,1,5,4,inf,1,inf,8,False,8,1,32,inf,1,12
99,1,4,2048,128,1,512,5.7292563155750384,8,False,8,DLMT,2048,True,True,False,True,8,4,1,False,16,10,1024,1,10,10,32,5.729457,32,0.0003237915996439396,1,True,14,1,512,5.729657684424962,1,16
100,32,4,256,1024,1,2,inf,2,False,1024,DLMT,2048,False,False,False,False,2,2,16,True,1,4,2048,2,1,1,16,inf,2,inf,8,False,1,5,2048,inf,30,1
101,128,64,128,1024,64,64,4.66880110122182,1024,False,512,DLMT,1024,False,False,True,True,1,64,5,True,16,2,64,16,10,1,2,4.669039,4,0.00038383459979539526,4,True,1,14,1024,4.66927689877818,1,10
102,8,32,128,512,128,2048,2.5056455230034853,128,False,2048,DLMT,256,True,True,True,True,8,8,1,True,1,14,256,1,10,4,2,2.506074,4,0.0006913204756117104,8,True,25,1,512,2.5065024769965145,1,21
103,1,4,64,64,2,1,4.214747271787778,16,False,32,DLMT,1,False,True,False,False,2,2048,1,False,32,1,512,2,10,19,4,4.214851,2,0.00016735889578975736,32,True,12,1,32,4.214954728212223,1,17
104,16,16,2,32,16,512,2.6871599699750224,512,False,512,DLMT,1024,True,False,True,True,32,512,1,False,1,28,16,16,10,26,2,2.687468,2,0.0004969869213570653,16,True,7,1,1024,2.6877760300249776,1,6
105,8,16,2,1,1024,256,inf,2048,False,2048,DLMT,2048,False,True,False,True,1,4,1,False,1,3,1024,1,1,21,4,inf,4,inf,4,False,17,1,2048,inf,29,1
106,2,8,2048,16,32,16,2.084824627760425,16,False,8,DLMT,2048,False,True,False,False,8,4,7,False,1,29,512,1,10,1,8,2.085097,1,0.000439455344716618,1,True,8,1,1024,2.085369372239575,2,1
107,8,64,2,1024,16,1,2.5754163423331162,4,False,2048,DLMT,512,True,True,True,False,4,128,1,False,1,25,16,2,10,25,2,2.576088,4,0.0010836770736709818,2,True,24,1,32,2.5767596576668836,8,1
108,32,4,8,64,4,2048,2.5652713033238834,2,False,8,DLMT,512,False,True,False,True,1,2048,27,True,2,25,4,4,10,1,32,2.568435,4,0.005104424061537161,1,True,1,15,1,2.5715986966761166,20,1
109,256,2,16,512,4,32,4.145905868800473,1,False,128,DLMT,32,True,False,False,True,8,2,26,False,16,29,16,32,10,1,4,4.1469510000000005,1,0.0016862529466246158,1,True,1,26,1,4.147996131199528,1,25
110,1,8,2,4,32,64,3.8690878243558227,8,False,512,DLMT,1,False,True,False,False,2,32,25,True,2,12,1,32,10,1,4,3.8702739999999998,1,0.0019138192182125925,32,True,1,22,128,3.871460175644177,15,1
111,8,16,4,1,256,128,4.227651508628674,1,False,2048,DLMT,2048,False,False,True,False,4,128,1,False,8,22,512,8,10,15,8,4.227838,1,0.00030089200720512195,2,True,8,1,4,4.228024491371326,1,12
112,16,8,16,1,256,64,1.9880270888234555,128,False,1,DLMT,512,True,False,True,False,4,1,1,False,2,22,256,8,10,15,16,1.9884259999999998,8,0.0006436178990674434,1,True,18,1,512,1.9888249111765441,1,6
113,16,128,64,32,16,1,inf,4,False,256,DLMT,128,True,False,True,True,1,4,1,False,32,15,128,16,1,7,4,inf,1,inf,8,False,2,1,64,inf,9,1
114,2,128,32,32,32,512,2.5750300175487766,4,False,1024,DLMT,32,True,True,True,False,4,4,1,False,2,9,128,4,10,2,8,2.575125,8,0.00015324816475244463,8,True,1,20,2048,2.575219982451223,13,1
115,1024,1,64,1,4,2048,1.8181810428443366,1024,False,64,DLMT,512,True,False,True,False,1,2048,26,False,2,24,8,8,10,1,8,1.8184799999999999,32,0.00048234842178659676,4,True,1,12,1024,1.8187789571556632,1,14
116,2048,64,4,2048,32,2048,3.052404963496977,2,False,256,DLMT,128,False,False,True,True,32,4,12,True,1,15,512,8,10,1,4,3.052534,8,0.00020819221887479402,1,True,8,1,8,3.052663036503023,4,1
117,4,2,8,32,1024,32,inf,4,False,2,DLMT,128,False,True,True,True,16,8,27,True,8,29,1024,1,1,1,4,inf,32,inf,4,False,4,1,128,inf,21,1
118,64,512,32,64,256,32,3.3373780997900386,16,False,2048,DLMT,1,False,False,False,False,2,1,1,False,8,23,1024,8,10,16,1,3.3376140000000007,1,0.00038061003665169435,4,True,1,19,128,3.337849900209963,17,1
119,256,64,64,256,32,256,2.9923755729644586,4,False,512,DLMT,1,False,True,True,True,1,256,1,True,4,28,256,2,10,26,32,2.99245,1,0.00012008330441827536,1,True,13,1,16,2.992524427035541,1,3
120,1,64,1,2,8,512,1.8488717626297404,256,False,1024,DLMT,32,False,True,False,False,2,512,1,True,2,16,1,2,10,15,1,1.8489440000000001,2,0.00011655041827466274,1,True,6,1,512,1.8490162373702599,23,1
121,8,64,128,32,64,128,4.199670085979536,1,False,1,DLMT,1024,False,True,False,True,4,32,17,True,32,26,128,4,10,1,1,4.199815999999999,1,0.00023542302351307607,16,True,1,14,2048,4.199961914020463,1,22
122,2,4,1,512,1,1024,2.6704325793941233,1,False,256,DLMT,4,True,True,True,False,8,1,7,False,8,22,1024,16,10,1,2,2.670511,4,0.0001265266770290617,8,True,11,1,8,2.6705894206058765,28,1
123,512,4,32,1,64,2048,3.9024553486625493,2,False,8,DLMT,1,False,False,False,True,8,2,1,True,1,23,2048,32,10,22,2,3.9044490000000005,1,0.003216630068876451,32,True,22,1,1024,3.9064426513374517,27,1
124,4,2048,64,64,32,1024,2.6284074560795316,512,False,1,DLMT,1,True,True,True,False,16,512,1,False,4,13,64,16,10,20,1,2.628818,2,0.0006623865940672939,2,True,13,1,2048,2.629228543920468,1,12
125,4,128,32,4,2048,1,3.570836107695821,1024,False,1,DLMT,64,True,True,True,False,16,1,1,True,4,19,2048,2,10,5,1,3.5710819999999996,16,0.0003967316473386216,4,True,11,1,1024,3.5713278923041782,1,23
126,1,64,2048,2048,4,16,2.522199082641886,1,False,2048,DLMT,2048,False,False,True,True,16,8,1,True,1,14,32,2,10,11,8,2.5235960000000004,4,0.0022538376161560293,8,True,16,1,1,2.524992917358115,1,8
127,2,16,512,2,16,1024,1.9538290690547429,1,False,32,DLMT,512,False,True,True,True,4,1,1,True,4,24,64,2,10,28,16,1.953901,4,0.00011605602095540697,4,True,1,2,64,1.9539729309452574,1,8
128,1,1,16,2,32,1024,3.684774724197733,1,False,1024,DLMT,512,False,True,True,False,1,2,1,True,8,18,2048,16,10,2,2,3.685349,8,0.0009265576074913644,4,True,29,1,16,3.685923275802267,14,1
129,2,1,512,16,128,32,3.8954302391570206,2,False,1,DLMT,2048,False,False,False,False,16,4,2,False,2,14,1,1,10,1,32,3.8958559999999998,1,0.0006869381340412834,4,True,27,1,16,3.896281760842979,23,1
130,2,2,64,64,64,32,4.136666349003127,16,False,512,DLMT,128,True,False,True,True,4,4,14,True,2,6,128,2,10,1,8,4.136816999999999,32,0.00024306583470327004,2,True,1,20,128,4.136967650996871,29,1
