id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,4,2048,256,1024,2048,0.9188218999999999,DLMT,133,1,2.7400663828321905,13,1,True,False,True
