id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
17,64,32,256,2048,2,1024,2.3947096345684935,32,False,1,DLMT,256,True,True,False,False,16,1024,14,False,4,3,1,2,10,1,1,2.3949499999999997,4,0.00038781438859334495,1,True,25,1,32,2.395190365431506,13,1
18,64,2,256,128,64,1,3.528391787390096,4,False,128,DLMT,256,False,True,False,True,2,128,1,False,16,29,128,8,10,20,1,3.528524,2,0.00021331666601564592,2,True,1,20,64,3.528656212609904,14,1
19,16,4,32,2048,128,1,5.252920335317254,16,False,256,DLMT,1024,False,True,False,False,8,128,1,True,16,9,2048,4,10,1,4,5.253384,1,0.0007480935770342994,1,True,21,1,32,5.253847664682745,2,1
20,1024,8,8,2048,64,512,inf,1024,False,256,DLMT,64,True,True,False,False,1,1,1,True,4,1,128,2,1,18,16,inf,16,inf,1,False,5,1,2048,inf,1,13
21,2,512,8,2,8,512,1.9340679482786591,16,False,2048,DLMT,128,False,False,True,False,1,4,1,True,4,29,32,4,10,19,4,1.934235,4,0.0002695273641024185,2,True,1,15,512,1.9344020517213407,25,1
22,32,2,16,1024,256,1024,6.461175153614902,4,False,8,DLMT,64,False,True,False,True,8,4,23,False,16,15,1,4,10,1,8,6.46139,2,0.00034664102469274727,4,True,29,1,256,6.4616048463850975,1,27
23,1,128,128,64,16,32,4.170921585963702,1,False,256,DLMT,1024,True,True,True,False,4,4,26,True,16,14,128,2,10,1,1,4.171073,2,0.00024429695045167767,2,True,24,1,1,4.171224414036297,1,11
24,4,64,8,32,64,128,2.988488935400859,2048,False,2048,DLMT,64,False,False,False,True,4,1,1,False,32,13,1,2,10,8,32,2.989052,16,0.000908469041850072,8,True,1,16,1,2.9896150645991413,1,12
25,16,1,128,1,2,1,2.439314545681041,1,False,32,DLMT,1024,False,False,True,False,4,32,1,True,2,6,8,16,10,22,1,2.439673,32,0.0005783433236409408,2,True,1,1,128,2.440031454318959,1,4
26,1,16,512,16,128,1024,5.009938694863201,512,False,2048,DLMT,2048,True,False,True,False,4,32,27,True,16,10,128,4,10,1,2,5.010201,1,0.0004232127124745576,8,True,7,1,1,5.0104633051368,1,27
27,1024,4,32,2048,256,1024,1.8085720108192833,1,False,512,DLMT,32,True,True,False,True,1,512,11,True,2,15,1,4,10,1,2,1.80869,8,0.0001903680645486483,2,True,1,6,2048,1.8088079891807165,26,1
28,4,2,16,16,32,2048,2.453545725616878,32,False,1,DLMT,256,True,True,False,True,16,256,1,False,4,17,32,32,10,15,1,2.454885,1,0.0021608343296051387,16,True,17,1,512,2.456224274383122,4,1
29,2,1024,64,64,1,1,4.852738237458242,8,False,2048,DLMT,64,False,False,True,True,2,2048,29,False,32,10,16,4,10,1,2,4.8531189999999995,2,0.0006143362271592014,4,True,3,1,16,4.853499762541757,1,8
30,512,1,2,2048,64,2048,1.8310113779812311,1,False,32,DLMT,1,True,True,True,True,2,1,1,False,4,22,512,4,10,9,2,1.8311009999999999,8,0.00014459944674857233,8,True,1,21,512,1.8311906220187686,30,1
31,8,8,512,8,1,1024,5.160265434601702,128,False,1,DLMT,512,True,False,False,False,1,128,1,True,32,6,128,32,10,22,1,5.160419,4,0.0002477680366794539,2,True,1,17,2048,5.160572565398298,1,21
32,1,4,128,32,8,1,inf,1024,False,1024,DLMT,2048,True,True,True,True,1,16,1,False,16,20,16,8,1,22,2,inf,32,inf,4,False,17,1,1,inf,1,12
33,32,1,128,64,64,128,2.1561499410011717,64,False,16,DLMT,1,False,True,True,True,32,32,1,False,4,4,64,1,10,2,4,2.1562659999999996,8,0.00018725383841197298,4,True,1,26,64,2.1563820589988274,23,1
34,32,8,4,512,8,16,1.9165935912577043,1,False,16,DLMT,16,True,False,False,True,4,8,1,False,1,30,2048,8,10,20,1,1.9166629999999998,1,0.00011198660634197473,32,True,13,1,1024,1.9167324087422952,20,1
35,32,4,8,32,8,1024,1.8958615575401099,2,False,32,DLMT,1024,False,False,False,False,1,512,1,True,32,15,512,8,10,22,2,1.895945,32,0.0001346291201783383,1,True,1,28,512,1.89602844245989,11,1
36,64,1,2,64,16,1024,4.313790455022344,1,False,64,DLMT,1024,False,False,False,False,16,2,25,False,2,17,256,8,10,1,8,4.313936,4,0.00023482759633393748,32,True,23,1,2048,4.314081544977656,1,7
37,2048,4,32,1,32,1024,5.425013227750028,1,False,128,DLMT,256,True,True,False,True,4,64,1,True,16,13,1,1,10,23,32,5.425178000000001,1,0.00026584958153063357,16,True,29,1,1,5.425342772249974,25,1
38,2048,16,8,2048,1,1,1.978148362647111,2,False,32,DLMT,128,False,False,True,False,32,8,1,True,4,30,256,1,10,1,1,1.9782620000000002,2,0.00018334666618183867,1,True,1,10,64,1.9783756373528893,1,9
39,2048,64,64,1,8,64,2.0254379718499167,2,False,512,DLMT,64,False,True,False,True,4,16,6,True,8,15,32,2,10,1,2,2.0256359999999995,4,0.00031950586849068343,1,True,1,15,64,2.0258340281500824,1,4
40,2,1,2,4,4,2048,3.7166162473653754,1024,False,1024,DLMT,16,True,True,True,False,16,1,18,True,2,5,128,32,10,1,2,3.7167000000000003,4,0.00013512956745285575,1,True,25,1,1024,3.7167837526346252,1,16
41,4,256,1,512,4,1,inf,256,False,2048,DLMT,1024,True,False,False,True,2,1,11,False,1,19,2048,4,1,1,16,inf,2,inf,2,False,1,16,512,inf,19,1
42,1,1,128,2,32,1024,8.214919524936988,16,False,2,DLMT,1024,False,False,False,False,2,512,18,False,16,13,128,2,10,1,2,8.215141,32,0.0003573359763584571,4,True,25,1,2048,8.21536247506301,10,1
43,128,1,2,1024,32,8,4.635906428374513,8,False,1024,DLMT,128,False,False,False,False,4,1,15,False,1,18,512,4,10,1,1,4.636119,8,0.00034297084424197007,1,True,26,1,32,4.636331571625487,6,1
44,2,1024,16,2,1,8,3.3170036692841762,2,False,2048,DLMT,64,True,True,False,False,2,2,27,False,2,30,1024,1,10,1,8,3.317424,8,0.00067817696805474,2,True,1,5,4,3.3178443307158236,1,29
45,16,32,8,16,16,4,inf,1,False,1024,DLMT,256,True,True,False,False,1,2,1,False,16,21,64,16,1,26,8,inf,4,inf,8,False,26,1,1024,inf,10,1
46,2,2048,512,64,2,128,2.723278981354403,1,False,1,DLMT,1024,True,False,False,True,16,1,4,False,4,3,32,16,10,1,4,2.72365,4,0.000598615068303462,16,True,20,1,64,2.724021018645597,30,1
47,1,8,32,32,32,64,3.7333610380972932,1024,False,128,DLMT,64,False,True,False,False,8,16,1,False,1,29,256,8,10,27,8,3.7334799999999992,2,0.00019193748982407671,32,True,17,1,1,3.7335989619027052,1,23
48,4,2,16,64,1,2048,3.640949336506693,128,False,2048,DLMT,64,False,True,True,False,2,32,7,False,16,22,1,2,10,1,1,3.6411819999999997,8,0.00037538779948200797,4,True,9,1,512,3.6414146634933062,18,1
49,2048,1,16,1,2,1024,inf,1,False,1,DLMT,256,True,False,True,False,1,4,7,False,32,3,1024,2,1,1,2,inf,8,inf,2,False,1,7,512,inf,21,1
50,2048,1,2,2048,128,1,2.106979528595032,16,False,8,DLMT,8,True,False,False,False,8,512,29,False,1,18,1024,1,10,1,4,2.107175,1,0.0003153807223024554,1,True,1,11,128,2.1073704714049675,10,1
51,2,256,2,1,128,1,3.8327970852712343,16,False,1,DLMT,256,False,True,False,False,2,128,23,False,4,18,256,32,10,1,2,3.833324,8,0.0008501435172957243,8,True,19,1,128,3.833850914728766,1,2
52,1,8,16,512,128,1024,5.035634373860874,16,False,1,DLMT,128,False,True,False,True,16,512,1,True,2,21,256,4,10,26,8,5.0360570000000004,4,0.0006818804880623008,2,True,28,1,1,5.036479626139127,1,3
53,64,4,64,2048,64,2048,inf,32,False,64,DLMT,1,False,True,False,False,4,2048,12,False,1,12,1024,1,1,1,2,inf,4,inf,32,False,1,3,1,inf,13,1
54,1,1,4,1,64,1024,2.0376809491490415,1,False,16,DLMT,256,True,True,True,True,8,512,1,False,16,6,2048,32,10,22,1,2.0379110000000003,8,0.00037117246665127124,1,True,14,1,128,2.038141050850959,1,7
55,2,1,2,256,2048,128,3.536318497281336,8,False,16,DLMT,2,True,False,True,True,32,8,1,True,2,10,2048,2,10,22,2,3.536547,16,0.00036867465331917723,2,True,1,17,16,3.536775502718664,18,1
56,8,512,1,16,2,1,2.0888947201936343,16,False,1024,DLMT,128,False,True,True,True,2,256,30,False,8,9,8,4,10,1,1,2.0890030000000004,1,0.00017470260444534563,16,True,21,1,256,2.0891112798063665,1,19
57,2,2,1,32,8,32,2.482308916667294,4,False,256,DLMT,8,True,True,False,True,16,2,7,True,1,6,2048,4,10,1,16,2.482522,32,0.00034379645140691494,1,True,1,11,1024,2.482735083332706,27,1
58,4,4,4,64,64,128,6.405709823897869,64,False,1024,DLMT,1024,False,False,True,False,8,1,16,True,16,26,512,2,10,1,4,6.405763,32,8.579627031521431e-05,4,True,28,1,1,6.405816176102132,1,13
59,256,4,1,256,1024,256,2.2841213278195793,2,False,512,DLMT,2,True,True,False,True,4,4,1,False,4,10,1,8,10,28,1,2.285064,8,0.0015209418134826348,16,True,19,1,2048,2.286006672180421,1,4
60,1,16,16,128,16,1024,2.251822674308472,64,False,256,DLMT,2048,False,False,False,True,16,16,4,False,2,21,1,1,10,1,4,2.2521690000000003,32,0.0005587745520332683,1,True,10,1,512,2.2525153256915287,2,1
61,1,1024,1,256,1,32,2.2358289983988056,64,False,2048,DLMT,128,False,True,False,False,16,32,26,False,8,15,2,1,10,1,4,2.2361240000000002,2,0.00047596638536769406,1,True,1,24,1,2.236419001601195,1,29
62,2,2,1,4,512,8,2.219408490276841,512,False,128,DLMT,64,False,True,False,False,8,8,1,False,2,8,1,4,10,1,1,2.2196039999999995,2,0.0003154425462743113,8,True,8,1,512,2.219799509723158,8,1
63,256,1,128,512,128,2048,2.7700667276355606,512,False,4,DLMT,512,True,True,False,True,2,4,1,False,1,12,256,1,10,30,2,2.770207,2,0.00022632056910493553,1,True,5,1,1024,2.7703472723644396,1,7
64,16,32,64,32,1,1024,1.854089769234651,2,False,1,DLMT,1,True,True,True,False,1,256,1,False,2,3,512,4,10,14,16,1.8541929999999998,2,0.00016655629678878774,16,True,1,22,128,1.8542962307653486,10,1
65,8,32,8,16,32,2048,2.4629236473780045,128,False,128,DLMT,1,False,True,False,True,4,512,1,True,1,8,2048,4,10,27,32,2.4633069999999995,8,0.000618515157453738,16,True,1,21,2048,2.4636903526219944,14,1
66,1,4,512,1,32,16,4.713448197256953,4,False,128,DLMT,1,False,True,False,True,8,8,1,False,1,13,1,2,10,27,4,4.714568000000001,1,0.001806730749170906,16,True,6,1,1024,4.715687802743049,5,1
67,2,2,4,2,2,1024,1.8546759413928906,4,False,128,DLMT,16,False,True,False,False,1,512,1,False,4,13,64,1,10,12,8,1.8552199999999999,2,0.0008778040783682858,8,True,1,24,1,1.8557640586071091,3,1
68,128,128,4,1,4,512,4.776850152670747,128,False,256,DLMT,4,True,True,True,False,32,256,1,True,2,1,1024,1,10,26,32,4.777097,2,0.00039827251976508354,32,True,1,7,2048,4.777343847329254,1,26
69,2,512,1,2,1,1024,inf,8,False,1024,DLMT,1024,False,False,True,False,32,512,1,False,1,23,64,16,1,7,4,inf,1,inf,8,False,1,10,8,inf,1,19
70,16,2,32,512,4,1,inf,1,False,256,DLMT,1,True,False,False,False,4,32,27,True,1,17,1024,2,1,1,2,inf,8,inf,16,False,1,17,2,inf,4,1
71,256,2,8,512,2048,1024,1.8878059998849817,4,False,1,DLMT,1024,False,False,True,True,1,32,9,False,4,1,1,1,10,1,16,1.887882,2,0.0001226213684477467,4,True,1,1,16,1.8879580001150185,11,1
72,512,16,32,1024,32,1024,1.8418766675984852,2,False,1024,DLMT,1,False,False,False,True,32,16,23,False,2,13,1,8,10,1,2,1.842183,4,0.0004942479135008852,2,True,1,12,32,1.8424893324015146,1,1
73,16,2,256,64,256,16,5.561707579838956,2,False,4,DLMT,256,False,True,True,True,1,4,1,True,16,1,256,1,10,19,8,5.5623819999999995,16,0.0010881341829021873,8,True,1,19,2048,5.563056420161043,8,1
74,2,8,8,64,4,2048,inf,8,False,8,DLMT,16,False,False,True,True,2,16,1,True,32,18,1,8,1,5,2,inf,8,inf,2,False,1,5,256,inf,12,1
75,512,16,64,512,512,1,inf,64,False,64,DLMT,64,False,True,False,True,1,1024,1,False,1,14,2048,4,1,9,32,inf,2,inf,1,False,1,29,1024,inf,1,9
76,256,2,32,2048,1,128,1.994593155339307,2,False,8,DLMT,1,True,True,False,True,4,4,1,False,2,7,2048,32,10,12,1,1.994964,1,0.0005983343546880757,1,True,1,21,4,1.9953348446606929,14,1
77,64,2,64,128,4,64,1.9537534584053236,2048,False,8,DLMT,128,False,False,False,True,4,64,1,True,2,11,2048,8,10,20,8,1.9539969999999998,16,0.0003929389265522151,8,True,1,28,2048,1.954240541594676,1,20
78,8,16,1,8,4,2048,1.907563085459217,16,False,1024,DLMT,2,False,False,False,True,2,128,2,True,16,22,1,32,10,1,2,1.90764,8,0.00012409673645990562,8,True,1,5,32,1.907716914540783,10,1
79,256,2048,2048,512,512,16,3.832417611123051,16,False,2048,DLMT,1,True,True,True,True,4,8,26,False,32,11,1024,4,10,1,2,3.8327210000000003,2,0.0004894987231852167,2,True,11,1,128,3.8330243888769497,15,1
80,512,32,4,1024,8,32,2.128335664717422,1,False,2048,DLMT,128,False,False,True,True,16,1,6,False,8,10,128,4,10,1,8,2.1285390000000004,1,0.000328068590389275,4,True,1,5,8,2.128742335282579,1,9
81,32,2,8,2048,1,1,1.8280201971940975,2048,False,1024,DLMT,64,True,True,False,False,8,128,1,False,4,14,128,16,10,9,2,1.828141,4,0.00019490767044937093,4,True,1,10,1,1.8282618028059026,19,1
82,32,256,2,256,1024,128,2.386239018097832,8,False,1,DLMT,32,True,False,True,False,8,32,9,False,8,10,2048,2,10,1,16,2.386325,8,0.00013872634933571564,4,True,1,29,256,2.3864109819021677,7,1
83,1,1,1,1,1,1,1.9098981665164,1,True,1,DLMT,1,False,False,False,False,1,1,1,False,1,1,1,1,10,1,1,1.9112010000000001,1,0.0021020392479685194,1,True,1,1,1,1.9125038334836002,1,1
84,4,1,1,512,256,64,3.376803466143844,128,False,2,DLMT,128,False,True,True,True,8,4,26,False,4,12,256,8,10,1,1,3.3769839999999993,2,0.00029127993408400917,16,True,1,22,128,3.3771645338561544,1,22
85,2,2048,1,512,32,32,3.9589886634321823,256,False,2048,DLMT,2048,False,False,False,False,4,32,1,False,32,6,1024,1,10,22,1,3.959201,8,0.00034259159359215704,8,True,1,26,512,3.959413336567818,1,25
86,1,1,4,8,2,8,2.5605020615506913,4,False,2,DLMT,1,False,True,True,False,2,2,24,False,1,5,16,32,10,1,4,2.560635,2,0.00021448776188869175,16,True,1,15,512,2.5607679384493087,9,1
87,2,2,64,512,64,1,3.901069382353575,16,False,128,DLMT,128,True,True,True,False,2,2,3,False,2,8,512,1,10,1,1,3.901307,32,0.0003833810115276519,2,True,1,19,2048,3.901544617646425,5,1
88,64,1024,1024,2048,2,2,3.618366016572578,32,False,2048,DLMT,1024,False,False,False,False,4,1,7,False,32,17,256,2,10,1,8,3.6186689999999997,4,0.0004888445560707808,16,True,8,1,1,3.6189719834274214,13,1
89,1,64,1,32,16,32,4.084219476883914,8,False,256,DLMT,64,True,False,True,True,4,4,17,False,32,5,1024,2,10,1,32,4.084541,1,0.0005187571686251876,4,True,1,27,32,4.084862523116086,1,19
90,16,2,64,1,2,512,3.441063671308269,512,False,8,DLMT,2048,True,True,True,True,4,16,25,False,16,20,2048,32,10,1,1,3.441228,32,0.00026513392842111773,2,True,1,15,2048,3.441392328691731,9,1
91,256,2048,4,1,16,1024,2.7950157109736593,4,False,2048,DLMT,128,False,True,False,False,2,1024,12,True,4,26,256,4,10,1,32,2.795127,32,0.00017955779014005254,1,True,1,9,32,2.7952382890263405,1,8
92,256,2,32,2048,2048,512,2.0830597522010414,32,False,128,DLMT,2048,False,True,False,False,2,16,1,False,8,25,1,1,10,22,16,2.08325,8,0.0003069527650958288,2,True,13,1,256,2.0834402477989586,1,29
93,8,128,1,32,32,1024,2.5884577424338895,16,False,2048,DLMT,4,False,True,True,False,2,4,1,True,32,27,32,8,10,10,1,2.588629,8,0.000276313228058284,8,True,6,1,32,2.5888002575661107,1,5
94,256,64,8,512,16,2048,2.754883909439123,2,False,64,DLMT,16,True,True,True,True,1,512,24,False,8,22,2048,1,10,1,4,2.755174,16,0.00046804273309174595,2,True,15,1,8,2.7554640905608765,23,1
95,256,32,1,512,2,256,3.1325209542570147,32,False,512,DLMT,16,False,False,False,False,32,1,24,True,1,5,1,8,10,1,1,3.132696,4,0.0002824252113392785,8,True,17,1,256,3.1328710457429856,1,28
96,32,32,2,128,2,2048,3.3101937593869812,512,False,2048,DLMT,256,True,False,False,True,8,256,1,True,4,3,2048,1,10,20,32,3.3108489999999997,1,0.001057189197826055,32,True,1,25,512,3.311504240613018,1,2
97,1,512,64,16,2,2,3.1325715924891324,4,False,1,DLMT,64,False,False,True,False,1,1,1,False,4,1,128,1,10,7,32,3.1327559999999997,1,0.0002975298304372145,1,True,30,1,512,3.132940407510867,16,1
98,2,1024,2,4,16,512,3.422078043730742,4,False,1,DLMT,2,True,False,False,True,32,128,30,True,2,30,128,16,10,1,4,3.42249,4,0.0006646653293198978,8,True,24,1,64,3.4229019562692575,1,1
99,2048,256,2,1,2,2048,2.535935755625434,512,False,1024,DLMT,2,True,False,False,True,2,64,25,False,16,10,32,16,10,1,2,2.536272,16,0.000542508986100734,2,True,1,1,1024,2.5366082443745657,2,1
100,64,8,128,1024,16,4,2.2778816234196575,512,False,32,DLMT,1,True,True,True,True,2,1,1,True,1,27,128,1,10,12,1,2.278005,4,0.00019906029237392833,1,True,15,1,512,2.278128376580342,1,6
101,1,8,2,4,256,8,1.9761369620493405,1024,False,16,DLMT,256,False,True,True,False,16,8,1,False,1,21,512,4,10,6,1,1.9763639999999998,4,0.00036631134298568166,32,True,3,1,2048,1.976591037950659,16,1
102,1,2048,4,32,64,8,inf,128,False,2048,DLMT,8,True,True,True,False,1,4,1,False,4,26,2048,32,1,16,1,inf,1,inf,1,False,10,1,128,inf,23,1
103,8,2048,16,512,256,1,2.699499318163317,1,False,1,DLMT,2048,True,True,False,True,4,32,1,True,8,28,1,4,10,29,8,2.699611,4,0.00018019156473047127,1,True,4,1,32,2.699722681836683,1,2
104,4,32,64,64,128,1,6.8306473866559605,4,False,32,DLMT,2048,False,True,False,True,8,128,1,True,16,6,512,16,10,26,8,6.830875000000001,1,0.0003672397037358376,4,True,14,1,16,6.831102613344041,25,1
105,2,4,2048,32,64,64,inf,8,False,64,DLMT,1,False,False,True,False,32,16,1,False,1,9,512,4,1,2,2,inf,32,inf,4,False,1,26,1024,inf,11,1
106,8,2,2048,512,128,128,2.8408994955464233,16,False,32,DLMT,1,True,True,False,True,4,32,1,False,1,13,2048,8,10,16,2,2.8411370000000002,16,0.0003831983820425287,8,True,21,1,1024,2.841374504453577,1,30
107,128,1,128,512,8,128,3.49550989257955,4,False,1,DLMT,128,True,True,False,True,4,128,1,False,32,21,512,8,10,14,8,3.4956199999999997,32,0.00017765134392961105,2,True,1,17,16,3.4957301074204494,22,1
108,2,16,1,256,4,1,5.769093891336646,8,False,64,DLMT,64,False,True,False,True,2,128,1,True,32,20,2048,16,10,29,1,5.769484,4,0.000629415601967472,2,True,19,1,128,5.7698741086633545,26,1
109,1,1,4,512,16,16,4.28440523769255,64,False,32,DLMT,1,False,False,False,True,4,4,1,False,32,18,128,1,10,24,2,4.285407,16,0.001616279988120818,1,True,23,1,128,4.286408762307451,1,16
110,2,128,64,256,4,1,2.278862675175683,1024,False,1,DLMT,64,True,False,False,False,4,256,8,True,1,17,64,2,10,1,16,2.279171,16,0.000497462561405466,1,True,13,1,1,2.2794793248243166,19,1
111,128,256,8,128,4,256,2.1407904291022457,8,False,256,DLMT,128,False,False,False,True,1,8,1,True,4,22,512,4,10,22,16,2.1409689999999997,2,0.0002881128251224188,32,True,1,13,32,2.1411475708977536,13,1
112,2,16,64,8,1,256,5.709159862238579,2,False,64,DLMT,512,False,True,True,True,2,64,5,False,8,1,2048,2,10,1,2,5.709279,8,0.00019222122671543404,16,True,8,1,1,5.709398137761422,14,1
113,128,16,32,1024,8,256,2.114321839855045,64,False,32,DLMT,1,True,True,False,False,8,16,1,False,4,3,64,2,10,3,8,2.114526,16,0.0003293994535514804,1,True,2,1,256,2.1147301601449553,1,8
114,8,512,4,16,8,4,2.9296088471136756,2,False,2048,DLMT,16,False,False,True,True,32,1,1,False,2,30,64,8,10,24,8,2.929655,32,7.44647567645038e-05,4,True,17,1,1,2.929701152886324,1,4
115,2,1024,128,8,2048,32,5.08459844759991,256,False,1024,DLMT,1024,True,False,False,False,2,8,17,True,16,13,1,4,10,1,1,5.08601,1,0.0022774503287666783,4,True,26,1,256,5.08742155240009,1,10
116,2,64,2,4,1024,256,3.2882280025005812,32,False,256,DLMT,256,True,True,False,True,8,8,24,False,4,24,1,4,10,1,32,3.288355,32,0.00020490241579830876,4,True,1,30,2048,3.288481997499419,12,1
117,2,2,2,1024,64,2048,8.162997915107276,256,False,1,DLMT,2048,True,False,False,False,1,4,1,True,16,13,1024,8,10,14,16,8.163306,2,0.000497075446989566,16,True,1,16,1,8.163614084892725,1,26
118,256,2,2,1024,4,1,3.9239135808641556,2,False,2048,DLMT,2048,True,True,False,True,2,2048,1,False,1,23,128,32,10,17,1,3.9241140000000003,16,0.00032336357246911336,1,True,20,1,4,3.924314419135845,16,1
119,512,32,16,2048,4,1024,3.486422283968242,8,False,256,DLMT,1,False,False,False,False,8,128,15,False,4,1,256,32,10,1,1,3.486634,8,0.00034159039799151904,8,True,1,6,32,3.486845716031758,1,29
120,256,128,16,1024,64,256,2.277510944978291,32,False,2048,DLMT,1,False,False,False,True,2,16,1,False,2,29,2048,2,10,20,32,2.277609,4,0.00015820556248127002,16,True,4,1,1024,2.277707055021709,5,1
121,512,2,128,1,2048,8,3.141574653525521,16,False,512,DLMT,256,False,False,False,False,2,1,9,True,1,24,2048,32,10,1,2,3.1417979999999996,8,0.0003603553801457879,2,True,19,1,2048,3.142021346474478,26,1
122,256,2048,32,512,2048,1024,inf,4,False,2048,DLMT,2048,True,False,False,False,2,512,1,True,1,5,1,16,1,2,1,inf,1,inf,1,False,1,30,32,inf,1,12
123,16,128,128,2048,4,2048,2.3686688738627795,2,False,1024,DLMT,512,False,True,True,False,4,1024,9,True,8,13,1024,8,10,1,1,2.368762,1,0.0001502531197679502,1,True,1,10,2048,2.36885512613722,19,1
124,256,1,8,1024,1,2048,3.321479201531823,8,False,1,DLMT,128,False,True,True,False,8,1,1,False,8,4,64,16,10,4,1,3.322005,4,0.0008483425015876248,2,True,1,19,256,3.322530798468177,1,2
125,2,512,1024,512,16,1,3.445090522903183,16,False,2048,DLMT,2048,True,True,False,True,8,32,22,True,4,18,512,2,10,1,2,3.4452190000000003,4,0.00020728965241906112,8,True,1,15,16,3.4453474770968175,5,1
126,2,4,8,512,1,128,2.5122446129488667,2,False,128,DLMT,256,True,False,True,False,1,128,3,True,32,8,1024,32,10,1,1,2.512625,8,0.0006137303968356233,16,True,30,1,4,2.513005387051133,1,15
127,32,4,4,64,1,4,3.1160501110106242,2,False,2048,DLMT,1,False,False,False,False,4,2,13,False,4,26,2048,8,10,1,4,3.116202,8,0.0002450632571397889,16,True,11,1,64,3.1163538889893756,1,22
128,4,4,2,1024,1024,1,inf,1,False,256,DLMT,2048,False,True,False,False,1,1,1,False,4,8,1,8,1,18,16,inf,2,inf,32,False,21,1,128,inf,1,16
