id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,8,512,256,32,0.1886980396196792,1,8,128,DLMT,500,10,True,8,2048,256,1,2,1,False,2,20,False,10,0.03042063811033555,0.2075526,True,True,0.2264071603803208
2,16,8,8,1,5.450812315060052,8,1,32,DLMT,500,10,False,512,2048,1,3,7,4,False,2,1,False,10,0.00023989372647072508,5.4509609999999995,True,False,5.451109684939947
3,512,1,32,2,3.791936417559412,16,1,4,DLMT,500,10,True,64,4,128,2,20,1,False,3,1,False,10,0.0001880983785151356,3.7920530000000006,True,False,3.792169582440589
4,2048,8,8,1,0.41106100803600093,64,8,4,DLMT,500,10,True,1,128,64,1,3,1,False,1,25,False,10,0.020457879303828145,0.4237406999999999,True,True,0.4364203919639989
5,1,256,256,2,0.29659300393918164,4,2048,2048,DLMT,500,10,True,4,2048,1,1,2,23,True,1,1,False,10,0.01252187522697778,0.304354,True,True,0.3121149960608184
6,1,64,1,8,4.2754316140086175,64,128,128,DLMT,500,10,True,2048,64,1,1,2,1,True,9,1,False,10,0.009058455939065853,4.281046,True,True,4.286660385991382
7,2048,1,16,2048,5.0883700518958745,16,1024,4,DLMT,500,10,False,32,1,64,1,1,3,True,6,5,False,10,0.0001370583817210417,5.088455000000001,True,False,5.088539948104127
8,1,2048,4,8,0.3083144224201008,1,1024,1,DLMT,500,10,False,4,2048,256,1,5,2,True,2,2,False,10,0.019189210884244304,0.32020780000000004,True,True,0.33210117757989926
9,32,2048,2048,16,13.369600091580953,2048,2,2,DLMT,500,10,False,2048,1,256,4,1,16,True,1,1,False,10,0.00024186773244898034,13.36975,True,False,13.369899908419047
10,64,1,2048,16,3.3962584814629113,4,4,2,DLMT,500,10,True,1024,16,2048,1,2,2,True,20,2,False,10,0.10072284430058555,3.458686,True,True,3.521113518537089
11,2048,1,1,128,2.9525216008316106,4,128,128,DLMT,500,10,True,1024,128,128,1,1,1,True,29,2,False,10,0.0028354521685262112,2.9542790000000005,True,True,2.9560363991683904
12,4,2048,1,2,5.096092411086681,128,1,2048,DLMT,500,10,False,256,256,2048,1,5,1,True,2,17,False,10,0.0002219909908082797,5.09623,True,False,5.09636758891332
13,1,1,32,512,3.2964655301793138,8,1,128,DLMT,500,10,False,1024,2048,2048,1,1,1,False,9,6,False,10,0.00011047171583706198,3.296534,True,False,3.296602469820686
14,1,512,512,1024,0.16327279439882553,4,1,2,DLMT,500,10,True,1,1,128,1,2,7,False,1,4,False,10,0.023587806999379998,0.1778924,True,True,0.19251200560117449
15,64,32,4,1,9.75623464076848,64,1,1,DLMT,500,10,True,2048,8,1,1,1,29,True,1,2,False,10,0.0010234984123093595,9.756869,True,False,9.75750335923152
16,16,2048,256,8,4.820370794543217,16,1,32,DLMT,500,10,True,32,512,2048,1,6,12,False,2,1,False,10,0.00028913664589603344,4.82055,True,False,4.820729205456783
17,512,16,16,2,7.474884230047401,64,64,2,DLMT,500,10,False,64,512,2048,1,2,3,True,1,10,False,10,0.0009967326622518388,7.4755020000000005,True,False,7.4761197699526
18,16,16,4,512,0.5376706166461022,64,1,1,DLMT,500,10,True,1,1,8,1,24,2,True,1,2,False,10,0.028911950596422903,0.5555901,True,True,0.5735095833538978
19,1,4,1,4,4.482629395797427,2048,4,1024,DLMT,500,10,True,1,1,2048,8,1,1,True,7,1,False,10,0.0007980125312299681,4.483124,True,False,4.483618604202573
20,64,2048,8,8,3.846488352480949,32,8,512,DLMT,500,10,True,1024,8,1,1,2,2,False,3,8,False,10,0.11467927913969468,3.917566,True,True,3.988643647519051
21,2048,2048,1024,16,8.344717560597722,32,128,4,DLMT,500,10,True,256,16,32,1,3,30,True,1,1,False,10,0.0013866510015141781,8.345577,True,False,8.346436439402279
22,512,2048,2048,1024,2.906682713295946,16,512,256,DLMT,500,10,True,1024,2048,1024,11,3,1,True,1,2,False,10,0.0032951001502230385,2.908725,True,True,2.910767286704054
23,8,256,16,1024,4.953513577437302,2048,8,32,DLMT,500,10,True,1,2048,2048,1,14,1,False,1,1,False,10,0.000575065213693203,4.95387,True,False,4.954226422562699
24,64,16,1,64,1.479481372347487,64,32,8,DLMT,500,10,False,128,2048,8,1,13,4,True,4,1,False,10,0.022611713424683242,1.493496,True,True,1.507510627652513
25,1,16,16,2,4.519910944971253,2048,256,16,DLMT,500,10,True,2048,32,16,1,2,3,False,3,3,False,10,0.01027283972424372,4.526278,True,True,4.5326450550287465
26,4,256,64,1024,3.194117655496301,128,4,16,DLMT,500,10,True,1024,2048,2048,1,28,1,False,2,1,False,10,0.012230405389847081,3.2016979999999995,True,True,3.209278344503698
27,1,1024,4,1,10.549538545474059,64,2048,1,DLMT,500,10,False,2048,8,16,1,4,2,False,1,12,False,10,0.00019595917942219753,10.54966,True,False,10.54978145452594
28,1024,1,16,4,3.069540957939559,64,1024,8,DLMT,500,10,False,256,2048,8,1,5,1,True,1,18,False,10,0.007888159481146429,3.07443,True,True,3.079319042060441
29,512,128,2,4,0.4838961178902043,4,512,16,DLMT,500,10,False,16,2048,2048,2,1,1,True,29,1,False,10,0.04233751602078233,0.5101367,True,True,0.5363772821097956
30,1024,128,2,16,0.5472393598812935,1,512,128,DLMT,500,10,True,16,1024,1,6,1,9,False,1,1,False,10,0.03947230752679655,0.5717040999999999,True,True,0.5961688401187064
31,2048,512,8,1,1.1892769024453191,32,32,2,DLMT,500,10,True,64,8,16,1,1,2,False,1,1,False,10,0.02402100174847001,1.204165,True,True,1.2190530975546807
32,2048,256,32,256,0.3188115640641283,8,256,1,DLMT,500,10,False,16,1024,256,30,3,1,False,1,1,False,10,0.03692871795175131,0.34169980000000005,True,True,0.3645880359358718
33,2048,64,4,128,3.2219430981106196,1,2048,8,DLMT,500,10,False,1024,128,1,2,8,1,True,4,4,False,10,0.0020392255883055085,3.223207,True,False,3.2244709018893802
34,16,16,4,128,4.578586472366788,512,1,2048,DLMT,500,10,False,2048,2048,2048,2,5,1,False,1,7,False,10,0.0001121784292990335,4.578656,True,False,4.578725527633211
35,2048,4,1,4,5.581369969214179,256,512,8,DLMT,500,10,False,2048,2048,2048,1,23,1,False,1,4,False,10,0.0004905344024630797,5.581674,True,False,5.58197803078582
36,1,2048,4,4,3.9449804226074847,1,256,1,DLMT,500,10,True,512,256,8,1,8,1,False,10,1,False,10,0.0004236519798135757,3.945242999999999,True,False,3.9455055773925136
37,1,1024,128,1024,3.3530456225922367,2,16,8,DLMT,500,10,True,32,1,1,1,1,2,False,20,1,False,10,0.00020390193721490587,3.353172,True,False,3.353298377407763
38,1,16,2,2,6.791863616512384,512,2048,32,DLMT,500,10,False,1,512,128,2,1,1,False,5,2,False,10,0.0008250848441221039,6.792375,True,False,6.792886383487616
39,256,1,512,16,4.40010734483586,512,4,64,DLMT,500,10,False,1,512,1,7,2,1,True,5,2,False,10,0.009875289160323392,4.406228,True,True,4.4123486551641395
