id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,8,8,1,False,1,64,1,32,1,6,0.07212314342025677,16,1,512,DLMT,8,False,True,False,1,512,True,1,22,3,64,1,35,256,1,14,0.07352480857142857,8,False,0.004230875122671528,True,0.07492647372260036
2,8,8,1,False,1,32,128,256,1,1,0.16207894293789954,1,128,128,DLMT,8,False,True,False,1,1,False,20,15,1,1024,1,35,512,30,6,0.1628666,8,True,0.002377514106312364,True,0.16365425706210046
3,1,1,256,False,1,128,1,256,512,22,0.1874267376111977,512,64,64,DLMT,1,True,True,True,1,1024,True,1,19,23,1,32,35,1,1,25,0.19016274285714285,1,True,0.008258532018785548,True,0.192898748103088
4,1,32,512,False,1,16,512,512,1,1,0.188805892437299,64,64,1,DLMT,1,False,True,True,64,2048,False,30,8,1,1024,1,35,1,20,4,0.1888791714285714,8,False,0.00022118996176064074,True,0.18895245041984382
5,8,1,2048,False,8,1,32,1,1,1,0.10125031554790728,512,512,256,DLMT,1,False,False,False,2048,1024,False,1,18,30,256,8,35,2048,17,7,0.10349505714285714,1,True,0.0067756706107444525,True,0.105739798737807
6,1,1,64,False,8,512,64,32,256,21,0.1491164843368886,32,1,64,DLMT,8,False,False,False,128,256,False,1,25,11,512,1,35,512,21,1,0.14915177142857142,1,False,0.00010651279888600352,True,0.14918705852025424
7,1,32,512,False,1,512,256,32,2048,29,0.09151300096140247,16,32,16,DLMT,1,False,False,False,512,1,False,20,28,1,1,8,35,128,26,1,0.09412854285714287,1,True,0.007894917790987376,True,0.09674408475288326
8,8,1,128,False,8,1,32,64,2048,28,0.15012273267256143,64,64,1,DLMT,1,True,True,False,128,256,True,15,11,1,1,1,35,1,9,1,0.15593948571428567,32,True,0.017557656847201498,True,0.16175623875600992
9,1,1,1024,False,1,32,16,128,1024,1,0.13992379402945485,1,1,512,DLMT,1,True,True,False,128,2048,False,21,1,13,256,1,35,1024,8,15,0.13997134285714286,1,False,0.0001435244016798209,True,0.14001889168483087
10,8,1,128,False,8,64,256,1,512,1,0.19289251423509587,16,1,32,DLMT,1,False,True,True,2048,2048,False,13,1,28,1,32,35,128,10,29,0.19302965714285714,1,False,0.00041396086377179893,True,0.1931668000506184
11,8,1,256,False,1,64,512,64,1,30,0.15404514931944846,1,1,64,DLMT,32,True,False,False,1,128,True,13,18,1,64,1,35,256,1,18,0.1551366857142857,1,False,0.0032947627859240803,True,0.15622822210912296
12,8,8,1,False,1,256,256,32,256,1,0.2528635666131907,32,64,512,DLMT,1,True,False,True,256,1024,False,1,29,7,256,32,35,2048,30,5,0.2545379142857143,1,True,0.005053957365253083,True,0.25621226195823793
13,1,32,64,False,1,256,64,16,64,29,0.09604735060250459,512,16,16,DLMT,1,False,False,True,2048,128,True,22,1,15,256,8,35,1024,29,1,0.10012911142857142,8,False,0.012320646140958945,True,0.10421087225463825
14,8,1,128,False,1,1,256,32,2048,1,0.19968271132311272,64,128,32,DLMT,32,False,False,True,2048,64,False,1,20,5,1,1,35,64,21,6,0.20064908571428572,1,True,0.0029169658440767205,True,0.20161546010545872
15,32,1,256,False,1,16,512,1,1,1,0.16467122351224586,512,32,1,DLMT,8,True,False,True,512,256,True,1,18,28,256,1,35,256,17,22,0.16646460000000002,1,True,0.005413241501566848,True,0.16825797648775417
16,32,1,2048,False,1,512,1,128,128,3,0.1377001752176446,1,128,128,DLMT,1,False,False,True,1,128,False,17,1,14,1,1,35,1,22,1,0.13833177142857142,8,True,0.001906450120522645,True,0.13896336763949824
17,1,8,2048,False,8,1,128,16,128,10,0.13695043577219063,16,512,32,DLMT,1,True,False,False,1,128,True,1,10,7,1,32,35,1024,1,24,0.13791254285714283,1,False,0.002904085135930885,True,0.13887464994209503
18,1,32,512,False,1,512,256,1,1,19,0.24312818315891177,128,32,64,DLMT,1,False,True,False,512,64,False,16,18,1,512,1,35,512,1,22,0.24318397142857145,1,False,0.00016839485667650858,True,0.24323975969823114
19,1,1,512,False,1,64,32,256,256,1,0.26581043192287607,1,128,1,DLMT,1,False,False,False,2048,256,True,18,28,1,256,8,35,1,20,27,0.2674130571428571,1,False,0.004837465758862095,True,0.2690156823628382
20,8,8,1,False,1,32,64,128,256,1,0.18017559479493528,256,512,16,DLMT,1,False,True,False,256,1,False,1,16,22,128,32,35,128,1,4,0.18247437142857145,1,True,0.006938773403689955,True,0.18477314806220763
21,1,32,1,False,1,1,32,512,2048,1,0.14086819411850746,16,256,16,DLMT,1,True,True,False,1,256,True,29,1,14,128,1,35,512,26,16,0.14184991428571428,1,False,0.0029632865091837155,True,0.1428316344529211
22,1,1,1024,False,32,128,1,1,256,1,0.16316304287900135,16,256,1,DLMT,32,True,True,True,2048,512,False,8,1,30,2048,1,35,128,8,16,0.16493997142857142,1,True,0.005363594000218852,True,0.1667168999781415
23,8,1,1,False,8,512,1,64,1024,22,0.21727319795738562,256,256,256,DLMT,1,True,False,False,1,256,True,27,10,1,512,1,35,1,1,12,0.21883980000000003,1,False,0.004728731112193691,True,0.22040640204261444
24,1,32,1024,False,1,512,16,64,1024,1,0.2482849838058039,256,128,256,DLMT,8,True,True,False,2048,256,True,1,5,16,1024,1,35,2048,29,26,0.2503135714285714,1,True,0.0061232177315325865,True,0.2523421590513389
25,1,8,512,False,1,16,1,16,1,6,0.13088954894364588,512,1,32,DLMT,1,False,True,False,1024,1,True,1,3,8,2048,1,35,1,30,1,0.13305594285714284,32,False,0.006539180992592079,True,0.1352223367706398
26,32,1,2048,False,1,32,1,16,1024,3,0.12236433938217213,64,1,1,DLMT,32,True,True,False,64,64,False,1,11,19,2048,1,35,1024,1,1,0.1223731714285714,1,False,2.6659209841775842e-05,True,0.12238200347497068
27,1,8,256,False,8,128,32,256,1,1,0.23498483163525347,512,1,32,DLMT,32,True,True,False,2048,256,False,1,27,19,1024,1,35,2048,13,8,0.23741511428571427,1,True,0.007335719517817027,True,0.23984539693617507
28,1,8,1,False,8,16,1,16,64,1,0.20392183893026827,1,64,1,DLMT,8,True,True,True,1,1,False,1,4,8,256,8,35,512,18,17,0.2040530857142857,1,False,0.0003961636293559628,True,0.20418433249830314
29,1,1,1024,False,1,16,128,1,128,26,0.1272996100293103,1,1,512,DLMT,1,False,False,True,1,512,False,1,14,4,2048,1,35,64,1,13,0.12818617142857144,32,True,0.002676053239762022,True,0.12907273282783258
30,1,1,1,False,1,1,256,128,512,1,0.20819524242506096,128,32,16,DLMT,8,True,False,False,2048,1,False,19,19,1,64,1,35,1024,25,30,0.21069282857142857,8,True,0.0075388726648171036,True,0.21319041471779618
31,1,32,1,False,1,32,512,1,512,10,0.117178114526176,16,1,64,DLMT,8,True,False,True,1,512,False,1,1,27,2048,1,35,1,18,1,0.11719505714285715,1,False,5.114067034430864e-05,True,0.11721199975953829
32,1,1,2048,False,1,32,256,1,1,23,0.21305595251827905,64,256,16,DLMT,8,True,False,True,64,64,True,28,30,1,512,1,35,1024,19,1,0.22154742857142856,1,True,0.02563121067681321,True,0.23003890462457807
33,1,32,2048,False,1,512,64,128,256,1,0.1952688465023203,1,512,128,DLMT,8,False,True,False,256,2048,True,21,1,21,2048,8,35,128,20,21,0.19655397142857145,1,False,0.0038791027054183138,True,0.1978390963548226
34,8,8,1,False,1,16,512,256,1024,1,0.15477727512249678,16,32,128,DLMT,1,False,False,False,512,512,True,1,30,11,2048,1,35,1024,17,30,0.15622551428571427,32,False,0.004371457078898645,True,0.15767375344893175
35,1,1,512,False,32,1,128,16,2048,1,0.2621514035525479,1,128,32,DLMT,1,False,False,False,128,1,False,13,1,1,2048,32,35,1,14,17,0.2622686857142857,1,False,0.00035401192646806974,True,0.2623859678760235
36,1,8,2048,False,1,1,512,16,512,30,0.18883402481944808,1,512,1,DLMT,32,False,False,False,1024,1024,False,1,29,26,64,1,35,64,1,10,0.189597,1,True,0.0023030127473129018,True,0.1903599751805519
37,1,8,256,False,1,1,64,512,128,26,0.04905413648322276,16,1,512,DLMT,1,True,True,False,1,1,True,1,23,1,512,8,35,2048,16,1,0.05111291428571428,8,False,0.006214345687618647,True,0.0531716920882058
38,1,8,512,False,1,1,64,32,1,12,0.2550003575258038,1,256,64,DLMT,8,True,True,True,1024,512,False,1,28,20,128,1,35,1,1,9,0.2571463142857143,8,True,0.006477492190088157,True,0.25929227104562474
39,1,1,2048,False,32,1,128,16,128,30,0.23914910127668323,64,256,256,DLMT,1,True,True,False,256,1024,False,15,22,1,1024,1,35,128,1,28,0.2392159142857143,1,False,0.0002016726302598346,True,0.23928272729474534
40,32,1,1,False,1,128,1,1,2048,10,0.15225723236313235,256,512,512,DLMT,32,True,True,False,512,2048,True,1,11,5,1024,1,35,1024,17,1,0.1536692857142857,1,False,0.004262231525329216,True,0.15508133906543906
41,1,1,512,False,1,64,64,512,256,2,0.09023044664734449,64,256,128,DLMT,1,True,False,False,2048,128,False,13,1,26,64,1,35,512,1,1,0.09024313142857143,32,False,3.82885493619807e-05,True,0.09025581620979838
42,1,1,512,False,32,1,128,64,1,3,0.29246799547634844,256,32,64,DLMT,8,True,True,True,256,2048,False,30,1,4,256,8,35,2048,1,1,0.2925262571428571,1,False,0.00017586071482968542,True,0.2925845188093658
43,32,1,2048,False,1,64,64,32,1024,1,0.15759127215277197,128,1,16,DLMT,8,False,True,False,2048,1024,False,28,1,7,128,1,35,64,27,12,0.16056462857142856,8,True,0.00897496787446925,True,0.16353798499008515
44,1,8,512,False,1,64,32,16,1024,18,0.083285528890549,128,128,64,DLMT,1,False,False,False,256,128,False,30,1,27,64,8,35,2048,14,1,0.08329725714285714,8,False,3.540130171710304e-05,True,0.08330898539516529
45,8,8,1,False,1,1,256,16,1024,16,0.17784352552043853,256,512,1,DLMT,1,True,True,False,2048,512,False,30,19,1,1,1,35,2048,1,23,0.18064971428571427,32,True,0.00847037841142018,True,0.18345590305099002
46,1,1,2048,False,32,256,256,1,2048,1,0.2910798918088532,512,1,128,DLMT,1,False,True,True,512,256,False,29,1,15,1024,32,35,256,16,5,0.2917037428571429,1,True,0.0018830716296649392,True,0.2923275939054326
47,8,1,512,False,1,32,256,64,1,8,0.18938618984334682,256,512,256,DLMT,1,True,True,False,2048,512,False,23,11,1,2048,8,35,256,29,1,0.19102871428571425,1,True,0.004957900106015096,True,0.19267123872808167
48,8,8,1024,False,1,64,1,16,1024,30,0.12420677383959897,64,512,512,DLMT,8,False,False,True,1,1,False,1,8,2,128,1,35,1,1,30,0.1242581142857143,1,False,0.00015496926357526684,True,0.12430945473182964
49,1,1,64,False,1,1,32,32,2048,7,0.12803136352785408,16,16,32,DLMT,32,False,False,False,1024,1024,False,1,7,26,2048,1,35,64,1,30,0.12895077142857142,1,True,0.002775199206087628,True,0.12987017932928877
50,1,8,256,False,1,256,512,32,2048,1,0.10897841258755517,64,32,64,DLMT,1,False,False,False,128,256,True,4,1,30,2048,8,35,2048,30,29,0.10986542857142857,1,True,0.002677425386829821,True,0.11075244455530198
