id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,1,64,512,19,1,3,SIMA,28,1.542717223241266,512,1024,256,171,8,0.11543654285714286,8
2,8,128,64,256,1,25,16,SIMA,11,1.5385235129928918,1024,512,128,170,1,0.1157512,8
3,8,1,512,512,17,12,1,SIMA,8,1.6052695422579641,2048,1024,512,170,8,0.11093834285714285,1
