id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,512,64,1,0.267630788801473,1,256,16,512,DLMT,False,True,False,False,False,25,1,35,0.26778675405566993,0.00023538771490145592,0.26770877142857147,6,11,True,1,32
2,2048,512,1,0.245048242283522,1,256,16,1,DLMT,True,False,True,False,False,22,1,35,0.2452769005736209,0.00034509835332754974,0.24516257142857145,1,11,True,28,32
3,512,1,128,inf,32,16,64,64,DLMT,False,True,False,False,True,1,1,1,inf,inf,inf,1,27,False,27,1
4,1024,2048,1024,0.24438850333024192,1,16,16,512,DLMT,True,True,False,False,True,5,1,35,0.24455589666975813,0.0002526353442075306,0.24447220000000003,4,20,True,1,32
5,1,2048,2048,0.18675017955860246,32,16,512,128,DLMT,True,True,False,False,False,28,1,35,0.18692839186996896,0.00026896368012147795,0.1868392857142857,27,1,True,22,1
6,512,1,512,0.10487200885141167,1,1,64,1,DLMT,True,True,True,True,True,16,1,35,0.10489256257715977,3.102033566049488e-05,0.10488228571428572,2,5,True,1,8
7,1,1,1024,inf,1,64,512,512,DLMT,False,True,True,True,True,2,32,1,inf,inf,inf,1,3,False,17,1
8,2048,1,64,0.12281625838843485,1,16,512,1,DLMT,False,True,False,True,True,29,1,35,0.12284842732585088,4.8550381994755415e-05,0.12283234285714287,28,1,True,22,8
9,1,128,512,0.23960363495059975,32,512,16,64,DLMT,True,False,False,True,False,9,1,35,0.23964756504940024,6.630070027641324e-05,0.2396256,20,16,True,1,1
10,1,128,1,inf,1,1,16,128,DLMT,False,True,True,False,True,28,1,1,inf,inf,inf,26,29,False,1,32
11,128,1024,2048,0.3128157545024083,1,64,1,1,DLMT,False,False,False,True,True,11,1,35,0.3132298454975917,0.0006249592809592862,0.3130228,28,1,True,8,32
12,256,512,64,0.19458288754165243,1,16,256,1,DLMT,False,False,True,False,False,15,32,35,0.19460088388691904,2.7160655818474407e-05,0.19459188571428573,22,1,True,1,1
13,64,1024,1,0.1390609202111842,1,512,512,32,DLMT,True,False,True,False,True,9,1,35,0.13917439407453008,0.00017125835835404463,0.13911765714285715,2,19,True,1,1
14,2048,1024,1,inf,1,16,32,32,DLMT,True,True,True,True,False,1,32,1,inf,inf,inf,30,22,False,1,1
15,512,256,512,0.25992218315866455,1,512,128,1,DLMT,False,True,True,True,False,15,1,35,0.26057113112704977,0.0009794128836883296,0.26024665714285716,26,28,True,1,1
16,1024,2048,2048,0.26323366982936636,1,256,512,512,DLMT,False,False,False,True,True,2,1,35,0.2632594158849193,3.885676470403997e-05,0.26324654285714283,23,1,True,25,1
17,2048,1,1024,0.16452701224435873,1,16,1,512,DLMT,True,False,False,False,False,10,1,35,0.16465504489849841,0.0001932309477896172,0.16459102857142857,21,1,True,28,1
18,1024,512,2048,0.23406342238165354,1,1,128,1,DLMT,False,False,True,True,False,28,1,35,0.2344918919040608,0.0006466598108900903,0.23427765714285717,1,24,True,30,32
19,2048,2048,2048,inf,32,64,1,1,DLMT,False,True,True,False,True,2,1,1,inf,inf,inf,3,1,False,18,1
20,1,128,1024,inf,1,256,1,128,DLMT,False,True,True,True,False,29,32,1,inf,inf,inf,1,3,False,27,1
21,2048,1,2048,inf,32,256,128,256,DLMT,False,False,True,False,True,28,1,1,inf,inf,inf,15,4,False,1,1
22,1,1024,256,0.17343300466897535,1,64,256,32,DLMT,True,False,False,False,True,30,32,35,0.17347562390245322,6.432230070004365e-05,0.17345431428571428,1,2,True,24,1
23,128,1,1,inf,1,16,1,32,DLMT,True,True,True,False,True,5,32,1,inf,inf,inf,28,1,False,30,1
24,1,512,512,0.2265002141136723,1,16,1,16,DLMT,False,True,False,False,False,28,1,35,0.22653292874347056,4.9373958268523834e-05,0.22651657142857143,9,1,True,1,1
25,2048,2048,1,inf,1,32,32,256,DLMT,False,True,False,True,True,29,32,1,inf,inf,inf,1,13,False,30,1
26,256,64,128,inf,1,32,1,128,DLMT,False,False,False,True,False,25,32,1,inf,inf,inf,5,29,False,1,1
27,1,1024,1,0.09863150922590132,8,1,1,512,DLMT,True,False,True,True,True,28,1,35,0.09866178220267012,4.568893797256826e-05,0.09864664571428572,13,4,True,1,8
28,1,2048,64,0.1075542781555542,1,1,512,512,DLMT,False,False,True,True,False,15,1,35,0.10757463613016006,3.0724901819806785e-05,0.10756445714285713,3,1,True,26,8
