id,speedup,T2_J,T2_I,T4_I,T4_J,T2_Ja,T2_Ia,technique,T4_Ia,VEC4,points,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,U2_I,RT2_J,cost_mean,OMP,RT4_J,RT4_I,T4_Ja,U3_I
1,3.6051783232304118,2048,8,64,1024,2048,128,RS,2048,False,301,False,False,False,3,1,True,1,9,32,16,4,1.7864470000000001,True,1,1,1024,13
