id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,2,32,1,2,2.2700572322421553,8,False,1024,RS,2048,True,True,False,True,27,2,True,1,8,4,10,1,4,2.3694740000000003,0.16040265341944934,True,True,4,32,8,2.4688907677578453,14
2,2,16,16,4,8.48792189134758,1024,False,64,RS,256,True,True,True,False,1,3,False,26,29,4,10,1,32,8.55012,0.10035270599241448,True,True,4,16,32,8.612318108652419,3
3,16,32,1,64,2.518831267244045,16,False,256,RS,128,False,False,False,True,25,4,False,1,3,8,10,1,2,2.551446,0.05262180407397679,True,True,1,2,128,2.5840607327559546,15
4,16,8,256,1024,2.678979592508128,1024,False,64,RS,256,True,False,True,True,25,23,True,1,24,2,10,1,16,2.7654819999999996,0.13956615168442524,True,True,4,1,1,2.851984407491871,17
5,8,4,1,8,5.3406230833408275,1024,False,4,RS,32,False,True,True,True,1,8,True,11,3,4,10,1,8,5.340842,0.0003532081539263388,True,False,4,4,8,5.341060916659173,3
6,4,64,1,8,5.2470726108365,256,False,512,RS,128,True,False,True,False,18,22,True,1,11,2,10,1,16,5.247345,0.0004394826503969734,True,False,8,8,32,5.2476173891635005,20
7,32,1,1,4,2.5705582945563177,32,False,16,RS,256,True,False,False,True,18,1,False,1,23,4,10,12,2,2.597201,0.04298631653212456,True,True,1,16,8,2.6238437054436825,2
8,32,2,128,512,8.932625576277374,1,False,512,RS,1,False,True,False,False,2,21,True,1,15,8,10,1,16,8.933152999999999,0.000850964746625912,True,False,8,16,1,8.933680423722624,27
9,512,2,32,4,7.859905466642004,1024,False,16,RS,128,True,True,False,True,8,30,False,1,25,4,10,1,2,7.860318999999999,0.0006672098620374405,True,False,1,1,128,7.860732533357994,14
10,512,128,2,64,1.8758994883098654,2048,False,1,RS,2,True,False,True,False,26,16,True,1,24,4,10,1,8,2.088505,0.343025517483758,True,True,1,1,1024,2.3011105116901347,22
11,16,4,4,256,2.6382491024204273,512,False,1024,RS,1,False,True,False,False,11,9,True,1,2,2,10,1,16,2.6869140000000002,0.07851772770527683,True,True,8,8,1024,2.735578897579573,19
12,128,2048,1,1,26.529088367864215,1024,False,2048,RS,4,False,False,False,False,20,20,True,1,19,8,10,1,16,26.53154,0.003955553058675482,True,False,16,8,4,26.533991632135784,22
13,64,128,64,8,2.696709455830937,128,False,2048,RS,256,False,False,True,False,1,1,False,14,23,16,10,18,8,2.7396040000000004,0.0692076282211723,True,True,2,16,64,2.782498544169064,8
14,1,4,1,512,2.9422693801508233,512,False,4,RS,2,True,True,True,False,1,25,False,17,25,1,10,1,16,2.995323,0.08559865291580233,True,True,16,4,512,3.0483766198491766,28
15,128,128,2,4,22.496307055117136,128,False,256,RS,8,True,False,False,True,1,2,True,4,11,4,10,1,32,22.50215,0.009427221223669005,True,False,2,4,16,22.507992944882865,4
16,512,16,128,2048,1.8578265743595426,2048,False,512,RS,512,True,False,True,False,8,1,False,1,26,4,10,14,2,2.0521709999999995,0.3135624125895832,True,True,1,4,1,2.2465154256404567,3
17,8,16,64,4,2.3753512194680124,128,False,1024,RS,2048,True,True,True,True,1,15,False,14,6,8,10,1,16,2.4219,0.07510350697537366,True,True,8,4,1,2.4684487805319875,23
18,2,8,128,16,7.618967103698752,2048,False,16,RS,1024,True,True,False,False,16,1,False,1,15,16,10,17,8,7.619087,0.0001934450826461022,True,False,1,1,512,7.6192068963012485,21
19,2,1,4,256,5.91256005750876,2048,False,64,RS,64,False,True,False,True,1,2,False,16,20,32,10,1,4,5.919523,0.011234266375691788,True,False,2,2,512,5.92648594249124,25
20,2048,8,1,64,6.449552469007968,2048,False,8,RS,4,False,False,False,True,11,1,False,1,27,4,10,14,1,6.45476,0.008402021185405343,True,False,1,4,2048,6.459967530992032,1
21,4,2,64,4,2.4508341081907723,64,False,2048,RS,1024,False,True,False,False,1,20,False,26,12,2,10,1,1,2.5028119999999996,0.08386303390648349,True,True,8,8,256,2.554789891809227,6
22,4,16,1,2,6.3919322698258085,4,False,16,RS,16,True,False,False,False,1,1,False,17,22,8,10,27,2,6.395282,0.005404577319273036,True,False,4,16,32,6.398631730174191,9
23,512,16,256,128,2.4110477279010247,1,False,128,RS,256,False,False,False,True,9,1,False,1,30,1,10,10,1,2.4901220000000004,0.12758132604734912,True,True,1,2,2048,2.569196272098976,20
24,16,2048,8,1024,2.2045027447253407,512,False,1,RS,2048,False,True,True,True,9,1,True,1,14,1,10,15,2,2.297018,0.14926750046811932,True,True,2,16,1024,2.3895332552746593,23
25,64,512,128,16,10.327519634728468,1024,False,1024,RS,1,True,True,True,True,1,11,True,11,25,1,10,1,32,10.32836,0.0013558761005341901,True,False,2,32,256,10.329200365271532,4
26,2,2048,64,32,2.5761644979581493,8,False,1,RS,1,False,True,True,True,25,1,True,1,14,8,10,13,16,2.6345890000000005,0.09426423090971459,True,True,4,8,1,2.6930135020418517,19
27,512,1,32,64,5.938679216331019,2048,False,1024,RS,128,True,False,False,False,1,1,False,6,21,1,10,20,4,5.9391110000000005,0.0006966555820489746,True,False,1,16,1,5.939542783668982,30
28,4,16,2,1,2.048931641722607,2048,False,16,RS,1,True,True,True,False,27,5,True,1,25,8,10,1,4,2.226802,0.28698254907920795,True,True,2,2,128,2.4046723582773932,6
29,16,64,256,4,5.185413276450438,1024,False,2048,RS,256,False,True,False,False,1,21,True,28,13,4,10,1,8,5.1868110000000005,0.002255138354957394,True,False,4,4,4,5.188208723549563,6
30,1,1,256,4,2.3959275029909044,32,False,32,RS,2048,True,True,True,False,13,1,True,1,30,2,10,8,16,2.461109,0.1051662140090628,True,True,2,1,8,2.5262904970090956,3
31,8,256,4,8,2.428133178107852,1,False,512,RS,1024,False,False,False,True,26,1,True,1,15,2,10,10,4,2.458931,0.04969033355694049,True,True,32,2,16,2.4897288218921485,10
32,1,16,64,2048,2.4884435391311164,256,False,32,RS,64,False,False,False,False,1,18,False,29,2,8,10,1,4,2.5263739999999997,0.06119839445606391,True,True,8,1,2048,2.564304460868883,26
33,8,2,2,2,2.479899549222881,64,False,256,RS,16,True,True,False,False,6,1,True,1,28,16,10,30,4,2.5090619999999997,0.0470517659179759,True,True,8,8,256,2.5382244507771183,18
34,8,1,32,1,2.2606040477066034,256,False,1,RS,256,False,True,False,True,1,5,False,14,19,1,10,1,4,2.439935,0.28933912494683467,True,True,4,4,16,2.619265952293397,14
35,32,64,1,8,7.077066154927054,1,False,64,RS,128,True,False,True,True,7,6,False,1,6,8,10,1,1,7.077208000000001,0.00022885803459784442,True,False,2,32,1,7.0773498450729475,8
36,2,1024,8,256,6.283332186194181,128,False,2048,RS,512,True,False,False,True,16,23,True,1,27,8,10,1,1,6.283448,0.00018685823503385832,True,False,4,16,1024,6.283563813805819,29
37,128,64,1,32,5.075564274015307,128,False,2048,RS,32,True,False,True,True,22,20,False,1,5,16,10,1,2,5.076128,0.0009095361455160266,True,False,2,8,256,5.076691725984692,6
38,256,64,1,4,28.231495438930306,1024,False,64,RS,8,False,False,False,False,1,1,False,9,5,4,10,22,32,28.232400000000002,0.0014594519519324056,True,False,8,1,2048,28.233304561069698,25
39,2,16,2,2,8.657663193848931,16,False,32,RS,128,False,False,False,True,1,1,True,6,28,1,10,12,8,8.658954,0.002082633909260005,True,False,1,4,256,8.660244806151068,13
40,2,4,16,16,6.278027978538639,256,False,128,RS,512,False,False,False,False,7,1,False,1,19,4,10,1,2,6.278331,0.0004889059214204098,True,False,1,1,128,6.27863402146136,12
41,64,1024,4,1,2.3541648902307104,512,False,2048,RS,1024,False,False,True,False,1,20,True,25,2,16,10,1,4,2.4312169999999997,0.12431869529962099,True,True,8,16,1,2.508269109769289,24
42,1,4,256,64,2.61705214314941,4,False,2048,RS,1024,True,False,True,False,26,6,False,1,3,16,10,1,1,2.662491,0.07331271546600902,True,True,2,16,512,2.7079298568505905,29
43,1,2,2,4,2.5330465327039398,1,False,2048,RS,2,False,False,False,False,25,1,True,1,7,2,10,27,1,2.569988,0.05960271601194029,True,True,4,4,64,2.60692946729606,29
44,1,4,128,2,7.02220321730095,64,False,64,RS,2048,False,True,True,False,1,1,True,28,16,32,10,17,2,7.023753000000001,0.002500476154655428,True,False,4,32,16,7.025302782699052,4
45,1,512,4,512,inf,1,False,1024,RS,8,True,False,True,False,1,1,True,23,8,1,1,23,2,inf,inf,False,True,32,1,1024,inf,22
46,64,16,1,16,5.204896599403791,1024,False,256,RS,32,True,False,True,True,29,1,True,1,11,8,10,20,4,5.205177999999999,0.00045402202589752024,True,False,1,1,256,5.205459400596207,4
47,8,2,256,32,2.5222585971888973,64,False,32,RS,2048,False,True,False,False,15,1,False,1,29,32,10,6,1,2.5850020000000002,0.10123250355493538,True,True,2,32,2048,2.647745402811103,8
48,1,512,1,64,2.7988623387912037,32,False,1,RS,64,True,True,False,True,10,1,True,1,13,16,10,25,8,2.833513,0.05590664558887432,True,True,1,2,1024,2.868163661208796,29
49,512,16,8,1,12.497231150674002,1,False,64,RS,1,False,False,False,False,1,1,True,9,12,2,10,13,16,12.49771,0.000772593036468766,True,False,4,4,1,12.498188849325997,14
50,16,2,4,64,2.5529012274655902,256,False,64,RS,16,True,True,True,True,1,1,False,9,28,2,10,23,1,2.5788260000000003,0.04182797728793495,True,True,4,16,64,2.6047507725344103,24
51,4,128,2048,2,8.713172176344901,1,False,512,RS,2048,True,True,True,True,1,11,True,10,2,16,10,1,8,8.71415,0.0015776564898610178,True,False,4,1,128,8.715127823655099,19
52,2,16,1024,4,2.2634861679646407,512,False,1024,RS,2048,False,False,True,True,1,4,False,3,9,1,10,1,32,2.3956290000000005,0.2132040838469095,True,True,16,4,1024,2.52777183203536,28
53,2,16,8,4,2.615910248078768,64,False,64,RS,64,False,True,False,False,1,1,True,1,5,32,10,6,1,2.656663,0.0657519821830491,True,True,4,2,256,2.697415751921232,12
54,512,16,4,1024,5.50522743129513,1,False,1024,RS,8,False,False,False,False,1,14,False,19,12,2,10,1,2,5.5053339999999995,0.0001719418506355767,True,False,16,2,2048,5.505440568704869,11
55,128,1,4,4,2.4797907554442755,256,False,1,RS,16,False,False,False,True,11,11,False,1,18,1,10,1,4,2.520861,0.06626423642508825,True,True,4,4,8,2.5619312445557245,5
56,64,8,32,2048,2.133330545403012,2048,False,32,RS,512,False,False,True,True,18,1,False,1,18,1,10,13,8,2.270495,0.22130615356333863,True,True,32,4,1,2.407659454596988,3
57,1,1,1,1,2.5464838288054925,32,False,256,RS,256,False,False,False,True,1,1,True,12,3,2,10,7,16,2.609704,0.1020017391224287,True,True,4,1,2048,2.672924171194507,18
58,8,512,128,8,6.473506994731182,16,False,1024,RS,128,False,False,True,True,28,11,False,1,12,2,10,1,4,6.475914,0.003883550437422029,True,False,2,1,8,6.4783210052688185,15
