id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,16,64,10,4,64,512,2.337535,False,RS,8,0.00035956223383435743,True,1,12,False,2.337312145113665,True,2.337757854886335,False
2,2,4,1,8,1,128,inf,False,RS,4,inf,False,1,25,True,inf,True,inf,True
3,16,128,10,4,128,256,1.358221,False,RS,8,0.04925368117207077,True,7,1,True,1.3276938130868376,True,1.3887481869131622,True
4,4,128,10,2,128,2,1.40389,False,RS,16,0.052328444845991744,True,1,9,True,1.3714570898362313,True,1.436322910163769,False
5,16,1024,1,4,512,512,inf,False,RS,2,inf,False,1,6,False,inf,True,inf,False
6,8,1024,1,8,1024,128,inf,False,RS,2,inf,False,1,25,False,inf,False,inf,False
7,16,32,1,1,1,16,inf,False,RS,2,inf,False,6,1,False,inf,False,inf,False
8,1,64,1,1,64,32,inf,False,RS,8,inf,False,6,1,True,inf,False,inf,True
9,4,64,1,8,32,64,inf,False,RS,2,inf,False,1,4,True,inf,True,inf,False
10,4,128,1,64,1,1,inf,False,RS,8,inf,False,1,20,True,inf,True,inf,True
11,1,2048,10,8,32,2048,2.0180219999999998,False,RS,32,0.0002410311183229445,True,1,3,False,2.0178726101102322,True,2.0181713898897673,True
12,4,512,10,8,2,64,6.199144,False,RS,32,0.00030647022693888016,True,4,1,False,6.198954051275795,True,6.199333948724206,False
13,16,2048,10,64,4,1024,2.22753,False,RS,1,0.000256632032295315,True,1,6,False,2.227370940741253,True,2.2276890592587466,True
14,1,1024,10,8,1024,512,1.328078,False,RS,16,0.06380394232333926,True,1,26,True,1.2885326335065477,True,1.3676233664934525,True
15,16,2048,10,64,64,128,1.603934,False,RS,1,0.020692182678489962,True,1,9,True,1.5911090879683334,True,1.6167589120316666,False
16,16,1024,10,4,1024,512,2.215088,False,RS,1,9.579144011863533e-05,True,17,1,False,2.2150286289412775,True,2.215147371058723,True
17,4,512,10,16,1,512,2.261517,False,RS,1,0.001054789552470086,True,10,1,False,2.2608632466752523,False,2.2621707533247477,True
18,8,1,10,2,16,2048,0.9562585,False,RS,1,0.3411453761871176,True,22,1,True,0.7448182905455536,True,1.1676987094544464,True
19,4,1024,1,16,512,1,inf,False,RS,16,inf,False,3,1,False,inf,True,inf,True
20,8,2048,1,16,1024,1024,inf,False,RS,8,inf,False,8,1,True,inf,True,inf,False
21,16,256,10,2,256,512,1.3098589999999999,False,RS,1,0.08922212522127007,True,1,26,True,1.254559570016201,True,1.3651584299837987,False
22,8,8,1,16,4,1024,inf,False,RS,8,inf,False,29,1,True,inf,False,inf,True
23,16,128,1,1,2,256,inf,False,RS,2,inf,False,12,1,False,inf,False,inf,True
24,4,128,1,256,64,1024,inf,False,RS,16,inf,False,13,1,False,inf,True,inf,True
25,1,64,1,16,16,2048,inf,False,RS,2,inf,False,10,1,False,inf,False,inf,True
26,1,1,10,8,256,1,2.43921,False,RS,32,0.00014825653442592974,True,1,26,False,2.439118111336456,True,2.439301888663544,False
27,1,128,1,32,2,32,inf,False,RS,2,inf,False,19,1,True,inf,True,inf,True
28,4,64,10,4,32,1,1.398377,False,RS,16,0.03453620739166362,True,10,1,True,1.3769716302240067,False,1.4197823697759933,False
29,1,256,10,256,32,1,2.27072,False,RS,1,0.00018022208521714566,True,28,1,False,2.2706082992468706,True,2.270831700753129,True
30,4,2048,1,1,2,1,inf,False,RS,8,inf,False,1,18,False,inf,False,inf,True
31,4,512,10,1,2,256,3.065659,False,RS,1,0.000984514601212227,True,1,6,False,3.0650488027409373,True,3.066269197259063,False
32,8,2048,1,2048,1,2048,inf,False,RS,8,inf,False,1,21,True,inf,True,inf,True
33,1,128,1,256,8,1024,inf,False,RS,8,inf,False,17,1,True,inf,True,inf,True
34,2,8,10,2,1,1,2.6953009999999997,False,RS,8,0.0001907590102721188,True,5,1,False,2.6951827685130656,False,2.695419231486934,True
35,2,128,1,32,2,256,inf,False,RS,32,inf,False,1,28,True,inf,False,inf,True
36,32,64,1,16,8,2048,inf,False,RS,4,inf,False,1,9,False,inf,False,inf,False
37,8,1024,10,16,1,64,5.9902120000000005,False,RS,1,0.0002812045518834591,True,1,16,False,5.990037710815682,False,5.990386289184319,True
38,1,32,10,4,8,512,2.2952559999999997,False,RS,32,0.0004094435247992428,True,1,13,False,2.29500222893732,False,2.2955097710626795,True
39,16,32,10,16,32,2048,2.1971540000000003,False,RS,1,0.0001780561709124496,True,1,10,False,2.1970436416697976,False,2.197264358330203,True
40,4,8,1,512,8,2048,inf,False,RS,32,inf,False,14,1,True,inf,False,inf,False
41,1,256,1,64,32,256,inf,False,RS,32,inf,False,3,1,True,inf,False,inf,True
42,1,1,1,1,16,32,inf,False,RS,4,inf,False,15,1,False,inf,False,inf,True
43,1,8,1,32,8,2048,inf,False,RS,2,inf,False,15,1,True,inf,False,inf,True
44,4,16,10,2,2,512,1.3747459999999998,False,RS,8,0.06655903938609692,True,28,1,True,1.3334930380335333,False,1.4159989619664664,False
45,1,1024,1,1,64,1,inf,False,RS,8,inf,False,20,1,False,inf,False,inf,True
46,4,512,10,4,128,64,1.356426,False,RS,8,0.041907868044079706,True,1,14,True,1.3304517115718042,True,1.3824002884281956,True
