id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,4,128,2,8,2048,0.9519575999999998,RS,301,16,2.6303818573432265,4,1,True,False,False
