id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,T1_K,technique,speedup,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,points
1,4,2,256,1,2,4,1,256,1,16,128,32,RS,1.5886252866802488,8,False,False,False,64,128,True,1,2,22,64,2,64,27,11,2.1081849999999998,2,True,251
