id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,16,8,0.014115380000000002,1,8,DLMT,9.514890849555592,1,1,True,False,True,True,False,99
